scenario,entity,year,month,source_id,journal_id,payroll_batch_id,segment,payroll_detail_id,census_employee_id,planned_position_pool_id,census_role,census_fte,modeled_role_capacity_fte,employer_cost_usd,allocated_settlement_usd,evidence_role,fact_state,record_origin,available_at
base,ARU_GROUP,2027,1,PAYROLL-base-202701-BST,base-ARU_GROUP-2027-000031,WAGE-base-base-ARU_GROUP-2027-000031,BST,WAGE-base-base-ARU_GROUP-2027-000031-EMP-029,EMP-029,,Train Engine employee,1,1,8390,8390,MODELED_CENSUS_ROLE_ALLOCATION_NOT_INDIVIDUAL_PAYSLIP,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00
base,ARU_GROUP,2027,1,PAYROLL-base-202701-BST,base-ARU_GROUP-2027-000031,WAGE-base-base-ARU_GROUP-2027-000031,BST,WAGE-base-base-ARU_GROUP-2027-000031-EMP-030,EMP-030,,Train Engine employee,1,1,8390,8390,MODELED_CENSUS_ROLE_ALLOCATION_NOT_INDIVIDUAL_PAYSLIP,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00
base,ARU_GROUP,2027,1,PAYROLL-base-202701-BST,base-ARU_GROUP-2027-000031,WAGE-base-base-ARU_GROUP-2027-000031,BST,WAGE-base-base-ARU_GROUP-2027-000031-EMP-031,EMP-031,,Train Engine employee,1,1,8390,8390,MODELED_CENSUS_ROLE_ALLOCATION_NOT_INDIVIDUAL_PAYSLIP,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00
base,ARU_GROUP,2027,1,PAYROLL-base-202701-BST,base-ARU_GROUP-2027-000031,WAGE-base-base-ARU_GROUP-2027-000031,BST,WAGE-base-base-ARU_GROUP-2027-000031-EMP-032,EMP-032,,Train Engine employee,1,1,8390,8390,MODELED_CENSUS_ROLE_ALLOCATION_NOT_INDIVIDUAL_PAYSLIP,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00
base,ARU_GROUP,2027,1,PAYROLL-base-202701-BST,base-ARU_GROUP-2027-000031,WAGE-base-base-ARU_GROUP-2027-000031,BST,WAGE-base-base-ARU_GROUP-2027-000031-EMP-033,EMP-033,,Train Engine employee,1,1,8390,8390,MODELED_CENSUS_ROLE_ALLOCATION_NOT_INDIVIDUAL_PAYSLIP,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00
base,ARU_GROUP,2027,1,PAYROLL-base-202701-BST,base-ARU_GROUP-2027-000031,WAGE-base-base-ARU_GROUP-2027-000031,BST,WAGE-base-base-ARU_GROUP-2027-000031-EMP-034,EMP-034,,Train Engine employee,1,1,8390,8390,MODELED_CENSUS_ROLE_ALLOCATION_NOT_INDIVIDUAL_PAYSLIP,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00
base,ARU_GROUP,2027,1,PAYROLL-base-202701-BST,base-ARU_GROUP-2027-000031,WAGE-base-base-ARU_GROUP-2027-000031,BST,WAGE-base-base-ARU_GROUP-2027-000031-EMP-035,EMP-035,,Train Engine employee,1,1,8390,8390,MODELED_CENSUS_ROLE_ALLOCATION_NOT_INDIVIDUAL_PAYSLIP,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00
base,ARU_GROUP,2027,1,PAYROLL-base-202701-BST,base-ARU_GROUP-2027-000031,WAGE-base-base-ARU_GROUP-2027-000031,BST,WAGE-base-base-ARU_GROUP-2027-000031-EMP-036,EMP-036,,Train Engine employee,1,1,8390,8390,MODELED_CENSUS_ROLE_ALLOCATION_NOT_INDIVIDUAL_PAYSLIP,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00
base,ARU_GROUP,2027,1,PAYROLL-base-202701-BST,base-ARU_GROUP-2027-000031,WAGE-base-base-ARU_GROUP-2027-000031,BST,WAGE-base-base-ARU_GROUP-2027-000031-EMP-037,EMP-037,,Train Engine employee,1,1,8390,8390,MODELED_CENSUS_ROLE_ALLOCATION_NOT_INDIVIDUAL_PAYSLIP,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00
base,ARU_GROUP,2027,1,PAYROLL-base-202701-BST,base-ARU_GROUP-2027-000031,WAGE-base-base-ARU_GROUP-2027-000031,BST,WAGE-base-base-ARU_GROUP-2027-000031-EMP-038,EMP-038,,Train Engine employee,1,1,8390,8390,MODELED_CENSUS_ROLE_ALLOCATION_NOT_INDIVIDUAL_PAYSLIP,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00
base,ARU_GROUP,2027,1,PAYROLL-base-202701-BST,base-ARU_GROUP-2027-000031,WAGE-base-base-ARU_GROUP-2027-000031,BST,WAGE-base-base-ARU_GROUP-2027-000031-EMP-039,EMP-039,,Train Engine employee,1,1,8390,8390,MODELED_CENSUS_ROLE_ALLOCATION_NOT_INDIVIDUAL_PAYSLIP,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00
base,ARU_GROUP,2027,1,PAYROLL-base-202701-BST,base-ARU_GROUP-2027-000031,WAGE-base-base-ARU_GROUP-2027-000031,BST,WAGE-base-base-ARU_GROUP-2027-000031-EMP-040,EMP-040,,Train Engine employee,1,1,8390,8390,MODELED_CENSUS_ROLE_ALLOCATION_NOT_INDIVIDUAL_PAYSLIP,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00
base,ARU_GROUP,2027,1,PAYROLL-base-202701-BST,base-ARU_GROUP-2027-000031,WAGE-base-base-ARU_GROUP-2027-000031,BST,WAGE-base-base-ARU_GROUP-2027-000031-EMP-041,EMP-041,,Mow employee,1,1,8045,8045,MODELED_CENSUS_ROLE_ALLOCATION_NOT_INDIVIDUAL_PAYSLIP,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00
base,ARU_GROUP,2027,1,PAYROLL-base-202701-BST,base-ARU_GROUP-2027-000031,WAGE-base-base-ARU_GROUP-2027-000031,BST,WAGE-base-base-ARU_GROUP-2027-000031-EMP-042,EMP-042,,Mow employee,1,1,8045,8045,MODELED_CENSUS_ROLE_ALLOCATION_NOT_INDIVIDUAL_PAYSLIP,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00
base,ARU_GROUP,2027,1,PAYROLL-base-202701-BST,base-ARU_GROUP-2027-000031,WAGE-base-base-ARU_GROUP-2027-000031,BST,WAGE-base-base-ARU_GROUP-2027-000031-EMP-043,EMP-043,,Mow employee,1,1,8045,8045,MODELED_CENSUS_ROLE_ALLOCATION_NOT_INDIVIDUAL_PAYSLIP,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00
base,ARU_GROUP,2027,1,PAYROLL-base-202701-BST,base-ARU_GROUP-2027-000031,WAGE-base-base-ARU_GROUP-2027-000031,BST,WAGE-base-base-ARU_GROUP-2027-000031-EMP-044,EMP-044,,Mow employee,1,1,8045,8045,MODELED_CENSUS_ROLE_ALLOCATION_NOT_INDIVIDUAL_PAYSLIP,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00
base,ARU_GROUP,2027,1,PAYROLL-base-202701-BST,base-ARU_GROUP-2027-000031,WAGE-base-base-ARU_GROUP-2027-000031,BST,WAGE-base-base-ARU_GROUP-2027-000031-EMP-045,EMP-045,,Mow employee,1,1,8045,8045,MODELED_CENSUS_ROLE_ALLOCATION_NOT_INDIVIDUAL_PAYSLIP,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00
base,ARU_GROUP,2027,1,PAYROLL-base-202701-BST,base-ARU_GROUP-2027-000031,WAGE-base-base-ARU_GROUP-2027-000031,BST,WAGE-base-base-ARU_GROUP-2027-000031-EMP-046,EMP-046,,Mow employee,1,1,8045,8045,MODELED_CENSUS_ROLE_ALLOCATION_NOT_INDIVIDUAL_PAYSLIP,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00
base,ARU_GROUP,2027,1,PAYROLL-base-202701-BST,base-ARU_GROUP-2027-000031,WAGE-base-base-ARU_GROUP-2027-000031,BST,WAGE-base-base-ARU_GROUP-2027-000031-EMP-047,EMP-047,,Mow employee,1,1,8045,8045,MODELED_CENSUS_ROLE_ALLOCATION_NOT_INDIVIDUAL_PAYSLIP,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00
base,ARU_GROUP,2027,1,PAYROLL-base-202701-BST,base-ARU_GROUP-2027-000031,WAGE-base-base-ARU_GROUP-2027-000031,BST,WAGE-base-base-ARU_GROUP-2027-000031-EMP-048,EMP-048,,Mow employee,1,1,8045,8045,MODELED_CENSUS_ROLE_ALLOCATION_NOT_INDIVIDUAL_PAYSLIP,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00
base,ARU_GROUP,2027,1,PAYROLL-base-202701-BST,base-ARU_GROUP-2027-000031,WAGE-base-base-ARU_GROUP-2027-000031,BST,WAGE-base-base-ARU_GROUP-2027-000031-EMP-049,EMP-049,,Mow employee,1,1,8045,8045,MODELED_CENSUS_ROLE_ALLOCATION_NOT_INDIVIDUAL_PAYSLIP,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00
base,ARU_GROUP,2027,1,PAYROLL-base-202701-BST,base-ARU_GROUP-2027-000031,WAGE-base-base-ARU_GROUP-2027-000031,BST,WAGE-base-base-ARU_GROUP-2027-000031-EMP-050,EMP-050,,Mechanical employee,1,1,8620,8620,MODELED_CENSUS_ROLE_ALLOCATION_NOT_INDIVIDUAL_PAYSLIP,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00
base,ARU_GROUP,2027,1,PAYROLL-base-202701-BST,base-ARU_GROUP-2027-000031,WAGE-base-base-ARU_GROUP-2027-000031,BST,WAGE-base-base-ARU_GROUP-2027-000031-EMP-051,EMP-051,,Mechanical employee,1,1,8620,8620,MODELED_CENSUS_ROLE_ALLOCATION_NOT_INDIVIDUAL_PAYSLIP,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00
base,ARU_GROUP,2027,1,PAYROLL-base-202701-BST,base-ARU_GROUP-2027-000031,WAGE-base-base-ARU_GROUP-2027-000031,BST,WAGE-base-base-ARU_GROUP-2027-000031-EMP-052,EMP-052,,Mechanical employee,1,1,8620,8620,MODELED_CENSUS_ROLE_ALLOCATION_NOT_INDIVIDUAL_PAYSLIP,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00
base,ARU_GROUP,2027,1,PAYROLL-base-202701-BST,base-ARU_GROUP-2027-000031,WAGE-base-base-ARU_GROUP-2027-000031,BST,WAGE-base-base-ARU_GROUP-2027-000031-EMP-053,EMP-053,,Mechanical employee,1,1,8620,8620,MODELED_CENSUS_ROLE_ALLOCATION_NOT_INDIVIDUAL_PAYSLIP,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00
base,ARU_GROUP,2027,1,PAYROLL-base-202701-BST,base-ARU_GROUP-2027-000031,WAGE-base-base-ARU_GROUP-2027-000031,BST,WAGE-base-base-ARU_GROUP-2027-000031-EMP-054,EMP-054,,Mechanical employee,1,1,8620,8620,MODELED_CENSUS_ROLE_ALLOCATION_NOT_INDIVIDUAL_PAYSLIP,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00
base,ARU_GROUP,2027,1,PAYROLL-base-202701-BST,base-ARU_GROUP-2027-000031,WAGE-base-base-ARU_GROUP-2027-000031,BST,WAGE-base-base-ARU_GROUP-2027-000031-EMP-055,EMP-055,,Mechanical employee,1,1,8620,8620,MODELED_CENSUS_ROLE_ALLOCATION_NOT_INDIVIDUAL_PAYSLIP,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00
base,ARU_GROUP,2027,1,PAYROLL-base-202701-BST,base-ARU_GROUP-2027-000031,WAGE-base-base-ARU_GROUP-2027-000031,BST,WAGE-base-base-ARU_GROUP-2027-000031-EMP-056,EMP-056,,Mechanical employee,1,1,8620,8620,MODELED_CENSUS_ROLE_ALLOCATION_NOT_INDIVIDUAL_PAYSLIP,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00
base,ARU_GROUP,2027,1,PAYROLL-base-202701-BST,base-ARU_GROUP-2027-000031,WAGE-base-base-ARU_GROUP-2027-000031,BST,WAGE-base-base-ARU_GROUP-2027-000031-EMP-057,EMP-057,,Operations employee,1,1,8045,8045,MODELED_CENSUS_ROLE_ALLOCATION_NOT_INDIVIDUAL_PAYSLIP,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00
base,ARU_GROUP,2027,1,PAYROLL-base-202701-BST,base-ARU_GROUP-2027-000031,WAGE-base-base-ARU_GROUP-2027-000031,BST,WAGE-base-base-ARU_GROUP-2027-000031-EMP-058,EMP-058,,Operations employee,1,1,8045,8045,MODELED_CENSUS_ROLE_ALLOCATION_NOT_INDIVIDUAL_PAYSLIP,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00
base,ARU_GROUP,2027,1,PAYROLL-base-202701-BST,base-ARU_GROUP-2027-000031,WAGE-base-base-ARU_GROUP-2027-000031,BST,WAGE-base-base-ARU_GROUP-2027-000031-EMP-059,EMP-059,,Operations employee,1,1,8045,8045,MODELED_CENSUS_ROLE_ALLOCATION_NOT_INDIVIDUAL_PAYSLIP,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00
base,ARU_GROUP,2027,1,PAYROLL-base-202701-BST,base-ARU_GROUP-2027-000031,WAGE-base-base-ARU_GROUP-2027-000031,BST,WAGE-base-base-ARU_GROUP-2027-000031-EMP-060,EMP-060,,Operations employee,1,1,8045,8045,MODELED_CENSUS_ROLE_ALLOCATION_NOT_INDIVIDUAL_PAYSLIP,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00
base,ARU_GROUP,2027,1,PAYROLL-base-202701-BST,base-ARU_GROUP-2027-000031,WAGE-base-base-ARU_GROUP-2027-000031,BST,WAGE-base-base-ARU_GROUP-2027-000031-EMP-061,EMP-061,,Operations employee,1,1,8045,8045,MODELED_CENSUS_ROLE_ALLOCATION_NOT_INDIVIDUAL_PAYSLIP,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00
base,ARU_GROUP,2027,1,PAYROLL-base-202701-BST,base-ARU_GROUP-2027-000031,WAGE-base-base-ARU_GROUP-2027-000031,BST,WAGE-base-base-ARU_GROUP-2027-000031-EMP-062,EMP-062,,Safety employee,1,1,8620,8620,MODELED_CENSUS_ROLE_ALLOCATION_NOT_INDIVIDUAL_PAYSLIP,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00
base,ARU_GROUP,2027,1,PAYROLL-base-202701-BST,base-ARU_GROUP-2027-000031,WAGE-base-base-ARU_GROUP-2027-000031,BST,WAGE-base-base-ARU_GROUP-2027-000031-EMP-063,EMP-063,,Safety employee,1,1,8620,8620,MODELED_CENSUS_ROLE_ALLOCATION_NOT_INDIVIDUAL_PAYSLIP,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00
base,ARU_GROUP,2027,1,PAYROLL-base-202701-BST,base-ARU_GROUP-2027-000031,WAGE-base-base-ARU_GROUP-2027-000031,BST,WAGE-base-base-ARU_GROUP-2027-000031-EMP-064,EMP-064,,Management employee,1,1,8620,8620,MODELED_CENSUS_ROLE_ALLOCATION_NOT_INDIVIDUAL_PAYSLIP,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00
base,ARU_GROUP,2027,1,PAYROLL-base-202701-BST,base-ARU_GROUP-2027-000031,WAGE-base-base-ARU_GROUP-2027-000031,BST,WAGE-base-base-ARU_GROUP-2027-000031-EMP-065,EMP-065,,Management employee,1,1,8620,8620,MODELED_CENSUS_ROLE_ALLOCATION_NOT_INDIVIDUAL_PAYSLIP,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00
base,ARU_GROUP,2027,1,PAYROLL-base-202701-BST,base-ARU_GROUP-2027-000031,WAGE-base-base-ARU_GROUP-2027-000031,BST,WAGE-base-base-ARU_GROUP-2027-000031-EMP-066,EMP-066,,Management employee,1,1,8620,8620,MODELED_CENSUS_ROLE_ALLOCATION_NOT_INDIVIDUAL_PAYSLIP,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00
base,ARU_GROUP,2027,1,PAYROLL-base-202701-BST,base-ARU_GROUP-2027-000031,WAGE-base-base-ARU_GROUP-2027-000031,BST,WAGE-base-base-ARU_GROUP-2027-000031-EMP-067,EMP-067,,Management employee,1,1,8620,8620,MODELED_CENSUS_ROLE_ALLOCATION_NOT_INDIVIDUAL_PAYSLIP,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00
base,ARU_GROUP,2027,1,PAYROLL-base-202701-BST,base-ARU_GROUP-2027-000031,WAGE-base-base-ARU_GROUP-2027-000031,BST,WAGE-base-base-ARU_GROUP-2027-000031-EMP-068,EMP-068,,Management employee,1,1,8620,8620,MODELED_CENSUS_ROLE_ALLOCATION_NOT_INDIVIDUAL_PAYSLIP,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00
base,ARU_GROUP,2027,1,PAYROLL-base-202701-BST,base-ARU_GROUP-2027-000031,WAGE-base-base-ARU_GROUP-2027-000031,BST,WAGE-base-base-ARU_GROUP-2027-000031-EMP-069,EMP-069,,Management employee,1,1,8620,8620,MODELED_CENSUS_ROLE_ALLOCATION_NOT_INDIVIDUAL_PAYSLIP,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00
base,ARU_GROUP,2027,1,PAYROLL-base-202701-BST,base-ARU_GROUP-2027-000031,WAGE-base-base-ARU_GROUP-2027-000031,BST,WAGE-base-base-ARU_GROUP-2027-000031-EMP-070,EMP-070,,Management employee,1,1,8620,8620,MODELED_CENSUS_ROLE_ALLOCATION_NOT_INDIVIDUAL_PAYSLIP,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00
base,ARU_GROUP,2027,1,PAYROLL-base-202701-BST,base-ARU_GROUP-2027-000031,WAGE-base-base-ARU_GROUP-2027-000031,BST,WAGE-base-base-ARU_GROUP-2027-000031-EMP-071,EMP-071,,Management employee,1,1,8619,8619,MODELED_CENSUS_ROLE_ALLOCATION_NOT_INDIVIDUAL_PAYSLIP,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00
base,ARU_GROUP,2027,1,PAYROLL-base-202701-TERMINALS,base-ARU_GROUP-2027-000038,WAGE-base-base-ARU_GROUP-2027-000038,TERMINALS,WAGE-base-base-ARU_GROUP-2027-000038-EMP-012,EMP-012,,Terminal Manager,1,1,15515,15515,MODELED_CENSUS_ROLE_ALLOCATION_NOT_INDIVIDUAL_PAYSLIP,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00
base,ARU_GROUP,2027,1,PAYROLL-base-202701-TERMINALS,base-ARU_GROUP-2027-000038,WAGE-base-base-ARU_GROUP-2027-000038,TERMINALS,WAGE-base-base-ARU_GROUP-2027-000038-EMP-072,EMP-072,,Terminal employee,1,1,7126,7126,MODELED_CENSUS_ROLE_ALLOCATION_NOT_INDIVIDUAL_PAYSLIP,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00
