annual_loaded_usd,assignments,authorized,delivery_role,fact_state,home_group,home_unit,occupied,paid_fte,person_id,position_id
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-021,SYN-FOUNDRY-FIELD-021
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-022,SYN-FOUNDRY-FIELD-022
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-023,SYN-FOUNDRY-FIELD-023
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-024,SYN-FOUNDRY-FIELD-024
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-025,SYN-FOUNDRY-FIELD-025
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-026,SYN-FOUNDRY-FIELD-026
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-027,SYN-FOUNDRY-FIELD-027
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-028,SYN-FOUNDRY-FIELD-028
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-029,SYN-FOUNDRY-FIELD-029
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-030,SYN-FOUNDRY-FIELD-030
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-031,SYN-FOUNDRY-FIELD-031
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-032,SYN-FOUNDRY-FIELD-032
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-033,SYN-FOUNDRY-FIELD-033
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-034,SYN-FOUNDRY-FIELD-034
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-035,SYN-FOUNDRY-FIELD-035
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-036,SYN-FOUNDRY-FIELD-036
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-037,SYN-FOUNDRY-FIELD-037
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-038,SYN-FOUNDRY-FIELD-038
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-039,SYN-FOUNDRY-FIELD-039
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-040,SYN-FOUNDRY-FIELD-040
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-041,SYN-FOUNDRY-FIELD-041
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-042,SYN-FOUNDRY-FIELD-042
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-043,SYN-FOUNDRY-FIELD-043
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-044,SYN-FOUNDRY-FIELD-044
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-045,SYN-FOUNDRY-FIELD-045
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-046,SYN-FOUNDRY-FIELD-046
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-047,SYN-FOUNDRY-FIELD-047
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-048,SYN-FOUNDRY-FIELD-048
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-049,SYN-FOUNDRY-FIELD-049
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-050,SYN-FOUNDRY-FIELD-050
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-051,SYN-FOUNDRY-FIELD-051
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-052,SYN-FOUNDRY-FIELD-052
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-053,SYN-FOUNDRY-FIELD-053
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-054,SYN-FOUNDRY-FIELD-054
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-055,SYN-FOUNDRY-FIELD-055
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-056,SYN-FOUNDRY-FIELD-056
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-057,SYN-FOUNDRY-FIELD-057
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-058,SYN-FOUNDRY-FIELD-058
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-059,SYN-FOUNDRY-FIELD-059
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-060,SYN-FOUNDRY-FIELD-060
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-061,SYN-FOUNDRY-FIELD-061
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-062,SYN-FOUNDRY-FIELD-062
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-063,SYN-FOUNDRY-FIELD-063
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-064,SYN-FOUNDRY-FIELD-064
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-065,SYN-FOUNDRY-FIELD-065
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-066,SYN-FOUNDRY-FIELD-066
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-067,SYN-FOUNDRY-FIELD-067
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-068,SYN-FOUNDRY-FIELD-068
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-069,SYN-FOUNDRY-FIELD-069
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-070,SYN-FOUNDRY-FIELD-070
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-071,SYN-FOUNDRY-FIELD-071
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-072,SYN-FOUNDRY-FIELD-072
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-073,SYN-FOUNDRY-FIELD-073
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-074,SYN-FOUNDRY-FIELD-074
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-075,SYN-FOUNDRY-FIELD-075
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-076,SYN-FOUNDRY-FIELD-076
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-077,SYN-FOUNDRY-FIELD-077
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-078,SYN-FOUNDRY-FIELD-078
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-079,SYN-FOUNDRY-FIELD-079
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-080,SYN-FOUNDRY-FIELD-080
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-081,SYN-FOUNDRY-FIELD-081
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-082,SYN-FOUNDRY-FIELD-082
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-083,SYN-FOUNDRY-FIELD-083
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-084,SYN-FOUNDRY-FIELD-084
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-085,SYN-FOUNDRY-FIELD-085
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-086,SYN-FOUNDRY-FIELD-086
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-087,SYN-FOUNDRY-FIELD-087
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-088,SYN-FOUNDRY-FIELD-088
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-089,SYN-FOUNDRY-FIELD-089
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-090,SYN-FOUNDRY-FIELD-090
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-091,SYN-FOUNDRY-FIELD-091
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-092,SYN-FOUNDRY-FIELD-092
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-093,SYN-FOUNDRY-FIELD-093
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-094,SYN-FOUNDRY-FIELD-094
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-095,SYN-FOUNDRY-FIELD-095
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-096,SYN-FOUNDRY-FIELD-096
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-097,SYN-FOUNDRY-FIELD-097
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-098,SYN-FOUNDRY-FIELD-098
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-099,SYN-FOUNDRY-FIELD-099
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-100,SYN-FOUNDRY-FIELD-100
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-101,SYN-FOUNDRY-FIELD-101
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-102,SYN-FOUNDRY-FIELD-102
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-103,SYN-FOUNDRY-FIELD-103
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-104,SYN-FOUNDRY-FIELD-104
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-105,SYN-FOUNDRY-FIELD-105
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-106,SYN-FOUNDRY-FIELD-106
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-107,SYN-FOUNDRY-FIELD-107
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-108,SYN-FOUNDRY-FIELD-108
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-109,SYN-FOUNDRY-FIELD-109
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-110,SYN-FOUNDRY-FIELD-110
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-111,SYN-FOUNDRY-FIELD-111
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-112,SYN-FOUNDRY-FIELD-112
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-113,SYN-FOUNDRY-FIELD-113
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-114,SYN-FOUNDRY-FIELD-114
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-115,SYN-FOUNDRY-FIELD-115
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-116,SYN-FOUNDRY-FIELD-116
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-117,SYN-FOUNDRY-FIELD-117
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-118,SYN-FOUNDRY-FIELD-118
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-119,SYN-FOUNDRY-FIELD-119
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-120,SYN-FOUNDRY-FIELD-120
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-121,SYN-FOUNDRY-FIELD-121
145000,"{""foundry-field"":""1""}",True,True,CONDITIONAL_OCCUPANCY_NOT_2026_ACTUAL,foundry-field,foundry-field,True,1,SYN-PERSON-FOUNDRY-FIELD-122,SYN-FOUNDRY-FIELD-122
