assets_usd,available_at,created_on,ending_cash_usd,entity,equity_usd,expense_usd,fact_state,financing_cash_flow_usd,investing_cash_flow_usd,liabilities_usd,month,net_income_usd,opening_cash_usd,opening_or_noncash_cash_bridge_usd,operating_cash_flow_usd,period_role,record_origin,revenue_usd,scenario,unit,view_type,year
-632500.0000,2026-09-09T00:00:00Z,2026-09-09,-1048500.0000,willow,-919512.0000,337500.0000,CONDITIONAL_FORECAST,0.0000,-180000.0000,287012.0000,2,-337500.0000,-535000.0000,0.0000,-333500.0000,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,0.0000,base,willow,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
409819.5024,2026-09-09T00:00:00Z,2026-09-09,-342820.4976,atlas-meridian,-803242.4976,545309.9988,CONDITIONAL_FORECAST,0.0000,0.0000,1213062.0000,2,-287309.9988,-295020.4988,0.0000,-47799.9988,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,258000.0000,base,atlas-meridian,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
-39838.7208,2026-09-09T00:00:00Z,2026-09-09,-1372080.0012,project-cradle,-385358.4848,245840.4043,CONDITIONAL_FORECAST,0.0000,-650000.0000,345519.7640,2,-146080.0843,-507500.0006,0.0000,-214580.0006,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,99760.3200,base,project-cradle,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
887372.3312,2026-09-09T00:00:00Z,2026-09-09,-548666.6688,advisory,-838151.6688,434593.3344,CONDITIONAL_FORECAST,0.0000,0.0000,1725524.0000,2,-376993.3344,-418333.3344,0.0000,-130333.3344,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,57600.0000,base,advisory,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
136237088.0000,2026-09-09T00:00:00Z,2026-09-09,2000000.0000,pale-sun,116167002.3334,3165313.1548,CONDITIONAL_FORECAST,1724698.0000,-1455682.0000,20070085.6666,2,-67644.3333,2000000.0000,0.0000,-269016.0000,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,3097668.8215,base,pale-sun,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
109554485.0000,2026-09-09T00:00:00Z,2026-09-09,2374437.0000,american-resource-utility,82564114.0000,3286640.0000,CONDITIONAL_FORECAST,-41667.0000,-283250.0000,26990371.0000,2,-109299.0000,3494528.0000,0.0000,-795174.0000,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,3177341.0000,base,american-resource-utility,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
283347442.9121,2026-09-09T00:00:00Z,2026-09-09,12573598.8662,corporate,249420332.1453,3251627.8560,CONDITIONAL_FORECAST,1624698.0000,-1724698.0000,33927110.7668,2,-3168294.5227,15812265.5285,0.0000,-3138666.6623,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,83333.3333,base,corporate,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
-315512442.6666,2026-09-09T00:00:00Z,2026-09-09,0.0000,eliminations,-315306567.0000,-251292.1548,CONDITIONAL_FORECAST,-2587047.0000,2587047.0000,-205875.6666,2,0.0000,0.0000,0.0000,0.0000,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,-251292.1548,base,eliminations,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
38092821.6493,2026-09-09T00:00:00Z,2026-09-09,36835521.6493,foundry-field,-3989378.3507,2074693.3280,CONDITIONAL_FORECAST,0.0000,0.0000,42082200.0000,3,2590306.6720,38866054.9773,0.0000,-2030533.3280,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,4665000.0000,base,foundry-field,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
-973000.0000,2026-09-09T00:00:00Z,2026-09-09,-1382000.0000,willow,-1260012.0000,340500.0000,CONDITIONAL_FORECAST,0.0000,0.0000,287012.0000,3,-340500.0000,-1048500.0000,0.0000,-333500.0000,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,0.0000,base,willow,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
403069.5036,2026-09-09T00:00:00Z,2026-09-09,-114370.4964,atlas-meridian,-1053592.4964,538349.9988,CONDITIONAL_FORECAST,0.0000,0.0000,1456662.0000,3,-250349.9988,-342820.4976,0.0000,228450.0012,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,288000.0000,base,atlas-meridian,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
-171166.3179,2026-09-09T00:00:00Z,2026-09-09,-1490879.4818,project-cradle,-522763.1459,237719.3811,CONDITIONAL_FORECAST,0.0000,0.0000,351596.8280,3,-137404.6611,-1372080.0012,0.0000,-118799.4806,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,100314.7200,base,project-cradle,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
1286538.9968,2026-09-09T00:00:00Z,2026-09-09,26899.9968,advisory,-769975.0032,433423.3344,CONDITIONAL_FORECAST,0.0000,0.0000,2056514.0000,3,68176.6656,-548666.6688,0.0000,575566.6656,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,501600.0000,base,advisory,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
137822117.0000,2026-09-09T00:00:00Z,2026-09-09,2000000.0000,pale-sun,117623737.0001,3504923.1547,CONDITIONAL_FORECAST,1439858.0000,-1313262.0000,20198379.9999,3,16876.6667,2000000.0000,0.0000,-126596.0000,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,3521799.8214,base,pale-sun,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
109887512.0000,2026-09-09T00:00:00Z,2026-09-09,2327848.0000,american-resource-utility,82777057.0000,3391066.0000,CONDITIONAL_FORECAST,-41667.0000,-283250.0000,27110455.0000,3,212943.0000,2374437.0000,0.0000,278328.0000,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,3604009.0000,base,american-resource-utility,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
281519548.0561,2026-09-09T00:00:00Z,2026-09-09,9335473.8706,corporate,247692437.2893,3251086.1893,CONDITIONAL_FORECAST,1339858.0000,-1439858.0000,33827110.7668,3,-3167752.8560,12573598.8662,0.0000,-3138124.9956,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,83333.3333,base,corporate,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
-317758632.9999,2026-09-09T00:00:00Z,2026-09-09,0.0000,eliminations,-317466354.0000,-254362.1547,CONDITIONAL_FORECAST,-2159787.0000,2159787.0000,-292278.9999,3,0.0000,0.0000,0.0000,0.0000,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,-254362.1547,base,eliminations,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
36117488.3213,2026-09-09T00:00:00Z,2026-09-09,35356988.3213,foundry-field,-1299711.6787,1975333.3280,CONDITIONAL_FORECAST,0.0000,0.0000,37417200.0000,4,2689666.6720,36835521.6493,0.0000,-1478533.3280,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,4665000.0000,base,foundry-field,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
-1313500.0000,2026-09-09T00:00:00Z,2026-09-09,-1715500.0000,willow,-1600512.0000,340500.0000,CONDITIONAL_FORECAST,0.0000,0.0000,287012.0000,4,-340500.0000,-1382000.0000,0.0000,-333500.0000,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,0.0000,base,willow,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
517279.5048,2026-09-09T00:00:00Z,2026-09-09,-129520.4952,atlas-meridian,-1049132.4952,555539.9988,CONDITIONAL_FORECAST,0.0000,0.0000,1566412.0000,4,4460.0012,-114370.4964,0.0000,-15149.9988,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,560000.0000,base,atlas-meridian,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
-308559.8910,2026-09-09T00:00:00Z,2026-09-09,-1615201.6264,project-cradle,-674031.7190,251583.2931,CONDITIONAL_FORECAST,0.0000,0.0000,365471.8280,4,-151268.5731,-1490879.4818,0.0000,-124322.1446,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,100314.7200,base,project-cradle,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
1841915.6624,2026-09-09T00:00:00Z,2026-09-09,405876.6624,advisory,-653828.3376,428653.3344,CONDITIONAL_FORECAST,0.0000,0.0000,2495744.0000,4,116146.6656,26899.9968,0.0000,378976.6656,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,544800.0000,base,advisory,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
138855167.0000,2026-09-09T00:00:00Z,2026-09-09,2000000.0000,pale-sun,118520705.6668,3518985.1547,CONDITIONAL_FORECAST,894154.0000,-1040410.0000,20334461.3332,4,2814.6667,2000000.0000,0.0000,146256.0000,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,3521799.8214,base,pale-sun,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
109760670.0000,2026-09-09T00:00:00Z,2026-09-09,2035394.0000,american-resource-utility,82951064.0000,3432440.0000,CONDITIONAL_FORECAST,-416667.0000,-283250.0000,26809606.0000,4,174007.0000,2327848.0000,0.0000,407463.0000,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,3606447.0000,base,american-resource-utility,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
279146490.8668,2026-09-09T00:00:00Z,2026-09-09,6097890.5417,corporate,245419380.1000,3250544.5226,CONDITIONAL_FORECAST,794154.0000,-894154.0000,33727110.7668,4,-3167211.1893,9335473.8706,0.0000,-3137583.3289,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,83333.3333,base,corporate,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
-319185635.3332,2026-09-09T00:00:00Z,2026-09-09,0.0000,eliminations,-318807585.0000,-256800.1547,CONDITIONAL_FORECAST,-1341231.0000,1341231.0000,-378050.3332,4,0.0000,0.0000,0.0000,0.0000,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,-256800.1547,base,eliminations,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
34473454.9933,2026-09-09T00:00:00Z,2026-09-09,34473454.9933,foundry-field,1721254.9933,1621033.3280,CONDITIONAL_FORECAST,0.0000,0.0000,32752200.0000,5,3020966.6720,35356988.3213,0.0000,-883533.3280,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,4642000.0000,base,foundry-field,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
-1654000.0000,2026-09-09T00:00:00Z,2026-09-09,-2049000.0000,willow,-1941012.0000,340500.0000,CONDITIONAL_FORECAST,0.0000,0.0000,287012.0000,5,-340500.0000,-1715500.0000,0.0000,-333500.0000,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,0.0000,base,willow,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
436219.5060,2026-09-09T00:00:00Z,2026-09-09,-22420.4940,atlas-meridian,-1267874.9940,551742.4988,CONDITIONAL_FORECAST,0.0000,0.0000,1704094.5000,5,-218742.4988,-129520.4952,0.0000,107100.0012,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,333000.0000,base,atlas-meridian,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
-460371.7761,2026-09-09T00:00:00Z,2026-09-09,-1963398.7710,project-cradle,-825843.6041,251572.2051,CONDITIONAL_FORECAST,0.0000,-210000.0000,365471.8280,5,-151811.8851,-1615201.6264,0.0000,-138197.1446,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,99760.3200,base,project-cradle,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
2224702.3280,2026-09-09T00:00:00Z,2026-09-09,976823.3280,advisory,-897021.6720,420793.3344,CONDITIONAL_FORECAST,0.0000,0.0000,3121724.0000,5,-243193.3344,405876.6624,0.0000,570946.6656,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,177600.0000,base,advisory,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
139678967.0000,2026-09-09T00:00:00Z,2026-09-09,2000000.0000,pale-sun,119202511.3335,3882200.1547,CONDITIONAL_FORECAST,618074.0000,-902370.0000,20476455.6665,5,63731.6667,2000000.0000,0.0000,284296.0000,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,3945931.8214,base,pale-sun,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
110434974.0000,2026-09-09T00:00:00Z,2026-09-09,2333492.0000,american-resource-utility,83367936.0000,3615980.0000,CONDITIONAL_FORECAST,-41667.0000,-283250.0000,27067038.0000,5,416872.0000,2035394.0000,0.0000,623015.0000,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,4032852.0000,base,american-resource-utility,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
276497895.3441,2026-09-09T00:00:00Z,2026-09-09,2860848.8794,corporate,242870784.5773,3250002.8560,CONDITIONAL_FORECAST,518074.0000,-618074.0000,33627110.7668,5,-3166669.5227,6097890.5417,0.0000,-3137041.6623,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,83333.3333,base,corporate,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
-320190571.6665,2026-09-09T00:00:00Z,2026-09-09,0.0000,eliminations,-319734696.0000,-251292.1547,CONDITIONAL_FORECAST,-927111.0000,927111.0000,-455875.6665,5,0.0000,0.0000,0.0000,0.0000,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,-251292.1547,base,eliminations,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
32511521.6653,2026-09-09T00:00:00Z,2026-09-09,32442921.6653,foundry-field,4364321.6653,2031933.3280,CONDITIONAL_FORECAST,0.0000,0.0000,28147200.0000,6,2643066.6720,34473454.9933,0.0000,-2030533.3280,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,4675000.0000,base,foundry-field,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
-1994500.0000,2026-09-09T00:00:00Z,2026-09-09,-2382500.0000,willow,-2277012.0000,336000.0000,CONDITIONAL_FORECAST,0.0000,0.0000,282512.0000,6,-336000.0000,-2049000.0000,0.0000,-333500.0000,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,0.0000,base,willow,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
545557.0072,2026-09-09T00:00:00Z,2026-09-09,-113002.9928,atlas-meridian,-992254.9928,558379.9988,CONDITIONAL_FORECAST,0.0000,0.0000,1537812.0000,6,275620.0012,-22420.4940,0.0000,-90582.4988,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,834000.0000,base,atlas-meridian,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
-615151.4372,2026-09-09T00:00:00Z,2026-09-09,-2102150.3156,project-cradle,-980623.2652,255094.3811,CONDITIONAL_FORECAST,0.0000,0.0000,365471.8280,6,-154779.6611,-1963398.7710,0.0000,-138751.5446,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,100314.7200,base,project-cradle,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
3096420.9936,2026-09-09T00:00:00Z,2026-09-09,1356189.9936,advisory,-365251.0064,455429.3344,CONDITIONAL_FORECAST,0.0000,0.0000,3461672.0000,6,531770.6656,976823.3280,0.0000,379366.6656,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,987200.0000,base,advisory,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
139998868.0000,2026-09-09T00:00:00Z,2026-09-09,2000000.0000,pale-sun,119421903.0002,3891700.1548,CONDITIONAL_FORECAST,165160.0000,-675913.0000,20576964.9998,6,54231.6667,2000000.0000,0.0000,510753.0000,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,3945931.8215,base,pale-sun,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
110705477.0000,2026-09-09T00:00:00Z,2026-09-09,2437262.0000,american-resource-utility,83787511.0000,3615827.0000,CONDITIONAL_FORECAST,-41667.0000,-283250.0000,26917966.0000,6,419575.0000,2333492.0000,0.0000,428687.0000,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,4035402.0000,base,american-resource-utility,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
273396927.4881,2026-09-09T00:00:00Z,2026-09-09,-375651.1162,corporate,239869816.7213,3249461.1893,CONDITIONAL_FORECAST,65160.0000,-165160.0000,33527110.7668,6,-3166127.8560,2860848.8794,0.0000,-3136499.9956,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,83333.3333,base,corporate,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
-320524714.9998,2026-09-09T00:00:00Z,2026-09-09,0.0000,eliminations,-319982436.0000,-254362.1548,CONDITIONAL_FORECAST,-247740.0000,247740.0000,-542278.9998,6,0.0000,0.0000,0.0000,0.0000,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,-254362.1548,base,eliminations,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
30499705.0040,2026-09-09T00:00:00Z,2026-09-09,30470305.0040,foundry-field,7002505.0040,2027316.6613,CONDITIONAL_FORECAST,0.0000,0.0000,23497200.0000,7,2638183.3387,32442921.6653,0.0000,-1972616.6613,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,4665500.0000,base,foundry-field,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
-2330500.0000,2026-09-09T00:00:00Z,2026-09-09,-2711500.0000,willow,-2614012.0000,337000.0000,CONDITIONAL_FORECAST,0.0000,0.0000,283512.0000,7,-337000.0000,-2382500.0000,0.0000,-329000.0000,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,0.0000,base,willow,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
663257.0084,2026-09-09T00:00:00Z,2026-09-09,4697.0084,atlas-meridian,-1097954.9916,557699.9988,CONDITIONAL_FORECAST,0.0000,0.0000,1761212.0000,7,-105699.9988,-113002.9928,0.0000,117700.0012,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,452000.0000,base,atlas-meridian,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
-769190.4199,2026-09-09T00:00:00Z,2026-09-09,-2240347.4602,project-cradle,-1134662.2479,255098.1827,CONDITIONAL_FORECAST,0.0000,0.0000,365471.8280,7,-154038.9827,-2102150.3156,0.0000,-138197.1446,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,101059.2000,base,project-cradle,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
3512127.6592,2026-09-09T00:00:00Z,2026-09-09,2217208.6592,advisory,802783.6592,441165.3344,CONDITIONAL_FORECAST,0.0000,0.0000,2709344.0000,7,1168034.6656,1356189.9936,0.0000,861018.6656,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,1609200.0000,base,advisory,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
140188402.0000,2026-09-09T00:00:00Z,2026-09-09,2116245.0000,pale-sun,119467556.6669,3900278.1547,CONDITIONAL_FORECAST,0.0000,-593333.0000,20720845.3331,7,45653.6667,2000000.0000,0.0000,709578.0000,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,3945931.8214,base,pale-sun,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
110902998.0000,2026-09-09T00:00:00Z,2026-09-09,2700193.0000,american-resource-utility,84194402.0000,3616708.0000,CONDITIONAL_FORECAST,-416667.0000,-283250.0000,26708596.0000,7,406891.0000,2437262.0000,0.0000,962848.0000,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,4023599.0000,base,american-resource-utility,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
270131341.2988,2026-09-09T00:00:00Z,2026-09-09,-3611609.4451,corporate,236704230.5320,3248919.5226,CONDITIONAL_FORECAST,-100000.0000,0.0000,33427110.7668,7,-3165586.1893,-375651.1162,0.0000,-3135958.3289,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,83333.3333,base,corporate,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
-320607416.3331,2026-09-09T00:00:00Z,2026-09-09,0.0000,eliminations,-319982436.0000,-253730.1547,CONDITIONAL_FORECAST,0.0000,0.0000,-624980.3331,7,0.0000,0.0000,0.0000,0.0000,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,-253730.1547,base,eliminations,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
28457688.3427,2026-09-09T00:00:00Z,2026-09-09,28457688.3427,foundry-field,9756488.3427,1897016.6613,CONDITIONAL_FORECAST,0.0000,0.0000,18701200.0000,8,2753983.3387,30470305.0040,0.0000,-2012616.6613,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,4651000.0000,base,foundry-field,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
-2665000.0000,2026-09-09T00:00:00Z,2026-09-09,-3039000.0000,willow,-2948512.0000,334500.0000,CONDITIONAL_FORECAST,0.0000,0.0000,283512.0000,8,-334500.0000,-2711500.0000,0.0000,-327500.0000,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,0.0000,base,willow,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
