object_id,canonical_name,object_type,entity_id,place,granularity,census_status,canon_status,fictionality,source_id,source_path,source_commit,source_locator,exact_source_wording,relevant_date,date_precision,conflict_id,next_action,notes,decision_id
SH-RAIL-0002,Taylor–Red Wash truck-only access and transload interface,INTERFACE_ALTERNATIVE,SH-ENT-009,"Red Wash–Wamsutter system, Wyoming",CITY_OR_DISTRICT,LOCKED_DERIVED_IMPLEMENTATION,ENGINEERED,FICTIONAL_IN_REAL_GEOGRAPHY,SRC-CURRENT-OPS,industrial/source/operations.json,d91a22c35c91b213204411421de88815f27d8e16,/geography,"{""branch_route_miles"": 6.651523236388773, ""branches"": [{""end"": [-108.01259365641332, 41.90370776148441], ""id"": ""BST-EAST"", ""junction"": [-108.06913082528824, 41.86427758524971], ""miles"": 3.999999999999637}, {""end"": [-108.07098660485325, 42.03495699312325], ""id"": ""BST-MINERAL"", ""junction"": [-108.11616017126433, 42.017007957526936], ""miles"": 2.651523236389135}], ""county"": ""Sweetwater County"", ""county_geoid"": ""56037"", ""geojson_crs"": ""EPSG:4326; longitude then latitude"", ""historical_route_epochs"": [{""effective_date"": ""1898-04-06"", ""epoch"": ""1898"", ""event"": ""Coal-origin predecessor organized"", ""extent_state"": ""UNKNOWN_EARLY_ALIGNMENT"", ""history_id"": ""HIST-1898"", ""note"": ""The 1954 surviving-mileage estimate is not backdated into a measured 1898 network."", ""route_miles"": null}, {""effective_date"": ""1954-07-01"", ""epoch"": ""1954"", ""event"": ""Rescue and BS&T reorganization"", ""extent_state"": ""RECONSTRUCTED_RANGE_UNLOCATED"", ""history_id"": ""HIST-1954"", ""note"": ""14–16 surviving route-miles. Diagram placement is conceptual; no georeferenced historical survey or claim of an unchanged modern alignment."", ""route_miles"": null, ""surviving_route_miles_high"": 16, ""surviving_route_miles_low"": 14}, {""effective_date"": ""1968-10-14"", ""epoch"": ""1968"", ""event"": ""Taylor mainline extension and relocated industrial hub complete"", ""extent_state"": ""DERIVED_CASE_ENGINEERING_HISTORY"", ""gross_new_construction_miles"": null, ""history_id"": ""HIST-1968"", ""net_route_growth_from_1954_high"": 19.34847676361104, ""net_route_growth_from_1954_low"": 17.34847676361104, ""note"": ""Net route growth is bounded arithmetically. Gross construction and relocated old-line mileage remain unknown."", ""route_miles"": 33.34847676361104}, {""added_route_miles"": 4, ""effective_date"": ""1972-05-08"", ""epoch"": ""1972"", ""event"": ""East Materials branch added"", ""extent_state"": ""DERIVED_CASE_ENGINEERING_HISTORY"", ""history_id"": ""HIST-1972"", ""route_miles"": 37.34847676361104}, {""added_route_miles"": 2.651523236388961, ""effective_date"": ""1986-09-19"", ""epoch"": ""1986"", ""event"": ""Mineral Transfer branch added"", ""extent_state"": ""DERIVED_CASE_ENGINEERING_HISTORY"", ""history_id"": ""HIST-1986"", ""route_miles"": 40}, {""effective_date"": ""1991-01-02"", ""epoch"": ""1991"", ""event"": ""ARU becomes railway parent; route extent unchanged"", ""extent_state"": ""DERIVED_CASE_ENGINEERING_HISTORY"", ""history_id"": ""HIST-1991"", ""route_miles"": 40}, {""effective_date"": ""2026-09-05"", ""epoch"": ""2026"", ""event"": ""Current operating network"", ""extent_state"": ""CURRENT_SYNTHETIC_ENGINEERED_ALIGNMENT"", ""history_id"": null, ""note"": ""No Red Wash mine rail spur; parallel yard tracks excluded from route mileage."", ""route_miles"": 40}], ""last_mile_road_miles"": 9, ""mainline_route_miles"": 33.34847676361104, ""map_crs"": ""Local equirectangular metric frame, origin42N/-108.1E; mean Earth6371008.8m; screening map only"", ""network_geodesic_route_miles"": 39.99999999999981, ""red_wash_dem_screening_elevation_m"": 2098.42431640625, ""red_wash_lon_lat"": [-108.18, 42.22], ""red_wash_nad83_utm12_m"": [732748.7819909531, 4678053.6106418725], ""road_state"": ""SYNTHETIC existing industrial access, upgraded2026. Geometry is an engineered case assumption, not a verified public-road route or ROW."", ""route_miles_definition"": ""Unique centerline route miles. Parallel yard, shop and passing tracks excluded."", ""route_miles_target"": 40, ""selected_branch_bearings_degrees"": {""BST-EAST"": 45, ""BST-MINERAL"": 60}, ""selected_candidate"": ""TAYLOR-A"", ""selection_reason"": ""33.34848mi inherited screened mainline leaves6.65152mi for external customer branches. B37.06154/C38.81328mi leave too little independent branch estate. No candidate mine rail connector adopted."", ""source_file_sha256"": {""geography/candidate_comparison.json"": ""bf57f866ca9289227f23c17cc01733c942cbcdf1d3025999f5bb853a4101e982"", ""geography/dem_manifest.json"": ""3a6da11c438f93bdfc4050b31e3b3d008f752b78e02d10039a3f821fbd095c4b"", ""geography/derived_ground_profiles.json"": ""b1aad8b21f726c4012cb89a7e955dd3d621c0c6d32176fc990d0d1697ca7fbcf"", ""geography/network.geojson"": ""bd6ea938ec59f50c79ee0a23fb5aa2817dcb1bb98fce8a951a073d0152a406f5"", ""geography/reference_manifest.json"": ""f4ad599b41d8f0e3301408990fa3ccc7f626425a1f625db34263388e71f33783"", ""geography/selected_mainline.geojson"": ""31e41659650ea9117fdd2623ed0b9f2fcd024a7f29b9fb44591548f78251afc4"", ""geography/spatial_screen.json"": ""72ae6cd29e1d7ae131b96e9660a6e388fa4d2255907621e428b6df38d75de461"", ""geography/wamsutter_fra_rail.geojson"": ""d24d20bdae879bff9cbbbb2ca968e52697b42913aba7614e9dca7038542c9b42"", ""geography/wamsutter_highways.geojson"": ""81fe705260fefe9d195d4a1c8f362930af6aad7b6bf40064c9017795b838e24f"", ""geography/wyoming_counties.geojson"": ""77b08fefe008358324d49b9ef769257ad1aa5cb3f91f72ff15b8a37313a6e5ab"", ""geography/wyoming_dem_service.json"": ""a300a739a6e47627d1cd6921fca368004d88a8ac62d6d32c64571c669e4349bb"", ""geography/wyoming_local_roads.geojson"": ""7e3345de206ce8dd2610ad4469175b239ea72f0126dff0c89ada3c5b8b058c75"", ""geography/wyoming_screening_dem.tif"": ""0ea3719bb01c73e6e4ccaf1c21defa609a945ae7342ce58409479f574ba19b96"", ""geography/wyoming_waterbodies.geojson"": ""82c333660ce69714452e999c9ef871adb5bbcf328776cc81ce2dd003482a046f""}, ""taylor_lon_lat"": [-108.1, 42.12], ""wamsutter_junction_lon_lat"": [-107.96562715205644, 41.6744965783547]}",,UNKNOWN,,Reconcile with accepted industrial model; precise surveying/land rights remain separate.,Current case source replaces old unresolved/proposed scope. Taylor is fictional; municipal incorporation is not asserted.,GEO-D018
SH-RAIL-0003,BS&T historical/abandoned branches,HISTORICAL_ROUTE_FAMILY,SH-ENT-009,,UNLOCATED,OPEN,UNKNOWN,FICTIONAL_IN_REAL_GEOGRAPHY,SRC-9C0F6B8A1E54,docs/canon/DECISION_REGISTER_ADDENDUM_2026-09-05_RED_WASH.md,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,line:41,"| RW-025 | Full ARU/BS&T case | OPEN | OPEN | Acquisition date and terms, seller, assets, routes, customers, workforce, finances, final interface design, and final custody decision are reserved |",,UNKNOWN,,Early coal-era and abandoned alignments remain unlocated; current mainline/branches and opening epochs are already modeled.,1898 and 1954 geometry must not be backfilled from current track; industrial history controls known chronology.,GEO-D008
SH-REF-0001,Sacramento,MUNICIPALITY,,"Sacramento, California",CITY_OR_DISTRICT,REFERENCE_ONLY,REAL_REFERENCE,REAL,SRC-40E5C203B8CD,geospatial/sources/MASTER_EXECUTION_MANDATE.md,,line:1498,1. Sable Harbor HQ remains Sacramento.,,UNKNOWN,,Retain source constraint; exact footprint and valid dates require supported implementation.,,GEO-D008
SH-REF-0002,Sacramento Railyards / River District seam,DISTRICT,,"Sacramento, California",CITY_OR_DISTRICT,REFERENCE_ONLY,REAL_REFERENCE,REAL,SRC-40E5C203B8CD,geospatial/sources/MASTER_EXECUTION_MANDATE.md,,line:1499,2. HQ is situated in the Sacramento Railyards / River District seam.,,UNKNOWN,,Retain source constraint; exact footprint and valid dates require supported implementation.,Study envelope is analyst-defined; not an official plan boundary.,GEO-D008
SH-REF-0003,Pittsburgh,MUNICIPALITY,,"Pittsburgh, Pennsylvania",CITY_OR_DISTRICT,REFERENCE_ONLY,REAL_REFERENCE,REAL,SRC-9525A89B2336,docs/canon/SABLE_HARBOR_CORPORATE_LORE_CANON_v0.3.md,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,line:706,"Gid remains in Pittsburgh. His office is in the laboratory, not at headquarters.",,UNKNOWN,,Retain source constraint; exact footprint and valid dates require supported implementation.,,GEO-D008
SH-REF-0004,Hazelwood / Hazelwood Green,DISTRICT,,"Pittsburgh, Pennsylvania",CITY_OR_DISTRICT,REFERENCE_ONLY,REAL_REFERENCE,REAL,SRC-40E5C203B8CD,geospatial/sources/MASTER_EXECUTION_MANDATE.md,,line:320,    Hazelwood / Hazelwood Green industrial context,,UNKNOWN,,Retain source constraint; exact footprint and valid dates require supported implementation.,Real redevelopment and tenant interests not owned by Sable Harbor.,GEO-D008
SH-REF-0005,Charleston,MUNICIPALITY,,"Charleston, West Virginia",CITY_OR_DISTRICT,REFERENCE_ONLY,REAL_REFERENCE,REAL,SRC-A6FFA504C779,docs/canon/DECISION_REGISTER.md,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,line:88,"| EMB-001 | Project Emberline | LOCKED supersession | 2022–2025 Charleston coal field/commercial venture, not standalone 2026 division |",,UNKNOWN,,Retain source constraint; exact footprint and valid dates require supported implementation.,,GEO-D008
SH-REF-0006,Belle,MUNICIPALITY,,"Belle, West Virginia",CITY_OR_DISTRICT,REFERENCE_ONLY,REAL_REFERENCE,REAL,SRC-40E5C203B8CD,geospatial/sources/MASTER_EXECUTION_MANDATE.md,,line:347,    Belle / Kanawha Valley industrial corridor,,UNKNOWN,,Retain source constraint; exact footprint and valid dates require supported implementation.,,GEO-D008
SH-REF-0007,Kanawha River / Valley,RIVER_CORRIDOR,,West Virginia,CITY_OR_DISTRICT,REFERENCE_ONLY,REAL_REFERENCE,REAL,SRC-40E5C203B8CD,geospatial/sources/MASTER_EXECUTION_MANDATE.md,,line:360,"The river/valley is KANAWHA, not ""Kenawa.""",,UNKNOWN,,Retain source constraint; exact footprint and valid dates require supported implementation.,No navigability or barge rights inferred.,GEO-D008
SH-REF-0008,Wamsutter,MUNICIPALITY,,Wyoming,REGIONAL,REFERENCE_ONLY,REAL_REFERENCE,REAL,SRC-40E5C203B8CD,geospatial/sources/MASTER_EXECUTION_MANDATE.md,,line:446,"Wamsutter, Wyoming is REAL_REFERENCE geography.",,UNKNOWN,,Retain source constraint; exact footprint and valid dates require supported implementation.,,GEO-D008
SH-REF-0009,Great Divide Basin / Red Desert,RESOURCE_REGION,,Wyoming,REGIONAL,REFERENCE_ONLY,REAL_REFERENCE,REAL,SRC-40E5C203B8CD,geospatial/sources/MASTER_EXECUTION_MANDATE.md,,line:390,    Great Divide Basin / Red Desert geography,,UNKNOWN,,Retain source constraint; exact footprint and valid dates require supported implementation.,No exact watershed/geological boundary inferred.,GEO-D008
SH-REF-0010,Sweetwater County,COUNTY,,Wyoming,REGIONAL,REFERENCE_ONLY,REAL_REFERENCE,REAL,SRC-40E5C203B8CD,geospatial/sources/MASTER_EXECUTION_MANDATE.md,,line:391,"    Sweetwater County, Wyoming",,UNKNOWN,,Retain source constraint; exact footprint and valid dates require supported implementation.,,GEO-D008
SH-REF-0011,Carbon County,COUNTY,,Wyoming,REGIONAL,REFERENCE_ONLY,REAL_REFERENCE,REAL,SRC-8A959F20B570,red_wash/docs/02_GEOLOGICAL_TECHNICAL_REPORT.md,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,line:7,"The locked location is Wyoming. The selected synthetic site scenario places Red Wash on the high plains of Carbon County at 42.3127° N, 106.9213° W and approximately 6,420 feet elevation, across roughly 7,480 acres with approximately 620 acres of current disturbance. Those site-specific values are scenario details rather than separately locked geographic canon.",,UNKNOWN,,Retain source constraint; exact footprint and valid dates require supported implementation.,Printed pin validates here; conflicting fictional siting claim preserved.,GEO-D008
SH-REF-0012,Nevada,STATE,,Nevada,REGIONAL,REFERENCE_ONLY,REAL_REFERENCE,REAL,SRC-9525A89B2336,docs/canon/SABLE_HARBOR_CORPORATE_LORE_CANON_v0.3.md,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,line:68,"- Argent Ridge Mining operated Blackridge, a Nevada open-pit copper-and-gold mine.",,UNKNOWN,,Retain source constraint; exact footprint and valid dates require supported implementation.,,GEO-D008
SH-REF-0013,South Australia,STATE,,South Australia,REGIONAL,REFERENCE_ONLY,REAL_REFERENCE,REAL,SRC-9525A89B2336,docs/canon/SABLE_HARBOR_CORPORATE_LORE_CANON_v0.3.md,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,line:1089,"The uranium work is centered in South Australia, where major uranium operations and resources provide several different operating models rather than one clean template.",2024,YEAR_OR_RANGE,,Retain source constraint; exact footprint and valid dates require supported implementation.,Exact operating sites and itinerary are open.,GEO-D008
SH-REF-0014,Tasmania,STATE,,Tasmania,REGIONAL,REFERENCE_ONLY,REAL_REFERENCE,REAL,SRC-9525A89B2336,docs/canon/SABLE_HARBOR_CORPORATE_LORE_CANON_v0.3.md,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,line:1091,The trip also reaches Tasmania.,2024,YEAR_OR_RANGE,,Retain source constraint; exact footprint and valid dates require supported implementation.,"Archive/history trip context, not a claim of Tasmanian uranium mining.",GEO-D008
SH-REF-0015,Mole Creek Hotel,LORE_VENUE,,"Mole Creek, Tasmania",CITY_OR_DISTRICT,REFERENCE_ONLY,REAL_REFERENCE,REAL,SRC-9525A89B2336,docs/canon/SABLE_HARBOR_CORPORATE_LORE_CANON_v0.3.md,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,line:1093,"The Tasmania segment begins at the **Mole Creek Hotel** and becomes more consequential than expected. The party investigates mining records, industrial history, and the relationship between what is formally in a data room and what survives elsewhere in local archives, operating memory, and process history.",2024,YEAR_OR_RANGE,,Retain source constraint; exact footprint and valid dates require supported implementation.,Visit is fictional canon. Exact entrance coordinates not assigned.,GEO-D008
SH-REF-0016,Little Green Men Brewing Co. / British Hotel,LORE_VENUE,,"Deloraine, Tasmania",CITY_OR_DISTRICT,REFERENCE_ONLY,REAL_REFERENCE,REAL,SRC-9525A89B2336,docs/canon/SABLE_HARBOR_CORPORATE_LORE_CANON_v0.3.md,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,line:1110,"At **Little Green Men Brewing Co.**, inside the historic British Hotel in Deloraine, Tasmania, Mari, Kenji Arakawa, and other members of the traveling group argue over whether Sable Harbor should pursue uranium, rare earths, or neither.",2024,YEAR_OR_RANGE,,Retain source constraint; exact footprint and valid dates require supported implementation.,"Meeting is fictional canon; real venue reference, no ownership claim.",GEO-D008
SH-REF-0017,Deloraine,MUNICIPALITY,,"Deloraine, Tasmania",CITY_OR_DISTRICT,REFERENCE_ONLY,REAL_REFERENCE,REAL,SRC-A6FFA504C779,docs/canon/DECISION_REGISTER.md,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,line:160,| AUS-003 | Little Green Men Brewing Co. | LOCKED | Deloraine meeting location inside historic British Hotel |,2024,YEAR_OR_RANGE,,Retain source constraint; exact footprint and valid dates require supported implementation.,,GEO-D008
SH-REF-0018,Mole Creek,MUNICIPALITY,,"Mole Creek, Tasmania",CITY_OR_DISTRICT,REFERENCE_ONLY,REAL_REFERENCE,REAL,SRC-1BC6AF8E56F7,docs/canon/SABLE_HARBOR_CONTINUITY_AUDIT_v0.2.md,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,line:409,"- Mole Creek Hotel, Mole Creek, Tasmania;",2024,YEAR_OR_RANGE,,Retain source constraint; exact footprint and valid dates require supported implementation.,,GEO-D008
SH-REF-0019,Sar-e-Sang mining area,MINING_DISTRICT,,"Badakhshan, Afghanistan",REGIONAL,REFERENCE_ONLY,REAL_REFERENCE,REAL,SRC-9525A89B2336,docs/canon/SABLE_HARBOR_CORPORATE_LORE_CANON_v0.3.md,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,line:620,"Two Evalon personnel travel to Central Asia under a loosely authorized industrial observation and research premise. The trip expands into an approximately three-week unsanctioned journey involving Sar-e-Sang and other mining areas in Badakhshan, Afghanistan.",2022,YEAR_OR_RANGE,,Retain source constraint; exact footprint and valid dates require supported implementation.,"Event context; travelers, route and access arrangements open.",GEO-D008
SH-REF-0020,Badakhshan,REGION,,"Badakhshan, Afghanistan",REGIONAL,REFERENCE_ONLY,REAL_REFERENCE,REAL,SRC-9525A89B2336,docs/canon/SABLE_HARBOR_CORPORATE_LORE_CANON_v0.3.md,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,line:620,"Two Evalon personnel travel to Central Asia under a loosely authorized industrial observation and research premise. The trip expands into an approximately three-week unsanctioned journey involving Sar-e-Sang and other mining areas in Badakhshan, Afghanistan.",2022,YEAR_OR_RANGE,,Retain source constraint; exact footprint and valid dates require supported implementation.,,GEO-D008
SH-REF-0021,Central Asia,REGION,,Central Asia,REGIONAL,REFERENCE_ONLY,REAL_REFERENCE,REAL,SRC-9525A89B2336,docs/canon/SABLE_HARBOR_CORPORATE_LORE_CANON_v0.3.md,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,line:620,"Two Evalon personnel travel to Central Asia under a loosely authorized industrial observation and research premise. The trip expands into an approximately three-week unsanctioned journey involving Sar-e-Sang and other mining areas in Badakhshan, Afghanistan.",2022,YEAR_OR_RANGE,,Retain source constraint; exact footprint and valid dates require supported implementation.,No fabricated itinerary.,GEO-D008
SH-REF-0022,University of Montana,PERSON_HISTORY_REFERENCE,,Montana,REGIONAL,REFERENCE_ONLY,REAL_REFERENCE,REAL,SRC-9525A89B2336,docs/canon/SABLE_HARBOR_CORPORATE_LORE_CANON_v0.3.md,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,line:867,He is an Army special-operations veteran studying management information systems at the University of Montana. He spends substantial personal time building machine-learning and agent projects but cannot obtain the conventional internship or entry-level opportunity that would validate the work.,2025,YEAR_OR_RANGE,,Retain source constraint; exact footprint and valid dates require supported implementation.,"Biographical background, not corporate property.",GEO-D008
SH-REF-0023,Colorado agency context,PERSON_HISTORY_REFERENCE,,Colorado,REGIONAL,REFERENCE_ONLY,REAL_REFERENCE,REAL,SRC-9525A89B2336,docs/canon/SABLE_HARBOR_CORPORATE_LORE_CANON_v0.3.md,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,line:883,"She is intensely rules-oriented, highly organized, and deeply committed to mining as a public and industrial vocation. Her preferred career is with a Colorado mining, reclamation, or mine-safety agency. A government hiring interruption, budget disruption, or furlough affecting an early-career role pushes her unexpectedly toward Willow.",2025,YEAR_OR_RANGE,,Retain source constraint; exact footprint and valid dates require supported implementation.,No specific agency named.,GEO-D008
SH-REF-0024,Upper Red Wash Mine,NAME_COLLISION_REFERENCE,,Arizona,CITY_OR_DISTRICT,REFERENCE_ONLY,REAL_REFERENCE,REAL,SRC-6529D6724FBF,docs/legal/PRELIMINARY_NAME_AND_MARK_SCREEN.md,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,line:113,"The limited screen found historical **Upper Red Wash Mine** uranium references in Arizona and model-railroad use of “Blood, Sweat & Tears Railway.” These are not federal clearance results, but they are enough to prevent an unsupported “no conflicts” statement.",,UNKNOWN,,Retain source constraint; exact footprint and valid dates require supported implementation.,Source-reported naming comparison only; not this fictional mine.,GEO-D008
SH-REF-0025,California Capitol adjacency,REJECTED_GEOGRAPHY,,"Sacramento, California",CITY_OR_DISTRICT,REFERENCE_ONLY,REAL_REFERENCE,REAL,SRC-F57EE60ABBEA,docs/canon/CORPORATE_HEADQUARTERS_CLOSEOUT_2026-09-03.md,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,line:341,"The canonical September 3 exterior reference depicts contemporary glass, metal, concrete, and warm wood; landscaped grasses, stone, trees, water, and a clear illuminated SABLE HARBOR / HEADQUARTERS / SACRAMENTO, CALIFORNIA monument. No invented Capitol or San Jose setting is canon. Canonical source-image SHA-256 at approval: `2bf5a1209b9c3ece435271f2fbf5a3c827bbbccf242ea4ee60535749ccee9d92`.",2026,YEAR_OR_RANGE,,Retain source constraint; exact footprint and valid dates require supported implementation.,"Explicit rejected depiction, not an HQ location.",GEO-D008
SH-REF-0026,San Jose,REJECTED_GEOGRAPHY,,"San Jose, California",CITY_OR_DISTRICT,REFERENCE_ONLY,REAL_REFERENCE,REAL,SRC-F57EE60ABBEA,docs/canon/CORPORATE_HEADQUARTERS_CLOSEOUT_2026-09-03.md,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,line:341,"The canonical September 3 exterior reference depicts contemporary glass, metal, concrete, and warm wood; landscaped grasses, stone, trees, water, and a clear illuminated SABLE HARBOR / HEADQUARTERS / SACRAMENTO, CALIFORNIA monument. No invented Capitol or San Jose setting is canon. Canonical source-image SHA-256 at approval: `2bf5a1209b9c3ece435271f2fbf5a3c827bbbccf242ea4ee60535749ccee9d92`.",2026,YEAR_OR_RANGE,,Retain source constraint; exact footprint and valid dates require supported implementation.,Explicit rejected HQ geography.,GEO-D008
SH-FAC-RW-001,Red Wash Mine Portal (Decline),SOURCE_IMAGE_FACILITY,SH-ENT-007,"Red Wash site, Wyoming",UNLOCATED_WITHIN_SITE,OPEN,UNKNOWN,FICTIONAL_IN_REAL_GEOGRAPHY,SRC-7B82D38FA142,assets/brand/maps/red_wash__site_overview.png,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,site key / visible label: Mine Portal (Decline),Mine Portal (Decline),,UNKNOWN,,Implement detailed site geometry at the locked Sweetwater anchor; the location decision is resolved.,"Label observed directly in approved source image. No pixel georeferencing, geographic position or rail custody inferred. Original imagery is conceptual and superseded for county, coordinates and rail access.",GEO-D008
SH-FAC-RW-002,Red Wash Surface Operations,SOURCE_IMAGE_FACILITY,SH-ENT-007,"Red Wash site, Wyoming",UNLOCATED_WITHIN_SITE,OPEN,UNKNOWN,FICTIONAL_IN_REAL_GEOGRAPHY,SRC-7B82D38FA142,assets/brand/maps/red_wash__site_overview.png,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,site key / visible label: Surface Operations,Surface Operations,,UNKNOWN,,Implement detailed site geometry at the locked Sweetwater anchor; the location decision is resolved.,"Label observed directly in approved source image. No pixel georeferencing, geographic position or rail custody inferred. Original imagery is conceptual and superseded for county, coordinates and rail access.",GEO-D008
SH-FAC-RW-003,Red Wash Ventilation Raise (Exhaust),SOURCE_IMAGE_FACILITY,SH-ENT-007,"Red Wash site, Wyoming",UNLOCATED_WITHIN_SITE,OPEN,UNKNOWN,FICTIONAL_IN_REAL_GEOGRAPHY,SRC-7B82D38FA142,assets/brand/maps/red_wash__site_overview.png,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,site key / visible label: Ventilation Raise (Exhaust),Ventilation Raise (Exhaust),,UNKNOWN,,Implement detailed site geometry at the locked Sweetwater anchor; the location decision is resolved.,"Label observed directly in approved source image. No pixel georeferencing, geographic position or rail custody inferred. Original imagery is conceptual and superseded for county, coordinates and rail access.",GEO-D008
SH-FAC-RW-004,Red Wash Fresh Air Intake,SOURCE_IMAGE_FACILITY,SH-ENT-007,"Red Wash site, Wyoming",UNLOCATED_WITHIN_SITE,OPEN,UNKNOWN,FICTIONAL_IN_REAL_GEOGRAPHY,SRC-7B82D38FA142,assets/brand/maps/red_wash__site_overview.png,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,site key / visible label: Fresh Air Intake,Fresh Air Intake,,UNKNOWN,,Implement detailed site geometry at the locked Sweetwater anchor; the location decision is resolved.,"Label observed directly in approved source image. No pixel georeferencing, geographic position or rail custody inferred. Original imagery is conceptual and superseded for county, coordinates and rail access.",GEO-D008
SH-FAC-RW-005,Red Wash Processing Plant,SOURCE_IMAGE_FACILITY,SH-ENT-007,"Red Wash site, Wyoming",UNLOCATED_WITHIN_SITE,OPEN,UNKNOWN,FICTIONAL_IN_REAL_GEOGRAPHY,SRC-7B82D38FA142,assets/brand/maps/red_wash__site_overview.png,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,site key / visible label: Processing Plant,Processing Plant,,UNKNOWN,,Implement detailed site geometry at the locked Sweetwater anchor; the location decision is resolved.,"Label observed directly in approved source image. No pixel georeferencing, geographic position or rail custody inferred. Original imagery is conceptual and superseded for county, coordinates and rail access.",GEO-D008
SH-FAC-RW-006,Red Wash Loadout (Rail/Truck),SOURCE_IMAGE_FACILITY,SH-ENT-007,"Red Wash site, Wyoming",UNLOCATED_WITHIN_SITE,OPEN,UNKNOWN,FICTIONAL_IN_REAL_GEOGRAPHY,SRC-7B82D38FA142,assets/brand/maps/red_wash__site_overview.png,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,site key / visible label: Loadout (Rail/Truck),Loadout (Rail/Truck),,UNKNOWN,,Implement detailed site geometry at the locked Sweetwater anchor; the location decision is resolved.,"Label observed directly in approved source image. No pixel georeferencing, geographic position or rail custody inferred. Original imagery is conceptual and superseded for county, coordinates and rail access.",GEO-D008
SH-FAC-RW-007,Red Wash Tailings Management Facility,SOURCE_IMAGE_FACILITY,SH-ENT-007,"Red Wash site, Wyoming",UNLOCATED_WITHIN_SITE,OPEN,UNKNOWN,FICTIONAL_IN_REAL_GEOGRAPHY,SRC-7B82D38FA142,assets/brand/maps/red_wash__site_overview.png,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,site key / visible label: Tailings Management Facility,Tailings Management Facility,,UNKNOWN,,Implement detailed site geometry at the locked Sweetwater anchor; the location decision is resolved.,"Label observed directly in approved source image. No pixel georeferencing, geographic position or rail custody inferred. Original imagery is conceptual and superseded for county, coordinates and rail access.",GEO-D008
SH-FAC-RW-008,Red Wash Administration / Dry,SOURCE_IMAGE_FACILITY,SH-ENT-007,"Red Wash site, Wyoming",UNLOCATED_WITHIN_SITE,OPEN,UNKNOWN,FICTIONAL_IN_REAL_GEOGRAPHY,SRC-7B82D38FA142,assets/brand/maps/red_wash__site_overview.png,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,site key / visible label: Administration / Dry,Administration / Dry,,UNKNOWN,,Implement detailed site geometry at the locked Sweetwater anchor; the location decision is resolved.,"Label observed directly in approved source image. No pixel georeferencing, geographic position or rail custody inferred. Original imagery is conceptual and superseded for county, coordinates and rail access.",GEO-D008
SH-FAC-RW-009,Red Wash Power Substation,SOURCE_IMAGE_FACILITY,SH-ENT-007,"Red Wash site, Wyoming",UNLOCATED_WITHIN_SITE,OPEN,UNKNOWN,FICTIONAL_IN_REAL_GEOGRAPHY,SRC-7B82D38FA142,assets/brand/maps/red_wash__site_overview.png,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,site key / visible label: Power Substation,Power Substation,,UNKNOWN,,Implement detailed site geometry at the locked Sweetwater anchor; the location decision is resolved.,"Label observed directly in approved source image. No pixel georeferencing, geographic position or rail custody inferred. Original imagery is conceptual and superseded for county, coordinates and rail access.",GEO-D008
SH-FAC-RW-010,Red Wash Maintenance,SOURCE_IMAGE_FACILITY,SH-ENT-007,"Red Wash site, Wyoming",UNLOCATED_WITHIN_SITE,OPEN,UNKNOWN,FICTIONAL_IN_REAL_GEOGRAPHY,SRC-7B82D38FA142,assets/brand/maps/red_wash__site_overview.png,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,site key / visible label: Maintenance,Maintenance,,UNKNOWN,,Implement detailed site geometry at the locked Sweetwater anchor; the location decision is resolved.,"Label observed directly in approved source image. No pixel georeferencing, geographic position or rail custody inferred. Original imagery is conceptual and superseded for county, coordinates and rail access.",GEO-D008
