source_path,source_commit,bytes,file_sha256,extraction_method,extracted_text_units
assets/brand/collateral/letterhead/business-lines/willow-letterhead-us-letter.svg,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,1910,3f2b0fbc4c1ef32c49fc0c95429ef420a11f09ba3f331ea9bfd491ce46240ce8,TEXT_SCANNED,17
assets/brand/collateral/letterhead/sable-harbor-letterhead-a4.docx,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,66071,7467a40c2b138664182cd113e67803631bd2f5622e6a05b6811bd218ec07362b,OFFICE_XML_EXTRACTED,17
assets/brand/collateral/letterhead/sable-harbor-letterhead-a4.pdf,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,16843,b501022081e5cd52944e06a0e38412cbde8cb5670d0f302701433c25d2f512c8,PDF_TEXT_EXTRACTED_VISUAL_REVIEW_SEPARATE,8
assets/brand/collateral/letterhead/sable-harbor-letterhead-a4.png,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,57797,1379d05dfbe8e5b90bfaad32f16a2b75a2442a948454f3793141e737d95d70b2,IMAGE_OCR_NOT_VISUAL_VERIFICATION,19
assets/brand/collateral/letterhead/sable-harbor-letterhead-a4.svg,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,6612,e3fa9f56904b0b516cbc60b415aad84610687a3a61195e55e24716678505cf0e,TEXT_SCANNED,1
assets/brand/collateral/letterhead/sable-harbor-letterhead-us-letter.docx,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,66072,97272a1f534e6241bcaf13c0275e3c964bce3760a4c2e5f7e7967850b56f871e,OFFICE_XML_EXTRACTED,17
assets/brand/collateral/letterhead/sable-harbor-letterhead-us-letter.pdf,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,16824,1ef7c8d26d8cd2bd9b93e7794c81d43befe3794f9fb6c44a4638e870294e6a9c,PDF_TEXT_EXTRACTED_VISUAL_REVIEW_SEPARATE,8
assets/brand/collateral/letterhead/sable-harbor-letterhead-us-letter.png,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,57426,61e9ab3813c789f5a540d18831cb748fdf50180b786632a0fad3d409b7080a92,IMAGE_OCR_NOT_VISUAL_VERIFICATION,19
assets/brand/collateral/letterhead/sable-harbor-letterhead-us-letter.svg,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,6618,38b4a51dab8f13962d9fb165063c6ecd17e649886149542860849adfd4cc4489,TEXT_SCANNED,1
assets/brand/collateral/memo/sable-harbor-memorandum-us-letter.docx,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,66481,4b494a7e21b846dcef769af408d44adb892f46e40fb4ceec9d347cc3e2b4380a,OFFICE_XML_EXTRACTED,20
assets/brand/collateral/memo/sable-harbor-memorandum-us-letter.pdf,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,26406,d9d52736d84bb28358cecd06c90ba3e719c9ef52576452966d24924252f2b515,PDF_TEXT_EXTRACTED_VISUAL_REVIEW_SEPARATE,17
assets/brand/collateral/presentation/sable-harbor-presentation-template-16x9.pptx,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,99847,bdf8fa022c9260596a9dc44240590e4b0f3a5d0d2052506403d1c8044fe39448,OFFICE_XML_EXTRACTED,50
assets/brand/collateral/report/sable-harbor-report-cover-a4.pdf,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,15998,7dc28748e601c54e4ae951662520f486a328bad5a3e9c9dc03c0405416d422a9,PDF_TEXT_EXTRACTED_VISUAL_REVIEW_SEPARATE,7
assets/brand/collateral/report/sable-harbor-report-cover-a4.png,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,68526,14d3a884e15649ece8c431fcb73a12ba220bbf1069a3547d68011fd3668efb7f,IMAGE_OCR_NOT_VISUAL_VERIFICATION,21
assets/brand/collateral/report/sable-harbor-report-cover-a4.svg,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,6809,a08ca677b711f290aa382abfd3f7d937c9931a72d393c156440077386c0565ee,TEXT_SCANNED,1
assets/brand/collateral/report/sable-harbor-report-cover-us-letter.pdf,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,15992,2292b9b56886dde7fc8cd07de92c22068309eee6401b355472ac215df034d57f,PDF_TEXT_EXTRACTED_VISUAL_REVIEW_SEPARATE,7
assets/brand/collateral/report/sable-harbor-report-cover-us-letter.png,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,67628,acfd710490a00a60b2b218a184d31d4ac07f3e7f6f0866443596c160c92892b5,IMAGE_OCR_NOT_VISUAL_VERIFICATION,21
assets/brand/collateral/report/sable-harbor-report-cover-us-letter.svg,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,6815,7572e81a3416b0b2640bcc37d6d46c78f95d62c45f75b6e5f2f8f462de1e8110,TEXT_SCANNED,1
assets/brand/collateral/report/sable-harbor-report-template-a4.docx,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,92016,8906c26628e07a7f32f9ae9c7201c185f3770da0d28ff4c2c18bc575bddf586c,OFFICE_XML_EXTRACTED,23
assets/brand/collateral/report/sable-harbor-report-template-us-letter.docx,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,92018,6d191a03274bade8127afdc027fa5d8c3394d53829ee3d0e570497c1ad618cc8,OFFICE_XML_EXTRACTED,23
assets/brand/logos/advisory__mark.png,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,13183,ac04bf13bbebec93e8a1ddfcf46926763315073fb5e909dafad4287b31975ec4,IMAGE_OCR_NOT_VISUAL_VERIFICATION,0
assets/brand/logos/advisory__mark.svg,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,1076,4124e7762eb2a52f54c67d9d6b9aabcd23a9ecf628649f6571ea8ec9b3cef20c,TEXT_SCANNED,1
assets/brand/logos/advisory__one-color-horizontal.png,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,39590,d77b5bfa13b667fa99353cd02fd3b615c41e30ac68a8438de1f33cb892ad77c8,IMAGE_OCR_NOT_VISUAL_VERIFICATION,3
assets/brand/logos/advisory__one-color-horizontal.svg,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,8938,686dde0d4000a254c53ba91da13d077cc13b4d5bc56f01cc25e677fc38d4d6e5,TEXT_SCANNED,1
assets/brand/logos/advisory__primary-horizontal.png,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,39749,e6e72e17021479f66e543ff408b19d70d91a5b0d7c1085ab2c81b4996da20ae2,IMAGE_OCR_NOT_VISUAL_VERIFICATION,3
assets/brand/logos/advisory__primary-horizontal.svg,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,8934,0daeec812db6e3a9c0214b019218ca43ebb333d54e5861e0bb44433a8f45af81,TEXT_SCANNED,1
assets/brand/logos/advisory__reverse-horizontal.png,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,40323,e45a54553e44c7f08b3963e2487c167097fa80f9868d1759de69624e02b24c63,IMAGE_OCR_NOT_VISUAL_VERIFICATION,3
assets/brand/logos/advisory__reverse-horizontal.svg,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,8994,86af03291c6a4d045d74dba4935c9302a490facd0687b8f5cb08dea3cb5414e9,TEXT_SCANNED,1
assets/brand/logos/advisory__stacked.png,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,41753,3af9b0586694d5edf53b275469ccfaddb0d86d470f8a9ba2a5d233c9c45ddb6b,IMAGE_OCR_NOT_VISUAL_VERIFICATION,3
assets/brand/logos/advisory__stacked.svg,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,8903,fed467dbcf82a53a1b74ea13b7c0ff2f82484c6e70bb1b5f96de9a90a2b45fa6,TEXT_SCANNED,1
assets/brand/logos/american-resource-utility__mark.png,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,21389,42259432b716cddf2b50190e02016206ccd00c82d5d552c9e0be3946ad2b2fae,IMAGE_OCR_NOT_VISUAL_VERIFICATION,0
assets/brand/logos/american-resource-utility__mark.svg,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,912,71ffb81d87876bc8bb011a748db60086d1d63c8c5bb0ae4d997768caa3f39f92,TEXT_SCANNED,1
assets/brand/logos/american-resource-utility__one-color-horizontal.png,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,50730,14aadafb59b27bfc5e5571bc4e5a00b304d06276004d96f31d1652b3d2523ea5,IMAGE_OCR_NOT_VISUAL_VERIFICATION,9
assets/brand/logos/american-resource-utility__one-color-horizontal.svg,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,11740,7ffb32c6b6d55cae45350532bd8e066908c5753bbb4a787a7983ad142e32c0c2,TEXT_SCANNED,1
assets/brand/logos/american-resource-utility__primary-horizontal.png,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,50919,97968ac835bc2a79f39a7717398a328d9a1b71c0301a2a3a4ffba507a34e21b8,IMAGE_OCR_NOT_VISUAL_VERIFICATION,9
assets/brand/logos/american-resource-utility__primary-horizontal.svg,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,11736,9a54ce922352c3b3171d82557d2be28cbfebc891efe941a0ecd5e76eb1a0cada,TEXT_SCANNED,1
assets/brand/logos/american-resource-utility__reverse-horizontal.png,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,51319,560fea618c33a6eb3d39b983be68254b48f13e4952cba6284c616a8316310d3e,IMAGE_OCR_NOT_VISUAL_VERIFICATION,9
assets/brand/logos/american-resource-utility__reverse-horizontal.svg,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,11796,e1e155433aea31bd06ad2cefd057118f0563680eda11195fb69a25371a3c632e,TEXT_SCANNED,1
assets/brand/logos/american-resource-utility__stacked.png,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,53848,5992203e0280dca708f72457d4b43b260c5ec2005ff6904c056a818fa11bbafa,IMAGE_OCR_NOT_VISUAL_VERIFICATION,7
assets/brand/logos/american-resource-utility__stacked.svg,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,11701,4e3a06db1d8e1729fa8f7e5bdd4ee1577587d1e4556c6cd4405ae3c22318ebd5,TEXT_SCANNED,1
assets/brand/logos/atlas-meridian__mark.png,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,43929,04cbf4f16e342de403b4d0a43f8e501e71b41b3813b9b43b17005734227c7aff,IMAGE_OCR_NOT_VISUAL_VERIFICATION,0
assets/brand/logos/atlas-meridian__mark.svg,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,976,b7bce1cdbc425143d83a34ea2aea30502087ac11ad93f89d71eab9bdf5a83153,TEXT_SCANNED,1
assets/brand/logos/atlas-meridian__one-color-horizontal.png,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,53286,cbfef7fc2ac68587bb920ca1e87dbdebe790ea16fcc962b46ed56b67c7fc2d88,IMAGE_OCR_NOT_VISUAL_VERIFICATION,5
assets/brand/logos/atlas-meridian__one-color-horizontal.svg,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,9599,fa8b565a252f7be4d8ab4c287400be9f1f1144114225f591bfbc3df07294a91a,TEXT_SCANNED,1
assets/brand/logos/atlas-meridian__primary-horizontal.png,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,53291,363704eb3369e495576b838bef4520309cd226423ee3a835f67811d60ccddb40,IMAGE_OCR_NOT_VISUAL_VERIFICATION,5
assets/brand/logos/atlas-meridian__primary-horizontal.svg,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,9595,b332967904ad7c9632cd8c10b56fd0fca7a0ccebb46aa541338bf3d34d2fae45,TEXT_SCANNED,1
assets/brand/logos/atlas-meridian__reverse-horizontal.png,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,53766,fe342ce3c8a9316c1f0ae73de2bee778993ac6ceadffaf03c1b8928ae8a360bc,IMAGE_OCR_NOT_VISUAL_VERIFICATION,5
assets/brand/logos/atlas-meridian__reverse-horizontal.svg,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,9655,65fd42d4256037e2029c0a67c38e9a55eb9bdd14fd15742780bf90777771f657,TEXT_SCANNED,1
assets/brand/logos/atlas-meridian__stacked.png,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,58761,fdd8e95949af8cdce9ed582aa8fd0a66e9effbf9341690350b66fce10b61b3b8,IMAGE_OCR_NOT_VISUAL_VERIFICATION,3
assets/brand/logos/atlas-meridian__stacked.svg,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,9552,f61aaf0e2826311fa3ee6d9575385fe6fc4e00d69d2573e874640472c239b056,TEXT_SCANNED,1
assets/brand/logos/blood-sweat-and-tears-railway__mark.png,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,30694,1451b45e36d1dcc560f1e95560be213a240655258f4ddf943d2e3b535fe1675f,IMAGE_OCR_NOT_VISUAL_VERIFICATION,1
assets/brand/logos/blood-sweat-and-tears-railway__mark.svg,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,970,4202676cd94e8f9e12519105d9b73b1ba968ca23bedd196cfbeb92e4d2cb024a,TEXT_SCANNED,1
assets/brand/logos/blood-sweat-and-tears-railway__primary-horizontal.png,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,77400,ecf75550eb4884d0fa09376f3d3188c448ef08565723a99de9166889e7d7b899,IMAGE_OCR_NOT_VISUAL_VERIFICATION,7
assets/brand/logos/blood-sweat-and-tears-railway__primary-horizontal.svg,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,16228,ef0f20919c4ec07773a56ce01a9b1bb52c94562ed439bcfa08f6cebf51d2eeea,TEXT_SCANNED,1
assets/brand/logos/blood-sweat-and-tears-railway__reverse-horizontal.png,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,75941,174bbee045f8ab1ba095d904b7f66765fae8cf6f6ae25ece1e86680ad3c3b5dd,IMAGE_OCR_NOT_VISUAL_VERIFICATION,7
assets/brand/logos/blood-sweat-and-tears-railway__reverse-horizontal.svg,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,16288,45c15fc61ec94127b5f07c908bdf07d5d6e3957f1f5b36b89c3349da7e61af81,TEXT_SCANNED,1
assets/brand/logos/emberline__mark.png,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,14217,ab862db3697184d3cc94e9b6c5767d7e26e68ddf7a7ac7117ac049fc2e22dc25,IMAGE_OCR_NOT_VISUAL_VERIFICATION,1
assets/brand/logos/emberline__mark.svg,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,785,eb3609c8c53c34efc08e8f8f3ba78cf87cbd09d2fc8275c786033e44c06dce31,TEXT_SCANNED,1
assets/brand/logos/emberline__primary-horizontal.png,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,29336,8cb73d9e030683fa8bc045723181895382c2452eb13b15857bd036cb3d206f50,IMAGE_OCR_NOT_VISUAL_VERIFICATION,5
assets/brand/logos/emberline__primary-horizontal.svg,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,8327,e43af0f305aa3d4ca07ff80b9c897aaa9be944cfbff0192c0010ad0c04569948,TEXT_SCANNED,1
assets/brand/logos/emberline__reverse-horizontal.png,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,28753,ea339ad7dc0e0a50cb7ae253699ab0ba68eaa71cdbcfa7797ba0f73d151b67c3,IMAGE_OCR_NOT_VISUAL_VERIFICATION,5
assets/brand/logos/emberline__reverse-horizontal.svg,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,8387,41717ef6f1f69d6d73ef9f9456e403869bca2c7c354d73bb343f2090c6fb88af,TEXT_SCANNED,1
assets/brand/logos/foundry-field__mark.png,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,12978,6607b73364e12ae718e0af292382a9f36d0f6e95009c7141858b4705305f76a5,IMAGE_OCR_NOT_VISUAL_VERIFICATION,0
assets/brand/logos/foundry-field__mark.svg,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,853,c80c1e4764182b342b48ce3e3386ce6908223cae04d95ee5ac6fd30cd5bfe03e,TEXT_SCANNED,1
assets/brand/logos/foundry-field__one-color-horizontal.png,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,35711,47c9291d0b7684ebd139d8fb07a9c9ffe5ebabe8ae8b27d496a7c5407bf6921c,IMAGE_OCR_NOT_VISUAL_VERIFICATION,3
assets/brand/logos/foundry-field__one-color-horizontal.svg,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,9103,eaa9e6c4506392a4c20ff46bd87b54949c68086e2f4691b7220a7520fd767321,TEXT_SCANNED,1
assets/brand/logos/foundry-field__primary-horizontal.png,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,35812,6951f43589fa1e4f3653ca472710a67c99c33b847723f339acd2a53cdf018aad,IMAGE_OCR_NOT_VISUAL_VERIFICATION,3
assets/brand/logos/foundry-field__primary-horizontal.svg,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,9099,32bef31266baae81136912f113547fd135160612e03246f0c7726baf78f06f7a,TEXT_SCANNED,1
assets/brand/logos/foundry-field__reverse-horizontal.png,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,35655,35f9e9d89030c432c50e3d57752e09111ff76b0bc9bccfc0a32ac5c357195631,IMAGE_OCR_NOT_VISUAL_VERIFICATION,3
assets/brand/logos/foundry-field__reverse-horizontal.svg,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,9159,fa9fa73c6ecbd1cb3ed3f8cbe9d5a9cc2ec308a62df68ea28c019e4861bca3aa,TEXT_SCANNED,1
assets/brand/logos/foundry-field__stacked.png,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,37037,13cb74eb6d045e2523fa1628714e0bc58a919792435e2c48f438df7edd5454d6,IMAGE_OCR_NOT_VISUAL_VERIFICATION,3
assets/brand/logos/foundry-field__stacked.svg,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,9058,3d297efa67ed90919e1efe8a6451621ebd585e54113baa8e9f0856bfbfe8d078,TEXT_SCANNED,1
assets/brand/logos/foundry__mark.png,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,12978,6607b73364e12ae718e0af292382a9f36d0f6e95009c7141858b4705305f76a5,IMAGE_OCR_NOT_VISUAL_VERIFICATION,0
assets/brand/logos/foundry__mark.svg,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,841,cceec63d33e3fce30580a1028f3919e8637582f0464babd65957e8606c748f5d,TEXT_SCANNED,1
assets/brand/logos/foundry__primary-horizontal.png,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,35335,9fb1504d6b24f217546403c0d3850e7dc131687cce3a349b99cb7cdd52778e25,IMAGE_OCR_NOT_VISUAL_VERIFICATION,3
assets/brand/logos/foundry__primary-horizontal.svg,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,9617,f0484139fea09f8019ac0a9328bbeed262c9644e103b8cbac86d5aa9e9933b74,TEXT_SCANNED,1
assets/brand/logos/foundry__reverse-horizontal.png,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,34676,da8a5b9e4107cc2f92feb0d4eeebf4e3f2f4d21f8ca2704afe704006c60130c2,IMAGE_OCR_NOT_VISUAL_VERIFICATION,3
assets/brand/logos/foundry__reverse-horizontal.svg,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,9677,2ff63f61fee870dc0aaccd6b40e68e6dcdaf9f267b6ba18c6e08cb042dc413f5,TEXT_SCANNED,1
assets/brand/logos/j2__mark.png,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,11900,383f2f27108a8379171a220517a8c2e6c834cd82f821fc72d6d4f0566efe5af9,IMAGE_OCR_NOT_VISUAL_VERIFICATION,0
assets/brand/logos/j2__mark.svg,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,2424,af2934fa343b613473b6744781f9cbb32f85941f1c5f2dbc25051fc9ec6d283c,TEXT_SCANNED,5
assets/brand/logos/j2__primary-horizontal.png,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,757600,9ee44d72f7cf52474d10ab37662c4690e56a01b6d621a52d26ec22bbd0a7a1e2,IMAGE_OCR_NOT_VISUAL_VERIFICATION,1
