scenario,entity,year,month,period,journal_id,account,account_name,account_type,debit_usd,credit_usd,signed_usd,source_id,source_type,description,segment,counterparty,cash_flow,available_at,record_origin,fact_state,period_role,effective_period_end
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000007,1100,"External receivables, net of allowance",asset,49111,0,49111,SALE-base-202701-BST-2025-008,CUSTOMER_INVOICE,Physical fulfilled units and declared contract price,BST,ARU-C-008,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000007,4000,External revenue,revenue,0,49111,-49111,SALE-base-202701-BST-2025-008,CUSTOMER_INVOICE,Physical fulfilled units and declared contract price,BST,ARU-C-008,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000008,1100,"External receivables, net of allowance",asset,113434,0,113434,SALE-base-202701-BST-2025-003,CUSTOMER_INVOICE,Physical fulfilled units and declared contract price,BST,ARU-C-003,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000008,4000,External revenue,revenue,0,113434,-113434,SALE-base-202701-BST-2025-003,CUSTOMER_INVOICE,Physical fulfilled units and declared contract price,BST,ARU-C-003,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000009,1100,"External receivables, net of allowance",asset,60837,0,60837,SALE-base-202701-BST-2025-009,CUSTOMER_INVOICE,Physical fulfilled units and declared contract price,BST,ARU-C-009,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000009,4000,External revenue,revenue,0,60837,-60837,SALE-base-202701-BST-2025-009,CUSTOMER_INVOICE,Physical fulfilled units and declared contract price,BST,ARU-C-009,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000010,1100,"External receivables, net of allowance",asset,55395,0,55395,SALE-base-202701-BST-2025-010,CUSTOMER_INVOICE,Physical fulfilled units and declared contract price,BST,ARU-C-010,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000010,4000,External revenue,revenue,0,55395,-55395,SALE-base-202701-BST-2025-010,CUSTOMER_INVOICE,Physical fulfilled units and declared contract price,BST,ARU-C-010,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000011,1100,"External receivables, net of allowance",asset,31043,0,31043,SALE-base-202701-BST-2025-011,CUSTOMER_INVOICE,Physical fulfilled units and declared contract price,BST,ARU-C-011,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000011,4000,External revenue,revenue,0,31043,-31043,SALE-base-202701-BST-2025-011,CUSTOMER_INVOICE,Physical fulfilled units and declared contract price,BST,ARU-C-011,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000012,1100,"External receivables, net of allowance",asset,92252,0,92252,SALE-base-202701-BST-2025-012,CUSTOMER_INVOICE,Physical fulfilled units and declared contract price,BST,ARU-C-012,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000012,4000,External revenue,revenue,0,92252,-92252,SALE-base-202701-BST-2025-012,CUSTOMER_INVOICE,Physical fulfilled units and declared contract price,BST,ARU-C-012,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000013,1100,"External receivables, net of allowance",asset,58413,0,58413,SALE-base-202701-BST-2025-013,CUSTOMER_INVOICE,Physical fulfilled units and declared contract price,BST,ARU-C-013,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000013,4000,External revenue,revenue,0,58413,-58413,SALE-base-202701-BST-2025-013,CUSTOMER_INVOICE,Physical fulfilled units and declared contract price,BST,ARU-C-013,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000014,1100,"External receivables, net of allowance",asset,99419,0,99419,SALE-base-202701-TRM-2025-001,CUSTOMER_INVOICE,Physical fulfilled units and declared contract price,TERMINALS,ARU-C-001,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000014,4000,External revenue,revenue,0,99419,-99419,SALE-base-202701-TRM-2025-001,CUSTOMER_INVOICE,Physical fulfilled units and declared contract price,TERMINALS,ARU-C-001,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000015,1100,"External receivables, net of allowance",asset,96674,0,96674,SALE-base-202701-TRM-2025-002,CUSTOMER_INVOICE,Physical fulfilled units and declared contract price,TERMINALS,ARU-C-002,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000015,4000,External revenue,revenue,0,96674,-96674,SALE-base-202701-TRM-2025-002,CUSTOMER_INVOICE,Physical fulfilled units and declared contract price,TERMINALS,ARU-C-002,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000016,1100,"External receivables, net of allowance",asset,133263,0,133263,SALE-base-202701-TRM-2025-003,CUSTOMER_INVOICE,Physical fulfilled units and declared contract price,TERMINALS,ARU-C-003,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000016,4000,External revenue,revenue,0,133263,-133263,SALE-base-202701-TRM-2025-003,CUSTOMER_INVOICE,Physical fulfilled units and declared contract price,TERMINALS,ARU-C-003,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000017,1100,"External receivables, net of allowance",asset,133051,0,133051,SALE-base-202701-TRM-2025-014,CUSTOMER_INVOICE,Physical fulfilled units and declared contract price,TERMINALS,ARU-C-014,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000017,4000,External revenue,revenue,0,133051,-133051,SALE-base-202701-TRM-2025-014,CUSTOMER_INVOICE,Physical fulfilled units and declared contract price,TERMINALS,ARU-C-014,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000018,1100,"External receivables, net of allowance",asset,131204,0,131204,SALE-base-202701-TRM-2025-015,CUSTOMER_INVOICE,Physical fulfilled units and declared contract price,TERMINALS,ARU-C-015,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000018,4000,External revenue,revenue,0,131204,-131204,SALE-base-202701-TRM-2025-015,CUSTOMER_INVOICE,Physical fulfilled units and declared contract price,TERMINALS,ARU-C-015,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000019,1100,"External receivables, net of allowance",asset,127138,0,127138,SALE-base-202701-TRM-2025-016,CUSTOMER_INVOICE,Physical fulfilled units and declared contract price,TERMINALS,ARU-C-016,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000019,4000,External revenue,revenue,0,127138,-127138,SALE-base-202701-TRM-2025-016,CUSTOMER_INVOICE,Physical fulfilled units and declared contract price,TERMINALS,ARU-C-016,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000020,1100,"External receivables, net of allowance",asset,121964,0,121964,SALE-base-202701-TRM-2025-017,CUSTOMER_INVOICE,Physical fulfilled units and declared contract price,TERMINALS,ARU-C-017,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000020,4000,External revenue,revenue,0,121964,-121964,SALE-base-202701-TRM-2025-017,CUSTOMER_INVOICE,Physical fulfilled units and declared contract price,TERMINALS,ARU-C-017,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000021,1100,"External receivables, net of allowance",asset,118268,0,118268,SALE-base-202701-TRM-2025-018,CUSTOMER_INVOICE,Physical fulfilled units and declared contract price,TERMINALS,ARU-C-018,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000021,4000,External revenue,revenue,0,118268,-118268,SALE-base-202701-TRM-2025-018,CUSTOMER_INVOICE,Physical fulfilled units and declared contract price,TERMINALS,ARU-C-018,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000022,1100,"External receivables, net of allowance",asset,106153,0,106153,SALE-base-202701-TRK-2025-004,CUSTOMER_INVOICE,Physical fulfilled units and declared contract price,TRUCKING,ARU-C-004,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000022,4000,External revenue,revenue,0,106153,-106153,SALE-base-202701-TRK-2025-004,CUSTOMER_INVOICE,Physical fulfilled units and declared contract price,TRUCKING,ARU-C-004,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000023,1100,"External receivables, net of allowance",asset,120413,0,120413,SALE-base-202701-TRK-2025-019,CUSTOMER_INVOICE,Physical fulfilled units and declared contract price,TRUCKING,ARU-C-019,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000023,4000,External revenue,revenue,0,120413,-120413,SALE-base-202701-TRK-2025-019,CUSTOMER_INVOICE,Physical fulfilled units and declared contract price,TRUCKING,ARU-C-019,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000024,1100,"External receivables, net of allowance",asset,115132,0,115132,SALE-base-202701-TRK-2025-020,CUSTOMER_INVOICE,Physical fulfilled units and declared contract price,TRUCKING,ARU-C-020,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000024,4000,External revenue,revenue,0,115132,-115132,SALE-base-202701-TRK-2025-020,CUSTOMER_INVOICE,Physical fulfilled units and declared contract price,TRUCKING,ARU-C-020,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000025,1100,"External receivables, net of allowance",asset,109322,0,109322,SALE-base-202701-TRK-2025-021,CUSTOMER_INVOICE,Physical fulfilled units and declared contract price,TRUCKING,ARU-C-021,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000025,4000,External revenue,revenue,0,109322,-109322,SALE-base-202701-TRK-2025-021,CUSTOMER_INVOICE,Physical fulfilled units and declared contract price,TRUCKING,ARU-C-021,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000026,1100,"External receivables, net of allowance",asset,103513,0,103513,SALE-base-202701-TRK-2025-022,CUSTOMER_INVOICE,Physical fulfilled units and declared contract price,TRUCKING,ARU-C-022,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000026,4000,External revenue,revenue,0,103513,-103513,SALE-base-202701-TRK-2025-022,CUSTOMER_INVOICE,Physical fulfilled units and declared contract price,TRUCKING,ARU-C-022,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000027,1100,"External receivables, net of allowance",asset,179626,0,179626,SALE-base-202701-WHS-2025-005,CUSTOMER_INVOICE,Physical fulfilled units and declared contract price,WAREHOUSE,ARU-C-005,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000027,4000,External revenue,revenue,0,179626,-179626,SALE-base-202701-WHS-2025-005,CUSTOMER_INVOICE,Physical fulfilled units and declared contract price,WAREHOUSE,ARU-C-005,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000028,1100,"External receivables, net of allowance",asset,95357,0,95357,SALE-base-202701-WHS-2025-023,CUSTOMER_INVOICE,Physical fulfilled units and declared contract price,WAREHOUSE,ARU-C-023,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000028,4000,External revenue,revenue,0,95357,-95357,SALE-base-202701-WHS-2025-023,CUSTOMER_INVOICE,Physical fulfilled units and declared contract price,WAREHOUSE,ARU-C-023,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000029,1100,"External receivables, net of allowance",asset,88704,0,88704,SALE-base-202701-WHS-2025-024,CUSTOMER_INVOICE,Physical fulfilled units and declared contract price,WAREHOUSE,ARU-C-024,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000029,4000,External revenue,revenue,0,88704,-88704,SALE-base-202701-WHS-2025-024,CUSTOMER_INVOICE,Physical fulfilled units and declared contract price,WAREHOUSE,ARU-C-024,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000030,1100,"External receivables, net of allowance",asset,79833,0,79833,SALE-base-202701-WHS-2025-025,CUSTOMER_INVOICE,Physical fulfilled units and declared contract price,WAREHOUSE,ARU-C-025,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000030,4000,External revenue,revenue,0,79833,-79833,SALE-base-202701-WHS-2025-025,CUSTOMER_INVOICE,Physical fulfilled units and declared contract price,WAREHOUSE,ARU-C-025,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000031,5000,Payroll and employer burden,expense,516154,0,516154,PAYROLL-base-202701-BST,PAYROLL,Forecast expense supported by declared operating driver,BST,SYNTHETIC_EMPLOYEE_CENSUS,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000031,2000,Trade payables,liability,0,516154,-516154,PAYROLL-base-202701-BST,PAYROLL,Forecast expense supported by declared operating driver,BST,SYNTHETIC_EMPLOYEE_CENSUS,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000032,5100,External operating cost,expense,112992,0,112992,PROC-base-202701-BST-MAT,PROCUREMENT,Forecast expense supported by declared operating driver,BST,SYN-V-20260906-BST-MAT,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000032,2000,Trade payables,liability,0,112992,-112992,PROC-base-202701-BST-MAT,PROCUREMENT,Forecast expense supported by declared operating driver,BST,SYN-V-20260906-BST-MAT,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000033,5100,External operating cost,expense,150487,0,150487,PROC-base-202701-BST-MAINT,PROCUREMENT,Forecast expense supported by declared operating driver,BST,SYN-V-20260906-BST-MAINT,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
