entity,year,statement,line_id,line,amount_usd,sign_convention,period_role,record_origin,fact_state,as_of_cutoff,effective_period_end,available_at
ARU_GROUP,2026,BALANCE_SHEET,1800,Deferred tax asset on reserved liabilities,587500,"Revenue, liability and equity credit balances presented positive; expense and asset debit balances positive; contra accounts retain negative signs.",MANAGEMENT_SCENARIO_AT_2026_09_05,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-12-31,2026-09-05
ARU_GROUP,2026,BALANCE_SHEET,2000,Trade payables,3090000,"Revenue, liability and equity credit balances presented positive; expense and asset debit balances positive; contra accounts retain negative signs.",MANAGEMENT_SCENARIO_AT_2026_09_05,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-12-31,2026-09-05
ARU_GROUP,2026,BALANCE_SHEET,2100,Operating accruals,1030000,"Revenue, liability and equity credit balances presented positive; expense and asset debit balances positive; contra accounts retain negative signs.",MANAGEMENT_SCENARIO_AT_2026_09_05,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-12-31,2026-09-05
ARU_GROUP,2026,BALANCE_SHEET,2110,Retention compensation payable,241781,"Revenue, liability and equity credit balances presented positive; expense and asset debit balances positive; contra accounts retain negative signs.",MANAGEMENT_SCENARIO_AT_2026_09_05,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-12-31,2026-09-05
ARU_GROUP,2026,BALANCE_SHEET,2200,Environmental reserve / ARO,1750000,"Revenue, liability and equity credit balances presented positive; expense and asset debit balances positive; contra accounts retain negative signs.",MANAGEMENT_SCENARIO_AT_2026_09_05,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-12-31,2026-09-05
ARU_GROUP,2026,BALANCE_SHEET,2250,Deferred tax liability on tax goodwill amortization,216667,"Revenue, liability and equity credit balances presented positive; expense and asset debit balances positive; contra accounts retain negative signs.",MANAGEMENT_SCENARIO_AT_2026_09_05,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-12-31,2026-09-05
ARU_GROUP,2026,BALANCE_SHEET,2300,Claim reserve / other liabilities,600000,"Revenue, liability and equity credit balances presented positive; expense and asset debit balances positive; contra accounts retain negative signs.",MANAGEMENT_SCENARIO_AT_2026_09_05,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-12-31,2026-09-05
ARU_GROUP,2026,BALANCE_SHEET,2400,Term debt face value,21375000,"Revenue, liability and equity credit balances presented positive; expense and asset debit balances positive; contra accounts retain negative signs.",MANAGEMENT_SCENARIO_AT_2026_09_05,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-12-31,2026-09-05
ARU_GROUP,2026,BALANCE_SHEET,2600,Finance lease obligation,2008219,"Revenue, liability and equity credit balances presented positive; expense and asset debit balances positive; contra accounts retain negative signs.",MANAGEMENT_SCENARIO_AT_2026_09_05,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-12-31,2026-09-05
ARU_GROUP,2026,BALANCE_SHEET,3000,Contributed equity,56004880,"Revenue, liability and equity credit balances presented positive; expense and asset debit balances positive; contra accounts retain negative signs.",MANAGEMENT_SCENARIO_AT_2026_09_05,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-12-31,2026-09-05
ARU_GROUP,2026,INCOME_STATEMENT,4000,External revenue,42254562,"Revenue, liability and equity credit balances presented positive; expense and asset debit balances positive; contra accounts retain negative signs.",MANAGEMENT_SCENARIO_AT_2026_09_05,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-12-31,2026-09-05
ARU_GROUP,2026,INCOME_STATEMENT,4100,Intercompany service revenue,171380,"Revenue, liability and equity credit balances presented positive; expense and asset debit balances positive; contra accounts retain negative signs.",MANAGEMENT_SCENARIO_AT_2026_09_05,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-12-31,2026-09-05
ARU_GROUP,2026,INCOME_STATEMENT,5000,Payroll and employer burden,13150321,"Revenue, liability and equity credit balances presented positive; expense and asset debit balances positive; contra accounts retain negative signs.",MANAGEMENT_SCENARIO_AT_2026_09_05,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-12-31,2026-09-05
ARU_GROUP,2026,INCOME_STATEMENT,5100,External operating cost,19480750,"Revenue, liability and equity credit balances presented positive; expense and asset debit balances positive; contra accounts retain negative signs.",MANAGEMENT_SCENARIO_AT_2026_09_05,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-12-31,2026-09-05
ARU_GROUP,2026,INCOME_STATEMENT,5200,Incremental interface external operating cost,141580,"Revenue, liability and equity credit balances presented positive; expense and asset debit balances positive; contra accounts retain negative signs.",MANAGEMENT_SCENARIO_AT_2026_09_05,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-12-31,2026-09-05
ARU_GROUP,2026,INCOME_STATEMENT,5300,Depreciation in earnings,3175874,"Revenue, liability and equity credit balances presented positive; expense and asset debit balances positive; contra accounts retain negative signs.",MANAGEMENT_SCENARIO_AT_2026_09_05,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-12-31,2026-09-05
ARU_GROUP,2026,INCOME_STATEMENT,5400,Interest and financing fees,1638999,"Revenue, liability and equity credit balances presented positive; expense and asset debit balances positive; contra accounts retain negative signs.",MANAGEMENT_SCENARIO_AT_2026_09_05,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-12-31,2026-09-05
ARU_GROUP,2026,INCOME_STATEMENT,5500,Modeled income tax,813743,"Revenue, liability and equity credit balances presented positive; expense and asset debit balances positive; contra accounts retain negative signs.",MANAGEMENT_SCENARIO_AT_2026_09_05,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-12-31,2026-09-05
ARU_GROUP,2026,INCOME_STATEMENT,5501,Deferred income tax expense,216667,"Revenue, liability and equity credit balances presented positive; expense and asset debit balances positive; contra accounts retain negative signs.",MANAGEMENT_SCENARIO_AT_2026_09_05,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-12-31,2026-09-05
ARU_GROUP,2026,INCOME_STATEMENT,5700,Retention and seller consulting,716781,"Revenue, liability and equity credit balances presented positive; expense and asset debit balances positive; contra accounts retain negative signs.",MANAGEMENT_SCENARIO_AT_2026_09_05,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-12-31,2026-09-05
ARU_GROUP,2026,INCOME_STATEMENT,net_income_usd,Net income,3091227,,MANAGEMENT_SCENARIO_AT_2026_09_05,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-12-31,2026-09-05
ARU_GROUP,2026,BALANCE_SHEET,assets_usd,Total assets,89166806,,MANAGEMENT_SCENARIO_AT_2026_09_05,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-12-31,2026-09-05
ARU_GROUP,2026,BALANCE_SHEET,liabilities_usd,Total liabilities,30070699,,MANAGEMENT_SCENARIO_AT_2026_09_05,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-12-31,2026-09-05
ARU_GROUP,2026,BALANCE_SHEET,equity_including_current_income_usd,Equity including current income,59096107,,MANAGEMENT_SCENARIO_AT_2026_09_05,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-12-31,2026-09-05
ARU_GROUP,2026,CASH_FLOW_STATEMENT,Opening cash,Opening cash,2000000,,MANAGEMENT_SCENARIO_AT_2026_09_05,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-12-31,2026-09-05
ARU_GROUP,2026,CASH_FLOW_STATEMENT,OPERATING,OPERATING,6660341,,MANAGEMENT_SCENARIO_AT_2026_09_05,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-12-31,2026-09-05
ARU_GROUP,2026,CASH_FLOW_STATEMENT,FINANCING,FINANCING,15088099,,MANAGEMENT_SCENARIO_AT_2026_09_05,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-12-31,2026-09-05
ARU_GROUP,2026,CASH_FLOW_STATEMENT,INVESTING,INVESTING,-19550000,,MANAGEMENT_SCENARIO_AT_2026_09_05,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-12-31,2026-09-05
ARU_GROUP,2026,CASH_FLOW_STATEMENT,Closing cash,Closing cash,4198440,,MANAGEMENT_SCENARIO_AT_2026_09_05,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-12-31,2026-09-05
RWH_PS,2026,BALANCE_SHEET,1000,Cash,2000000,"Revenue, liability and equity credit balances presented positive; expense and asset debit balances positive; contra accounts retain negative signs.",MANAGEMENT_SCENARIO_AT_2026_09_05,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-12-31,2026-09-05
RWH_PS,2026,BALANCE_SHEET,1100,"External receivables, net of allowance",4550000,"Revenue, liability and equity credit balances presented positive; expense and asset debit balances positive; contra accounts retain negative signs.",MANAGEMENT_SCENARIO_AT_2026_09_05,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-12-31,2026-09-05
RWH_PS,2026,BALANCE_SHEET,1200,Inventory cash cost,8608462,"Revenue, liability and equity credit balances presented positive; expense and asset debit balances positive; contra accounts retain negative signs.",MANAGEMENT_SCENARIO_AT_2026_09_05,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-12-31,2026-09-05
RWH_PS,2026,BALANCE_SHEET,1210,Inventory DD&A,1073654,"Revenue, liability and equity credit balances presented positive; expense and asset debit balances positive; contra accounts retain negative signs.",MANAGEMENT_SCENARIO_AT_2026_09_05,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-12-31,2026-09-05
RWH_PS,2026,BALANCE_SHEET,1300,Prepaids,500000,"Revenue, liability and equity credit balances presented positive; expense and asset debit balances positive; contra accounts retain negative signs.",MANAGEMENT_SCENARIO_AT_2026_09_05,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-12-31,2026-09-05
RWH_PS,2026,BALANCE_SHEET,1400,PPE gross,62250000,"Revenue, liability and equity credit balances presented positive; expense and asset debit balances positive; contra accounts retain negative signs.",MANAGEMENT_SCENARIO_AT_2026_09_05,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-12-31,2026-09-05
RWH_PS,2026,BALANCE_SHEET,1490,Accumulated PPE depreciation,-3581250,"Revenue, liability and equity credit balances presented positive; expense and asset debit balances positive; contra accounts retain negative signs.",MANAGEMENT_SCENARIO_AT_2026_09_05,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-12-31,2026-09-05
RWH_PS,2026,BALANCE_SHEET,2000,Trade payables,3000000,"Revenue, liability and equity credit balances presented positive; expense and asset debit balances positive; contra accounts retain negative signs.",MANAGEMENT_SCENARIO_AT_2026_09_05,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-12-31,2026-09-05
RWH_PS,2026,BALANCE_SHEET,2150,Intercompany payable,49240,"Revenue, liability and equity credit balances presented positive; expense and asset debit balances positive; contra accounts retain negative signs.",MANAGEMENT_SCENARIO_AT_2026_09_05,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-12-31,2026-09-05
RWH_PS,2026,BALANCE_SHEET,2200,Environmental reserve / ARO,17281868,"Revenue, liability and equity credit balances presented positive; expense and asset debit balances positive; contra accounts retain negative signs.",MANAGEMENT_SCENARIO_AT_2026_09_05,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-12-31,2026-09-05
RWH_PS,2026,BALANCE_SHEET,2300,Claim reserve / other liabilities,2500000,"Revenue, liability and equity credit balances presented positive; expense and asset debit balances positive; contra accounts retain negative signs.",MANAGEMENT_SCENARIO_AT_2026_09_05,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-12-31,2026-09-05
RWH_PS,2026,BALANCE_SHEET,3000,Contributed equity,55439133,"Revenue, liability and equity credit balances presented positive; expense and asset debit balances positive; contra accounts retain negative signs.",MANAGEMENT_SCENARIO_AT_2026_09_05,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-12-31,2026-09-05
RWH_PS,2026,BALANCE_SHEET,3100,Prior retained earnings,-3467716,"Revenue, liability and equity credit balances presented positive; expense and asset debit balances positive; contra accounts retain negative signs.",MANAGEMENT_SCENARIO_AT_2026_09_05,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-12-31,2026-09-05
RWH_PS,2026,INCOME_STATEMENT,4000,External revenue,36475000,"Revenue, liability and equity credit balances presented positive; expense and asset debit balances positive; contra accounts retain negative signs.",MANAGEMENT_SCENARIO_AT_2026_09_05,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-12-31,2026-09-05
RWH_PS,2026,INCOME_STATEMENT,5100,External operating cost,31221038,"Revenue, liability and equity credit balances presented positive; expense and asset debit balances positive; contra accounts retain negative signs.",MANAGEMENT_SCENARIO_AT_2026_09_05,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-12-31,2026-09-05
RWH_PS,2026,INCOME_STATEMENT,5150,Intercompany logistics expense,171380,"Revenue, liability and equity credit balances presented positive; expense and asset debit balances positive; contra accounts retain negative signs.",MANAGEMENT_SCENARIO_AT_2026_09_05,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-12-31,2026-09-05
RWH_PS,2026,INCOME_STATEMENT,5200,Incremental interface external operating cost,87400,"Revenue, liability and equity credit balances presented positive; expense and asset debit balances positive; contra accounts retain negative signs.",MANAGEMENT_SCENARIO_AT_2026_09_05,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-12-31,2026-09-05
RWH_PS,2026,INCOME_STATEMENT,5300,Depreciation in earnings,3195096,"Revenue, liability and equity credit balances presented positive; expense and asset debit balances positive; contra accounts retain negative signs.",MANAGEMENT_SCENARIO_AT_2026_09_05,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-12-31,2026-09-05
RWH_PS,2026,INCOME_STATEMENT,5500,Modeled income tax,131343,"Revenue, liability and equity credit balances presented positive; expense and asset debit balances positive; contra accounts retain negative signs.",MANAGEMENT_SCENARIO_AT_2026_09_05,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-12-31,2026-09-05
RWH_PS,2026,INCOME_STATEMENT,5600,ARO accretion,1070402,"Revenue, liability and equity credit balances presented positive; expense and asset debit balances positive; contra accounts retain negative signs.",MANAGEMENT_SCENARIO_AT_2026_09_05,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-12-31,2026-09-05
RWH_PS,2026,INCOME_STATEMENT,net_income_usd,Net income,598341,,MANAGEMENT_SCENARIO_AT_2026_09_05,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-12-31,2026-09-05
RWH_PS,2026,BALANCE_SHEET,assets_usd,Total assets,75400866,,MANAGEMENT_SCENARIO_AT_2026_09_05,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-12-31,2026-09-05
RWH_PS,2026,BALANCE_SHEET,liabilities_usd,Total liabilities,22831108,,MANAGEMENT_SCENARIO_AT_2026_09_05,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-12-31,2026-09-05
RWH_PS,2026,BALANCE_SHEET,equity_including_current_income_usd,Equity including current income,52569758,,MANAGEMENT_SCENARIO_AT_2026_09_05,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-12-31,2026-09-05
RWH_PS,2026,CASH_FLOW_STATEMENT,Opening cash,Opening cash,2000000,,MANAGEMENT_SCENARIO_AT_2026_09_05,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-12-31,2026-09-05
RWH_PS,2026,CASH_FLOW_STATEMENT,OPERATING,OPERATING,1123367,,MANAGEMENT_SCENARIO_AT_2026_09_05,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-12-31,2026-09-05
RWH_PS,2026,CASH_FLOW_STATEMENT,INVESTING,INVESTING,-12250000,,MANAGEMENT_SCENARIO_AT_2026_09_05,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-12-31,2026-09-05
RWH_PS,2026,CASH_FLOW_STATEMENT,FINANCING,FINANCING,11126633,,MANAGEMENT_SCENARIO_AT_2026_09_05,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-12-31,2026-09-05
RWH_PS,2026,CASH_FLOW_STATEMENT,Closing cash,Closing cash,2000000,,MANAGEMENT_SCENARIO_AT_2026_09_05,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-12-31,2026-09-05
