journal_id,entity,year,month,segment,account,account_name,debit_usd,credit_usd,signed_usd,description,source_id,cash_flow,period_role,record_origin,fact_state,as_of_cutoff,effective_period_end,available_at
ARU_GROUP-2026-00012,ARU_GROUP,2026,1,BST,4000,External revenue,0,71464,-71464,External customer invoice under source price and volume indices,BST-2025-012,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-31,2026-09-05
ARU_GROUP-2026-00013,ARU_GROUP,2026,1,BST,1100,"External receivables, net of allowance",45250,0,45250,External customer invoice under source price and volume indices,BST-2025-013,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-31,2026-09-05
ARU_GROUP-2026-00013,ARU_GROUP,2026,1,BST,4000,External revenue,0,45250,-45250,External customer invoice under source price and volume indices,BST-2025-013,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-31,2026-09-05
ARU_GROUP-2026-00014,ARU_GROUP,2026,1,TERMINALS,1100,"External receivables, net of allowance",77446,0,77446,External customer invoice under source price and volume indices,TRM-2025-001,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-31,2026-09-05
ARU_GROUP-2026-00014,ARU_GROUP,2026,1,TERMINALS,4000,External revenue,0,77446,-77446,External customer invoice under source price and volume indices,TRM-2025-001,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-31,2026-09-05
ARU_GROUP-2026-00015,ARU_GROUP,2026,1,TERMINALS,1100,"External receivables, net of allowance",75307,0,75307,External customer invoice under source price and volume indices,TRM-2025-002,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-31,2026-09-05
ARU_GROUP-2026-00015,ARU_GROUP,2026,1,TERMINALS,4000,External revenue,0,75307,-75307,External customer invoice under source price and volume indices,TRM-2025-002,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-31,2026-09-05
ARU_GROUP-2026-00016,ARU_GROUP,2026,1,TERMINALS,1100,"External receivables, net of allowance",103810,0,103810,External customer invoice under source price and volume indices,TRM-2025-003,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-31,2026-09-05
ARU_GROUP-2026-00016,ARU_GROUP,2026,1,TERMINALS,4000,External revenue,0,103810,-103810,External customer invoice under source price and volume indices,TRM-2025-003,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-31,2026-09-05
ARU_GROUP-2026-00017,ARU_GROUP,2026,1,TERMINALS,1100,"External receivables, net of allowance",103645,0,103645,External customer invoice under source price and volume indices,TRM-2025-014,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-31,2026-09-05
ARU_GROUP-2026-00017,ARU_GROUP,2026,1,TERMINALS,4000,External revenue,0,103645,-103645,External customer invoice under source price and volume indices,TRM-2025-014,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-31,2026-09-05
ARU_GROUP-2026-00018,ARU_GROUP,2026,1,TERMINALS,1100,"External receivables, net of allowance",102206,0,102206,External customer invoice under source price and volume indices,TRM-2025-015,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-31,2026-09-05
ARU_GROUP-2026-00018,ARU_GROUP,2026,1,TERMINALS,4000,External revenue,0,102206,-102206,External customer invoice under source price and volume indices,TRM-2025-015,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-31,2026-09-05
ARU_GROUP-2026-00019,ARU_GROUP,2026,1,TERMINALS,1100,"External receivables, net of allowance",99039,0,99039,External customer invoice under source price and volume indices,TRM-2025-016,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-31,2026-09-05
ARU_GROUP-2026-00019,ARU_GROUP,2026,1,TERMINALS,4000,External revenue,0,99039,-99039,External customer invoice under source price and volume indices,TRM-2025-016,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-31,2026-09-05
ARU_GROUP-2026-00020,ARU_GROUP,2026,1,TERMINALS,1100,"External receivables, net of allowance",95008,0,95008,External customer invoice under source price and volume indices,TRM-2025-017,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-31,2026-09-05
ARU_GROUP-2026-00020,ARU_GROUP,2026,1,TERMINALS,4000,External revenue,0,95008,-95008,External customer invoice under source price and volume indices,TRM-2025-017,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-31,2026-09-05
ARU_GROUP-2026-00021,ARU_GROUP,2026,1,TERMINALS,1100,"External receivables, net of allowance",92129,0,92129,External customer invoice under source price and volume indices,TRM-2025-018,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-31,2026-09-05
ARU_GROUP-2026-00021,ARU_GROUP,2026,1,TERMINALS,4000,External revenue,0,92129,-92129,External customer invoice under source price and volume indices,TRM-2025-018,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-31,2026-09-05
ARU_GROUP-2026-00022,ARU_GROUP,2026,1,TRUCKING,1100,"External receivables, net of allowance",82669,0,82669,External customer invoice under source price and volume indices,TRK-2025-004,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-31,2026-09-05
ARU_GROUP-2026-00022,ARU_GROUP,2026,1,TRUCKING,4000,External revenue,0,82669,-82669,External customer invoice under source price and volume indices,TRK-2025-004,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-31,2026-09-05
ARU_GROUP-2026-00023,ARU_GROUP,2026,1,TRUCKING,1100,"External receivables, net of allowance",93774,0,93774,External customer invoice under source price and volume indices,TRK-2025-019,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-31,2026-09-05
ARU_GROUP-2026-00023,ARU_GROUP,2026,1,TRUCKING,4000,External revenue,0,93774,-93774,External customer invoice under source price and volume indices,TRK-2025-019,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-31,2026-09-05
ARU_GROUP-2026-00024,ARU_GROUP,2026,1,TRUCKING,1100,"External receivables, net of allowance",89661,0,89661,External customer invoice under source price and volume indices,TRK-2025-020,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-31,2026-09-05
ARU_GROUP-2026-00024,ARU_GROUP,2026,1,TRUCKING,4000,External revenue,0,89661,-89661,External customer invoice under source price and volume indices,TRK-2025-020,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-31,2026-09-05
ARU_GROUP-2026-00025,ARU_GROUP,2026,1,TRUCKING,1100,"External receivables, net of allowance",85137,0,85137,External customer invoice under source price and volume indices,TRK-2025-021,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-31,2026-09-05
ARU_GROUP-2026-00025,ARU_GROUP,2026,1,TRUCKING,4000,External revenue,0,85137,-85137,External customer invoice under source price and volume indices,TRK-2025-021,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-31,2026-09-05
ARU_GROUP-2026-00026,ARU_GROUP,2026,1,TRUCKING,1100,"External receivables, net of allowance",80613,0,80613,External customer invoice under source price and volume indices,TRK-2025-022,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-31,2026-09-05
ARU_GROUP-2026-00026,ARU_GROUP,2026,1,TRUCKING,4000,External revenue,0,80613,-80613,External customer invoice under source price and volume indices,TRK-2025-022,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-31,2026-09-05
ARU_GROUP-2026-00027,ARU_GROUP,2026,1,WAREHOUSE,1100,"External receivables, net of allowance",139921,0,139921,External customer invoice under source price and volume indices,WHS-2025-005,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-31,2026-09-05
ARU_GROUP-2026-00027,ARU_GROUP,2026,1,WAREHOUSE,4000,External revenue,0,139921,-139921,External customer invoice under source price and volume indices,WHS-2025-005,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-31,2026-09-05
ARU_GROUP-2026-00028,ARU_GROUP,2026,1,WAREHOUSE,1100,"External receivables, net of allowance",74279,0,74279,External customer invoice under source price and volume indices,WHS-2025-023,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-31,2026-09-05
ARU_GROUP-2026-00028,ARU_GROUP,2026,1,WAREHOUSE,4000,External revenue,0,74279,-74279,External customer invoice under source price and volume indices,WHS-2025-023,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-31,2026-09-05
ARU_GROUP-2026-00029,ARU_GROUP,2026,1,WAREHOUSE,1100,"External receivables, net of allowance",69097,0,69097,External customer invoice under source price and volume indices,WHS-2025-024,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-31,2026-09-05
ARU_GROUP-2026-00029,ARU_GROUP,2026,1,WAREHOUSE,4000,External revenue,0,69097,-69097,External customer invoice under source price and volume indices,WHS-2025-024,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-31,2026-09-05
ARU_GROUP-2026-00030,ARU_GROUP,2026,1,WAREHOUSE,1100,"External receivables, net of allowance",62187,0,62187,External customer invoice under source price and volume indices,WHS-2025-025,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-31,2026-09-05
ARU_GROUP-2026-00030,ARU_GROUP,2026,1,WAREHOUSE,4000,External revenue,0,62187,-62187,External customer invoice under source price and volume indices,WHS-2025-025,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-31,2026-09-05
ARU_GROUP-2026-00031,ARU_GROUP,2026,1,BST,5000,Payroll and employer burden,404130,0,404130,2026 loaded payroll under source cost index and unchanged census,PAYROLL-2026,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-31,2026-09-05
ARU_GROUP-2026-00031,ARU_GROUP,2026,1,BST,2000,Trade payables,0,404130,-404130,2026 loaded payroll under source cost index and unchanged census,PAYROLL-2026,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-31,2026-09-05
ARU_GROUP-2026-00032,ARU_GROUP,2026,1,BST,5100,External operating cost,507503,0,507503,External suppliers under source cost index,OPEX-2026,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-31,2026-09-05
