scenario,year,month,contract_id,customer_id,segment,source_id,revenue_usd,segment_revenue_volume_factor,canceled_customer,price_index,renewal_price_multiplier,available_at,record_origin,fact_state,period_role,effective_period_end
base,2027,1,TRM-2025-003,ARU-C-003,TERMINALS,SALE-base-202701-TRM-2025-003,133263,1.01496062992126,False,1.0404,1,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,2027,1,TRM-2025-014,ARU-C-014,TERMINALS,SALE-base-202701-TRM-2025-014,133051,1.01496062992126,False,1.0404,1,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,2027,1,TRM-2025-015,ARU-C-015,TERMINALS,SALE-base-202701-TRM-2025-015,131204,1.01496062992126,False,1.0404,1,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,2027,1,TRM-2025-016,ARU-C-016,TERMINALS,SALE-base-202701-TRM-2025-016,127138,1.01496062992126,False,1.0404,1,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,2027,1,TRM-2025-017,ARU-C-017,TERMINALS,SALE-base-202701-TRM-2025-017,121964,1.01496062992126,False,1.0404,1,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,2027,1,TRM-2025-018,ARU-C-018,TERMINALS,SALE-base-202701-TRM-2025-018,118268,1.01496062992126,False,1.0404,1,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,2027,1,TRK-2025-004,ARU-C-004,TRUCKING,SALE-base-202701-TRK-2025-004,106153,1.0152380952380953,False,1.0404,1,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,2027,1,TRK-2025-019,ARU-C-019,TRUCKING,SALE-base-202701-TRK-2025-019,120413,1.0152380952380953,False,1.0404,1,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,2027,1,TRK-2025-020,ARU-C-020,TRUCKING,SALE-base-202701-TRK-2025-020,115132,1.0152380952380953,False,1.0404,1,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,2027,1,TRK-2025-021,ARU-C-021,TRUCKING,SALE-base-202701-TRK-2025-021,109322,1.0152380952380953,False,1.0404,1,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,2027,1,TRK-2025-022,ARU-C-022,TRUCKING,SALE-base-202701-TRK-2025-022,103513,1.0152380952380953,False,1.0404,1,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,2027,1,WHS-2025-005,ARU-C-005,WAREHOUSE,SALE-base-202701-WHS-2025-005,179626,1.0149949341438702,False,1.0404,1,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,2027,1,WHS-2025-023,ARU-C-023,WAREHOUSE,SALE-base-202701-WHS-2025-023,95357,1.0149949341438702,False,1.0404,1,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,2027,1,WHS-2025-024,ARU-C-024,WAREHOUSE,SALE-base-202701-WHS-2025-024,88704,1.0149949341438702,False,1.0404,1,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,2027,1,WHS-2025-025,ARU-C-025,WAREHOUSE,SALE-base-202701-WHS-2025-025,79833,1.0149949341438702,False,1.0404,1,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,2027,2,BST-2025-001,ARU-C-001,BST,SALE-base-202702-BST-2025-001,246974,1.0206349206349206,False,1.0404,1,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-02-28
base,2027,2,BST-2025-006,ARU-C-006,BST,SALE-base-202702-BST-2025-006,106674,1.0206349206349206,False,1.0404,1,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-02-28
base,2027,2,BST-2025-002,ARU-C-002,BST,SALE-base-202702-BST-2025-002,185420,1.0206349206349206,False,1.0404,1,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-02-28
base,2027,2,BST-2025-007,ARU-C-007,BST,SALE-base-202702-BST-2025-007,83534,1.0206349206349206,False,1.0404,1,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-02-28
base,2027,2,BST-2025-004,ARU-C-004,BST,SALE-base-202702-BST-2025-004,96011,1.0206349206349206,False,1.0404,1,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-02-28
base,2027,2,BST-2025-008,ARU-C-008,BST,SALE-base-202702-BST-2025-008,49111,1.0206349206349206,False,1.0404,1,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-02-28
base,2027,2,BST-2025-003,ARU-C-003,BST,SALE-base-202702-BST-2025-003,113434,1.0206349206349206,False,1.0404,1,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-02-28
base,2027,2,BST-2025-009,ARU-C-009,BST,SALE-base-202702-BST-2025-009,60837,1.0206349206349206,False,1.0404,1,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-02-28
base,2027,2,BST-2025-010,ARU-C-010,BST,SALE-base-202702-BST-2025-010,55395,1.0206349206349206,False,1.0404,1,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-02-28
base,2027,2,BST-2025-011,ARU-C-011,BST,SALE-base-202702-BST-2025-011,31043,1.0206349206349206,False,1.0404,1,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-02-28
base,2027,2,BST-2025-012,ARU-C-012,BST,SALE-base-202702-BST-2025-012,92252,1.0206349206349206,False,1.0404,1,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-02-28
base,2027,2,BST-2025-013,ARU-C-013,BST,SALE-base-202702-BST-2025-013,58413,1.0206349206349206,False,1.0404,1,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-02-28
base,2027,2,TRM-2025-001,ARU-C-001,TERMINALS,SALE-base-202702-TRM-2025-001,99419,1.01496062992126,False,1.0404,1,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-02-28
base,2027,2,TRM-2025-002,ARU-C-002,TERMINALS,SALE-base-202702-TRM-2025-002,96674,1.01496062992126,False,1.0404,1,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-02-28
base,2027,2,TRM-2025-003,ARU-C-003,TERMINALS,SALE-base-202702-TRM-2025-003,133263,1.01496062992126,False,1.0404,1,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-02-28
base,2027,2,TRM-2025-014,ARU-C-014,TERMINALS,SALE-base-202702-TRM-2025-014,133051,1.01496062992126,False,1.0404,1,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-02-28
base,2027,2,TRM-2025-015,ARU-C-015,TERMINALS,SALE-base-202702-TRM-2025-015,131204,1.01496062992126,False,1.0404,1,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-02-28
base,2027,2,TRM-2025-016,ARU-C-016,TERMINALS,SALE-base-202702-TRM-2025-016,127138,1.01496062992126,False,1.0404,1,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-02-28
base,2027,2,TRM-2025-017,ARU-C-017,TERMINALS,SALE-base-202702-TRM-2025-017,121964,1.01496062992126,False,1.0404,1,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-02-28
base,2027,2,TRM-2025-018,ARU-C-018,TERMINALS,SALE-base-202702-TRM-2025-018,118268,1.01496062992126,False,1.0404,1,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-02-28
base,2027,2,TRK-2025-004,ARU-C-004,TRUCKING,SALE-base-202702-TRK-2025-004,106153,1.0152380952380953,False,1.0404,1,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-02-28
base,2027,2,TRK-2025-019,ARU-C-019,TRUCKING,SALE-base-202702-TRK-2025-019,120413,1.0152380952380953,False,1.0404,1,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-02-28
base,2027,2,TRK-2025-020,ARU-C-020,TRUCKING,SALE-base-202702-TRK-2025-020,115132,1.0152380952380953,False,1.0404,1,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-02-28
base,2027,2,TRK-2025-021,ARU-C-021,TRUCKING,SALE-base-202702-TRK-2025-021,109322,1.0152380952380953,False,1.0404,1,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-02-28
base,2027,2,TRK-2025-022,ARU-C-022,TRUCKING,SALE-base-202702-TRK-2025-022,103513,1.0152380952380953,False,1.0404,1,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-02-28
base,2027,2,WHS-2025-005,ARU-C-005,WAREHOUSE,SALE-base-202702-WHS-2025-005,179626,1.0149949341438702,False,1.0404,1,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-02-28
base,2027,2,WHS-2025-023,ARU-C-023,WAREHOUSE,SALE-base-202702-WHS-2025-023,95357,1.0149949341438702,False,1.0404,1,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-02-28
base,2027,2,WHS-2025-024,ARU-C-024,WAREHOUSE,SALE-base-202702-WHS-2025-024,88704,1.0149949341438702,False,1.0404,1,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-02-28
base,2027,2,WHS-2025-025,ARU-C-025,WAREHOUSE,SALE-base-202702-WHS-2025-025,79833,1.0149949341438702,False,1.0404,1,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-02-28
base,2027,3,BST-2025-001,ARU-C-001,BST,SALE-base-202703-BST-2025-001,279149,1.0208333333333333,False,1.0404,1,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-03-31
base,2027,3,BST-2025-006,ARU-C-006,BST,SALE-base-202703-BST-2025-006,119838,1.0208333333333333,False,1.0404,1,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-03-31
base,2027,3,BST-2025-002,ARU-C-002,BST,SALE-base-202703-BST-2025-002,208238,1.0208333333333333,False,1.0404,1,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-03-31
base,2027,3,BST-2025-007,ARU-C-007,BST,SALE-base-202703-BST-2025-007,93905,1.0208333333333333,False,1.0404,1,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-03-31
base,2027,3,BST-2025-004,ARU-C-004,BST,SALE-base-202703-BST-2025-004,107978,1.0208333333333333,False,1.0404,1,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-03-31
base,2027,3,BST-2025-008,ARU-C-008,BST,SALE-base-202703-BST-2025-008,54431,1.0208333333333333,False,1.0404,1,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-03-31
base,2027,3,BST-2025-003,ARU-C-003,BST,SALE-base-202703-BST-2025-003,127768,1.0208333333333333,False,1.0404,1,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-03-31
base,2027,3,BST-2025-009,ARU-C-009,BST,SALE-base-202703-BST-2025-009,66982,1.0208333333333333,False,1.0404,1,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-03-31
base,2027,3,BST-2025-010,ARU-C-010,BST,SALE-base-202703-BST-2025-010,62309,1.0208333333333333,False,1.0404,1,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-03-31
base,2027,3,BST-2025-011,ARU-C-011,BST,SALE-base-202703-BST-2025-011,33810,1.0208333333333333,False,1.0404,1,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-03-31
base,2027,3,BST-2025-012,ARU-C-012,BST,SALE-base-202703-BST-2025-012,102689,1.0208333333333333,False,1.0404,1,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-03-31
base,2027,3,BST-2025-013,ARU-C-013,BST,SALE-base-202703-BST-2025-013,65370,1.0208333333333333,False,1.0404,1,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-03-31
base,2027,3,TRM-2025-001,ARU-C-001,TERMINALS,SALE-base-202703-TRM-2025-001,113628,1.015009842519685,False,1.0404,1,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-03-31
base,2027,3,TRM-2025-002,ARU-C-002,TERMINALS,SALE-base-202703-TRM-2025-002,110459,1.015009842519685,False,1.0404,1,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-03-31
base,2027,3,TRM-2025-003,ARU-C-003,TERMINALS,SALE-base-202703-TRM-2025-003,152278,1.015009842519685,False,1.0404,1,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-03-31
base,2027,3,TRM-2025-014,ARU-C-014,TERMINALS,SALE-base-202703-TRM-2025-014,152066,1.015009842519685,False,1.0404,1,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-03-31
base,2027,3,TRM-2025-015,ARU-C-015,TERMINALS,SALE-base-202703-TRM-2025-015,149954,1.015009842519685,False,1.0404,1,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-03-31
base,2027,3,TRM-2025-016,ARU-C-016,TERMINALS,SALE-base-202703-TRM-2025-016,145308,1.015009842519685,False,1.0404,1,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-03-31
base,2027,3,TRM-2025-017,ARU-C-017,TERMINALS,SALE-base-202703-TRM-2025-017,139394,1.015009842519685,False,1.0404,1,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-03-31
base,2027,3,TRM-2025-018,ARU-C-018,TERMINALS,SALE-base-202703-TRM-2025-018,135170,1.015009842519685,False,1.0404,1,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-03-31
base,2027,3,TRK-2025-004,ARU-C-004,TRUCKING,SALE-base-202703-TRK-2025-004,121441,1.015,False,1.0404,1,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-03-31
base,2027,3,TRK-2025-019,ARU-C-019,TRUCKING,SALE-base-202703-TRK-2025-019,137281,1.015,False,1.0404,1,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-03-31
base,2027,3,TRK-2025-020,ARU-C-020,TRUCKING,SALE-base-202703-TRK-2025-020,132001,1.015,False,1.0404,1,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-03-31
base,2027,3,TRK-2025-021,ARU-C-021,TRUCKING,SALE-base-202703-TRK-2025-021,125137,1.015,False,1.0404,1,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-03-31
base,2027,3,TRK-2025-022,ARU-C-022,TRUCKING,SALE-base-202703-TRK-2025-022,118272,1.015,False,1.0404,1,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-03-31
base,2027,3,WHS-2025-005,ARU-C-005,WAREHOUSE,SALE-base-202703-WHS-2025-005,205284,1.0149822695035462,False,1.0404,1,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-03-31
base,2027,3,WHS-2025-023,ARU-C-023,WAREHOUSE,SALE-base-202703-WHS-2025-023,108978,1.0149822695035462,False,1.0404,1,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-03-31
base,2027,3,WHS-2025-024,ARU-C-024,WAREHOUSE,SALE-base-202703-WHS-2025-024,101375,1.0149822695035462,False,1.0404,1,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-03-31
base,2027,3,WHS-2025-025,ARU-C-025,WAREHOUSE,SALE-base-202703-WHS-2025-025,91237,1.0149822695035462,False,1.0404,1,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-03-31
base,2027,4,BST-2025-001,ARU-C-001,BST,SALE-base-202704-BST-2025-001,279149,1.0208333333333333,False,1.0404,1,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-04-30
base,2027,4,BST-2025-006,ARU-C-006,BST,SALE-base-202704-BST-2025-006,119838,1.0208333333333333,False,1.0404,1,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-04-30
base,2027,4,BST-2025-002,ARU-C-002,BST,SALE-base-202704-BST-2025-002,208238,1.0208333333333333,False,1.0404,1,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-04-30
base,2027,4,BST-2025-007,ARU-C-007,BST,SALE-base-202704-BST-2025-007,93905,1.0208333333333333,False,1.0404,1,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-04-30
base,2027,4,BST-2025-004,ARU-C-004,BST,SALE-base-202704-BST-2025-004,107978,1.0208333333333333,False,1.0404,1,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-04-30
base,2027,4,BST-2025-008,ARU-C-008,BST,SALE-base-202704-BST-2025-008,54431,1.0208333333333333,False,1.0404,1,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-04-30
