applied_month,approval_id,contract_id,fact_state,month_index,monthly_rate_usd,original_effective_month,period,reason,scenario,seats,term,term_end_month,unit,version
1,SYNTHETIC_CUSTOMER_ACCEPTANCE,FF-025,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,1,100000.0000,1,2027-01-31,ACTIVATION,base,80,0,13,foundry-field,1
1,SYNTHETIC_CUSTOMER_ACCEPTANCE,FF-026,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,1,115000.0000,1,2027-01-31,ACTIVATION,base,100,0,13,foundry-field,1
1,SYNTHETIC_CUSTOMER_ACCEPTANCE,FF-027,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,1,130000.0000,1,2027-01-31,ACTIVATION,base,120,0,13,foundry-field,1
1,SYNTHETIC_CUSTOMER_ACCEPTANCE,FF-028,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,1,145000.0000,1,2027-01-31,ACTIVATION,base,140,0,13,foundry-field,1
1,SYNTHETIC_CUSTOMER_ACCEPTANCE,FF-029,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,1,160000.0000,1,2027-01-31,ACTIVATION,base,160,0,13,foundry-field,1
1,SYNTHETIC_CUSTOMER_ACCEPTANCE,FF-030,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,1,100000.0000,1,2027-01-31,ACTIVATION,base,80,0,13,foundry-field,1
1,SYNTHETIC_CUSTOMER_ACCEPTANCE,FF-031,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,1,115000.0000,1,2027-01-31,ACTIVATION,base,100,0,13,foundry-field,1
1,SYNTHETIC_CUSTOMER_ACCEPTANCE,FF-032,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,1,130000.0000,1,2027-01-31,ACTIVATION,base,120,0,13,foundry-field,1
1,SYNTHETIC_CUSTOMER_ACCEPTANCE,FF-033,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,1,145000.0000,1,2027-01-31,ACTIVATION,base,140,0,13,foundry-field,1
1,SYNTHETIC_CUSTOMER_ACCEPTANCE,FF-034,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,1,160000.0000,1,2027-01-31,ACTIVATION,base,160,0,13,foundry-field,1
1,SYNTHETIC_CUSTOMER_ACCEPTANCE,FF-035,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,1,100000.0000,1,2027-01-31,ACTIVATION,base,80,0,13,foundry-field,1
1,SYNTHETIC_CUSTOMER_ACCEPTANCE,FF-036,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,1,115000.0000,1,2027-01-31,ACTIVATION,base,100,0,13,foundry-field,1
1,SYNTHETIC_CUSTOMER_ACCEPTANCE,ATL-LIC-001,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,1,20000.0000,1,2027-01-31,ACTIVATION,base,0,0,13,atlas-meridian,1
1,SYNTHETIC_CUSTOMER_ACCEPTANCE,ATL-LIC-013,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,1,20000.0000,1,2027-01-31,ACTIVATION,base,0,0,13,atlas-meridian,1
2,SYNTHETIC_CUSTOMER_ACCEPTANCE,ATL-LIC-002,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,2,25000.0000,2,2027-02-28,ACTIVATION,base,0,0,14,atlas-meridian,1
2,SYNTHETIC_CUSTOMER_ACCEPTANCE,ATL-LIC-014,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,2,25000.0000,2,2027-02-28,ACTIVATION,base,0,0,14,atlas-meridian,1
3,SYNTHETIC_CUSTOMER_ACCEPTANCE,ATL-LIC-003,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,3,15000.0000,3,2027-03-31,ACTIVATION,base,0,0,15,atlas-meridian,1
3,SYNTHETIC_CUSTOMER_ACCEPTANCE,ATL-LIC-015,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,3,15000.0000,3,2027-03-31,ACTIVATION,base,0,0,15,atlas-meridian,1
4,SYNTHETIC_CUSTOMER_ACCEPTANCE,ATL-LIC-004,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,4,20000.0000,4,2027-04-30,ACTIVATION,base,0,0,16,atlas-meridian,1
5,SYNTHETIC_CUSTOMER_ACCEPTANCE,ATL-LIC-005,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,5,25000.0000,5,2027-05-31,ACTIVATION,base,0,0,17,atlas-meridian,1
6,SYN-CUSTOMER-APPROVAL-001,FF-001,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,6,125000.0000,6,2027-06-30,EXPANSION,base,110,0,13,foundry-field,2
7,SYN-CUSTOMER-APPROVAL-002,FF-002,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,7,135000.0000,7,2027-07-31,PRICE,base,120,0,13,foundry-field,2
7,SYNTHETIC_CUSTOMER_ACCEPTANCE,ATL-LIC-006,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,7,15000.0000,7,2027-07-31,ACTIVATION,base,0,0,19,atlas-meridian,1
7,SYNTHETIC_CUSTOMER_ACCEPTANCE,ATL-LIC-007,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,7,20000.0000,7,2027-07-31,ACTIVATION,base,0,0,19,atlas-meridian,1
8,SYN-CUSTOMER-APPROVAL-003,FF-003,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,8,116000.0000,8,2027-08-31,CONTRACTION,base,112,0,13,foundry-field,2
8,SYNTHETIC_CUSTOMER_ACCEPTANCE,ATL-LIC-008,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,8,25000.0000,8,2027-08-31,ACTIVATION,base,0,0,20,atlas-meridian,1
9,SYN-CUSTOMER-APPROVAL-004,FF-004,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,9,0.0000,9,2027-09-30,CANCELLATION,base,160,0,13,foundry-field,2
9,SYNTHETIC_CUSTOMER_ACCEPTANCE,FF-037,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,9,130000.0000,9,2027-09-30,ACTIVATION,base,120,0,21,foundry-field,1
9,SYN-CUSTOMER-APPROVAL-037,FF-037,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,9,142000.0000,8,2027-09-30,EXPANSION,base,132,0,21,foundry-field,2
9,SYNTHETIC_CUSTOMER_ACCEPTANCE,FF-039,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,9,160000.0000,9,2027-09-30,ACTIVATION,base,160,0,21,foundry-field,1
9,SYNTHETIC_CUSTOMER_ACCEPTANCE,ATL-LIC-009,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,9,15000.0000,9,2027-09-30,ACTIVATION,base,0,0,21,atlas-meridian,1
10,SYNTHETIC_CUSTOMER_ACCEPTANCE,FF-040,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,10,100000.0000,10,2027-10-31,ACTIVATION,base,80,0,22,foundry-field,1
10,SYN-CUSTOMER-APPROVAL-ATL-001,ATL-LIC-001,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,10,23500.0000,10,2027-10-31,EXPANSION,base,5,0,13,atlas-meridian,2
10,SYNTHETIC_CUSTOMER_ACCEPTANCE,ATL-LIC-010,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,10,20000.0000,10,2027-10-31,ACTIVATION,base,0,0,22,atlas-meridian,1
11,SYNTHETIC_CUSTOMER_ACCEPTANCE,FF-041,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,11,115000.0000,11,2027-11-30,ACTIVATION,base,100,0,23,foundry-field,1
11,SYNTHETIC_CUSTOMER_ACCEPTANCE,ATL-LIC-011,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,11,25000.0000,11,2027-11-30,ACTIVATION,base,0,0,23,atlas-meridian,1
12,SYNTHETIC_CUSTOMER_ACCEPTANCE,FF-042,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,12,130000.0000,12,2027-12-31,ACTIVATION,base,120,0,24,foundry-field,1
12,SYNTHETIC_CUSTOMER_ACCEPTANCE,ATL-LIC-012,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,12,15000.0000,12,2027-12-31,ACTIVATION,base,0,0,24,atlas-meridian,1
