amount_usd,collected_usd,collection_month,credit_profile,credit_state,credit_usd,customer_id,due_date,due_month,host_settled_usd,host_share,invoice_id,issue_month,recovered_usd,refunded_usd,remaining_usd,scenario,source_id,unit,writtenoff_credit_usd,writtenoff_usd
1380000.0000,1380000.0000,2,CONTRACTUAL,CURRENT,0.0000,SYN-CUSTOMER-026,2027-02-28,2,0.0000,0,INV-base-FF-026-TERM-0,1,0.0000,0.0000,0.0000,base,FF-026-TERM-0,foundry-field,0.0000,0.0000
1560000.0000,1560000.0000,2,CONTRACTUAL,CURRENT,0.0000,SYN-CUSTOMER-027,2027-02-28,2,0.0000,0,INV-base-FF-027-TERM-0,1,0.0000,0.0000,0.0000,base,FF-027-TERM-0,foundry-field,0.0000,0.0000
1740000.0000,1740000.0000,2,CONTRACTUAL,CURRENT,0.0000,SYN-CUSTOMER-028,2027-02-28,2,0.0000,0,INV-base-FF-028-TERM-0,1,0.0000,0.0000,0.0000,base,FF-028-TERM-0,foundry-field,0.0000,0.0000
1920000.0000,1920000.0000,2,CONTRACTUAL,CURRENT,0.0000,SYN-CUSTOMER-029,2027-02-28,2,0.0000,0,INV-base-FF-029-TERM-0,1,0.0000,0.0000,0.0000,base,FF-029-TERM-0,foundry-field,0.0000,0.0000
1200000.0000,1200000.0000,2,CONTRACTUAL,CURRENT,0.0000,SYN-CUSTOMER-030,2027-02-28,2,0.0000,0,INV-base-FF-030-TERM-0,1,0.0000,0.0000,0.0000,base,FF-030-TERM-0,foundry-field,0.0000,0.0000
1380000.0000,1380000.0000,2,CONTRACTUAL,CURRENT,0.0000,SYN-CUSTOMER-031,2027-02-28,2,0.0000,0,INV-base-FF-031-TERM-0,1,0.0000,0.0000,0.0000,base,FF-031-TERM-0,foundry-field,0.0000,0.0000
1560000.0000,1560000.0000,2,CONTRACTUAL,CURRENT,0.0000,SYN-CUSTOMER-032,2027-02-28,2,0.0000,0,INV-base-FF-032-TERM-0,1,0.0000,0.0000,0.0000,base,FF-032-TERM-0,foundry-field,0.0000,0.0000
1740000.0000,1740000.0000,2,CONTRACTUAL,CURRENT,0.0000,SYN-CUSTOMER-033,2027-02-28,2,0.0000,0,INV-base-FF-033-TERM-0,1,0.0000,0.0000,0.0000,base,FF-033-TERM-0,foundry-field,0.0000,0.0000
1920000.0000,1920000.0000,2,CONTRACTUAL,CURRENT,0.0000,SYN-CUSTOMER-034,2027-02-28,2,0.0000,0,INV-base-FF-034-TERM-0,1,0.0000,0.0000,0.0000,base,FF-034-TERM-0,foundry-field,0.0000,0.0000
1200000.0000,1200000.0000,2,CONTRACTUAL,CURRENT,0.0000,SYN-CUSTOMER-035,2027-02-28,2,0.0000,0,INV-base-FF-035-TERM-0,1,0.0000,0.0000,0.0000,base,FF-035-TERM-0,foundry-field,0.0000,0.0000
1380000.0000,1380000.0000,2,CONTRACTUAL,CURRENT,0.0000,SYN-CUSTOMER-036,2027-02-28,2,0.0000,0,INV-base-FF-036-TERM-0,1,0.0000,0.0000,0.0000,base,FF-036-TERM-0,foundry-field,0.0000,0.0000
240000.0000,240000.0000,2,CONTRACTUAL,CURRENT,3000.0000,SYN-CUSTOMER-001,2027-02-28,2,0.0000,0,INV-base-ATL-LIC-001-TERM-0,1,0.0000,3000.0000,0.0000,base,ATL-LIC-001-TERM-0,atlas-meridian,0.0000,0.0000
240000.0000,240000.0000,2,CONTRACTUAL,CURRENT,0.0000,SYN-ATLAS-SELFSERVE-013,2027-02-28,2,0.0000,0,INV-base-ATL-LIC-013-TERM-0,1,0.0000,0.0000,0.0000,base,ATL-LIC-013-TERM-0,atlas-meridian,0.0000,0.0000
288000.0000,288000.0000,2,CONTRACTUAL,CURRENT,0.0000,SYN-CUSTOMER-001,2027-02-28,2,0.0000,0,INV-base-base-01-MATTER_ACCEPTANCE-ADV-2027-01,1,0.0000,0.0000,0.0000,base,base-01-MATTER_ACCEPTANCE-ADV-2027-01,advisory,0.0000,0.0000
300000.0000,300000.0000,3,CONTRACTUAL,CURRENT,0.0000,SYN-CUSTOMER-002,2027-03-31,3,0.0000,0,INV-base-ATL-LIC-002-TERM-0,2,0.0000,0.0000,0.0000,base,ATL-LIC-002-TERM-0,atlas-meridian,0.0000,0.0000
300000.0000,300000.0000,3,CONTRACTUAL,CURRENT,0.0000,SYN-ATLAS-SELFSERVE-014,2027-03-31,3,0.0000,0,INV-base-ATL-LIC-014-TERM-0,2,0.0000,0.0000,0.0000,base,ATL-LIC-014-TERM-0,atlas-meridian,0.0000,0.0000
600000.0000,600000.0000,3,CONTRACTUAL,CURRENT,0.0000,SYN-CUSTOMER-003,2027-03-31,3,0.0000,0,INV-base-base-02-MATTER_ACCEPTANCE-ADV-2027-03,2,0.0000,0.0000,0.0000,base,base-02-MATTER_ACCEPTANCE-ADV-2027-03,advisory,0.0000,0.0000
396000.0000,396000.0000,3,CONTRACTUAL,CURRENT,0.0000,SYN-CUSTOMER-004,2027-03-31,3,0.0000,0,INV-base-base-02-MATTER_ACCEPTANCE-ADV-2027-04,2,0.0000,0.0000,0.0000,base,base-02-MATTER_ACCEPTANCE-ADV-2027-04,advisory,0.0000,0.0000
168000.0000,168000.0000,3,CONTRACTUAL,CURRENT,0.0000,SYN-ATLAS-PARTNER-01,2027-03-31,3,0.0000,0,INV-base-base-02-OUTCOME_ACCEPTED-ATL-2027-01-evaluated-workflow,2,0.0000,0.0000,0.0000,base,base-02-OUTCOME_ACCEPTED-ATL-2027-01-evaluated-workflow,atlas-meridian,0.0000,0.0000
99760.3200,99760.3200,3,CONTRACTUAL,CURRENT,0.0000,SYN-SPECIALIST-REFINER,2027-03-31,3,19952.0640,0.20,INV-base-base-02-DOWNSTREAM_ACCEPTANCE-STREAM17-base-01,2,0.0000,0.0000,0.0000,base,base-02-DOWNSTREAM_ACCEPTANCE-STREAM17-base-01,project-cradle,0.0000,0.0000
180000.0000,180000.0000,4,CONTRACTUAL,CURRENT,0.0000,SYN-CUSTOMER-003,2027-04-30,4,0.0000,0,INV-base-ATL-LIC-003-TERM-0,3,0.0000,0.0000,0.0000,base,ATL-LIC-003-TERM-0,atlas-meridian,0.0000,0.0000
180000.0000,180000.0000,4,CONTRACTUAL,CURRENT,0.0000,SYN-ATLAS-SELFSERVE-015,2027-04-30,4,0.0000,0,INV-base-ATL-LIC-015-TERM-0,3,0.0000,0.0000,0.0000,base,ATL-LIC-015-TERM-0,atlas-meridian,0.0000,0.0000
432000.0000,432000.0000,4,CONTRACTUAL,CURRENT,0.0000,SYN-CUSTOMER-002,2027-04-30,4,0.0000,0,INV-base-base-03-MATTER_ACCEPTANCE-ADV-2027-02,3,0.0000,0.0000,0.0000,base,base-03-MATTER_ACCEPTANCE-ADV-2027-02,advisory,0.0000,0.0000
384000.0000,384000.0000,4,CONTRACTUAL,CURRENT,0.0000,SYN-CUSTOMER-005,2027-04-30,4,0.0000,0,INV-base-base-03-MATTER_ACCEPTANCE-ADV-2027-05,3,0.0000,0.0000,0.0000,base,base-03-MATTER_ACCEPTANCE-ADV-2027-05,advisory,0.0000,0.0000
168000.0000,168000.0000,4,CONTRACTUAL,CURRENT,0.0000,SYN-ATLAS-PARTNER-02,2027-04-30,4,0.0000,0,INV-base-base-03-OUTCOME_ACCEPTED-ATL-2027-02-evaluated-workflow,3,0.0000,0.0000,0.0000,base,base-03-OUTCOME_ACCEPTED-ATL-2027-02-evaluated-workflow,atlas-meridian,0.0000,0.0000
554.4000,554.4000,4,CONTRACTUAL,CURRENT,0.0000,SYN-SPECIALIST-REFINER,2027-04-30,4,0.0000,0,INV-base-base-03-DOWNSTREAM_ACCEPTANCE-DEMOTTE-base-01,3,0.0000,0.0000,0.0000,base,base-03-DOWNSTREAM_ACCEPTANCE-DEMOTTE-base-01,project-cradle,0.0000,0.0000
99760.3200,99760.3200,4,CONTRACTUAL,CURRENT,0.0000,SYN-SPECIALIST-REFINER,2027-04-30,4,19952.0640,0.20,INV-base-base-03-DOWNSTREAM_ACCEPTANCE-STREAM17-base-02,3,0.0000,0.0000,0.0000,base,base-03-DOWNSTREAM_ACCEPTANCE-STREAM17-base-02,project-cradle,0.0000,0.0000
240000.0000,240000.0000,5,CONTRACTUAL,CURRENT,0.0000,SYN-CUSTOMER-004,2027-05-31,5,0.0000,0,INV-base-ATL-LIC-004-TERM-0,4,0.0000,0.0000,0.0000,base,ATL-LIC-004-TERM-0,atlas-meridian,0.0000,0.0000
108000.0000,108000.0000,5,CONTRACTUAL,CURRENT,0.0000,SYN-CUSTOMER-002,2027-05-31,5,0.0000,0,INV-base-base-04-VALUE_CERTIFIED-ADV-2027-02,4,0.0000,0.0000,0.0000,base,base-04-VALUE_CERTIFIED-ADV-2027-02,advisory,0.0000,0.0000
360000.0000,360000.0000,5,CONTRACTUAL,CURRENT,0.0000,SYN-CUSTOMER-007,2027-05-31,5,0.0000,0,INV-base-base-04-MATTER_ACCEPTANCE-ADV-2027-07,4,0.0000,0.0000,0.0000,base,base-04-MATTER_ACCEPTANCE-ADV-2027-07,advisory,0.0000,0.0000
528000.0000,528000.0000,5,CONTRACTUAL,CURRENT,0.0000,SYN-CUSTOMER-008,2027-05-31,5,0.0000,0,INV-base-base-04-MATTER_ACCEPTANCE-ADV-2027-08,4,0.0000,0.0000,0.0000,base,base-04-MATTER_ACCEPTANCE-ADV-2027-08,advisory,0.0000,0.0000
252000.0000,252000.0000,5,CONTRACTUAL,CURRENT,0.0000,SYN-ATLAS-PARTNER-01,2027-05-31,5,0.0000,0,INV-base-base-04-OUTCOME_ACCEPTED-ATL-2027-01-accepted-transfer,4,0.0000,0.0000,0.0000,base,base-04-OUTCOME_ACCEPTED-ATL-2027-01-accepted-transfer,atlas-meridian,0.0000,0.0000
168000.0000,168000.0000,5,CONTRACTUAL,CURRENT,0.0000,SYN-ATLAS-PARTNER-03,2027-05-31,5,0.0000,0,INV-base-base-04-OUTCOME_ACCEPTED-ATL-2027-03-evaluated-workflow,4,0.0000,0.0000,0.0000,base,base-04-OUTCOME_ACCEPTED-ATL-2027-03-evaluated-workflow,atlas-meridian,0.0000,0.0000
554.4000,554.4000,5,CONTRACTUAL,CURRENT,0.0000,SYN-SPECIALIST-REFINER,2027-05-31,5,0.0000,0,INV-base-base-04-DOWNSTREAM_ACCEPTANCE-DEMOTTE-base-02,4,0.0000,0.0000,0.0000,base,base-04-DOWNSTREAM_ACCEPTANCE-DEMOTTE-base-02,project-cradle,0.0000,0.0000
99760.3200,99760.3200,5,CONTRACTUAL,CURRENT,0.0000,SYN-SPECIALIST-REFINER,2027-05-31,5,19952.0640,0.20,INV-base-base-04-DOWNSTREAM_ACCEPTANCE-STREAM17-base-03,4,0.0000,0.0000,0.0000,base,base-04-DOWNSTREAM_ACCEPTANCE-STREAM17-base-03,project-cradle,0.0000,0.0000
300000.0000,300000.0000,6,CONTRACTUAL,CURRENT,0.0000,SYN-CUSTOMER-005,2027-06-30,6,0.0000,0,INV-base-ATL-LIC-005-TERM-0,5,0.0000,0.0000,0.0000,base,ATL-LIC-005-TERM-0,atlas-meridian,0.0000,0.0000
480000.0000,480000.0000,6,CONTRACTUAL,CURRENT,0.0000,SYN-CUSTOMER-009,2027-06-30,6,0.0000,0,INV-base-base-05-MATTER_ACCEPTANCE-ADV-2027-09,5,0.0000,0.0000,0.0000,base,base-05-MATTER_ACCEPTANCE-ADV-2027-09,advisory,0.0000,0.0000
324000.0000,324000.0000,6,CONTRACTUAL,CURRENT,0.0000,SYN-CUSTOMER-010,2027-06-30,6,0.0000,0,INV-base-base-05-MATTER_ACCEPTANCE-ADV-2027-10,5,0.0000,0.0000,0.0000,base,base-05-MATTER_ACCEPTANCE-ADV-2027-10,advisory,0.0000,0.0000
168000.0000,168000.0000,6,CONTRACTUAL,CURRENT,0.0000,SYN-ATLAS-PARTNER-04,2027-06-30,6,0.0000,0,INV-base-base-05-OUTCOME_ACCEPTED-ATL-2027-04-evaluated-workflow,5,0.0000,0.0000,0.0000,base,base-05-OUTCOME_ACCEPTED-ATL-2027-04-evaluated-workflow,atlas-meridian,0.0000,0.0000
99760.3200,99760.3200,6,CONTRACTUAL,CURRENT,0.0000,SYN-SPECIALIST-REFINER,2027-06-30,6,19952.0640,0.20,INV-base-base-05-DOWNSTREAM_ACCEPTANCE-STREAM17-base-04,5,0.0000,0.0000,0.0000,base,base-05-DOWNSTREAM_ACCEPTANCE-STREAM17-base-04,project-cradle,0.0000,0.0000
70000.0000,70000.0000,7,CONTRACTUAL,CURRENT,0.0000,SYN-CUSTOMER-001,2027-07-31,7,0.0000,0,INV-base-FF-001-SYN-AMEND-001,6,0.0000,0.0000,0.0000,base,FF-001-SYN-AMEND-001,foundry-field,0.0000,0.0000
166400.0000,166400.0000,7,CONTRACTUAL,CURRENT,0.0000,SYN-CUSTOMER-001,2027-07-31,7,0.0000,0,INV-base-base-06-VALUE_CERTIFIED-ADV-2027-01,6,0.0000,0.0000,0.0000,base,base-06-VALUE_CERTIFIED-ADV-2027-01,advisory,0.0000,0.0000
480000.0000,480000.0000,7,CONTRACTUAL,CURRENT,0.0000,SYN-CUSTOMER-011,2027-07-31,7,0.0000,0,INV-base-base-06-MATTER_ACCEPTANCE-ADV-2027-11,6,0.0000,0.0000,0.0000,base,base-06-MATTER_ACCEPTANCE-ADV-2027-11,advisory,0.0000,0.0000
660000.0000,660000.0000,7,CONTRACTUAL,CURRENT,0.0000,SYN-CUSTOMER-012,2027-07-31,7,0.0000,0,INV-base-base-06-MATTER_ACCEPTANCE-ADV-2027-12,6,0.0000,0.0000,0.0000,base,base-06-MATTER_ACCEPTANCE-ADV-2027-12,advisory,0.0000,0.0000
252000.0000,252000.0000,7,CONTRACTUAL,CURRENT,0.0000,SYN-ATLAS-PARTNER-02,2027-07-31,7,0.0000,0,INV-base-base-06-OUTCOME_ACCEPTED-ATL-2027-02-accepted-transfer,6,0.0000,0.0000,0.0000,base,base-06-OUTCOME_ACCEPTED-ATL-2027-02-accepted-transfer,atlas-meridian,0.0000,0.0000
252000.0000,252000.0000,7,CONTRACTUAL,CURRENT,0.0000,SYN-ATLAS-PARTNER-03,2027-07-31,7,0.0000,0,INV-base-base-06-OUTCOME_ACCEPTED-ATL-2027-03-accepted-transfer,6,0.0000,0.0000,0.0000,base,base-06-OUTCOME_ACCEPTED-ATL-2027-03-accepted-transfer,atlas-meridian,0.0000,0.0000
168000.0000,168000.0000,7,CONTRACTUAL,CURRENT,0.0000,SYN-ATLAS-PARTNER-05,2027-07-31,7,0.0000,0,INV-base-base-06-OUTCOME_ACCEPTED-ATL-2027-05-evaluated-workflow,6,0.0000,0.0000,0.0000,base,base-06-OUTCOME_ACCEPTED-ATL-2027-05-evaluated-workflow,atlas-meridian,0.0000,0.0000
554.4000,554.4000,7,CONTRACTUAL,CURRENT,0.0000,SYN-SPECIALIST-REFINER,2027-07-31,7,0.0000,0,INV-base-base-06-DOWNSTREAM_ACCEPTANCE-DEMOTTE-base-04,6,0.0000,0.0000,0.0000,base,base-06-DOWNSTREAM_ACCEPTANCE-DEMOTTE-base-04,project-cradle,0.0000,0.0000
99760.3200,99760.3200,7,CONTRACTUAL,CURRENT,0.0000,SYN-SPECIALIST-REFINER,2027-07-31,7,19952.0640,0.20,INV-base-base-06-DOWNSTREAM_ACCEPTANCE-STREAM17-base-05,6,0.0000,0.0000,0.0000,base,base-06-DOWNSTREAM_ACCEPTANCE-STREAM17-base-05,project-cradle,0.0000,0.0000
30000.0000,30000.0000,8,CONTRACTUAL,CURRENT,0.0000,SYN-CUSTOMER-002,2027-08-31,8,0.0000,0,INV-base-FF-002-SYN-AMEND-002,7,0.0000,0.0000,0.0000,base,FF-002-SYN-AMEND-002,foundry-field,0.0000,0.0000
180000.0000,180000.0000,8,CONTRACTUAL,CURRENT,0.0000,SYN-CUSTOMER-006,2027-08-31,8,0.0000,0,INV-base-ATL-LIC-006-TERM-0,7,0.0000,0.0000,0.0000,base,ATL-LIC-006-TERM-0,atlas-meridian,0.0000,0.0000
240000.0000,240000.0000,8,CONTRACTUAL,CURRENT,0.0000,SYN-CUSTOMER-007,2027-08-31,8,0.0000,0,INV-base-ATL-LIC-007-TERM-0,7,0.0000,0.0000,0.0000,base,ATL-LIC-007-TERM-0,atlas-meridian,0.0000,0.0000
132000.0000,132000.0000,8,CONTRACTUAL,CURRENT,0.0000,SYN-CUSTOMER-008,2027-08-31,8,0.0000,0,INV-base-base-07-VALUE_CERTIFIED-ADV-2027-08,7,0.0000,0.0000,0.0000,base,base-07-VALUE_CERTIFIED-ADV-2027-08,advisory,0.0000,0.0000
288000.0000,288000.0000,8,CONTRACTUAL,CURRENT,0.0000,SYN-CUSTOMER-013,2027-08-31,8,0.0000,0,INV-base-base-07-MATTER_ACCEPTANCE-ADV-2027-13,7,0.0000,0.0000,0.0000,base,base-07-MATTER_ACCEPTANCE-ADV-2027-13,advisory,0.0000,0.0000
432000.0000,432000.0000,8,CONTRACTUAL,CURRENT,0.0000,SYN-CUSTOMER-014,2027-08-31,8,0.0000,0,INV-base-base-07-MATTER_ACCEPTANCE-ADV-2027-14,7,0.0000,0.0000,0.0000,base,base-07-MATTER_ACCEPTANCE-ADV-2027-14,advisory,0.0000,0.0000
252000.0000,252000.0000,8,CONTRACTUAL,CURRENT,0.0000,SYN-ATLAS-PARTNER-04,2027-08-31,8,0.0000,0,INV-base-base-07-OUTCOME_ACCEPTED-ATL-2027-04-accepted-transfer,7,0.0000,0.0000,0.0000,base,base-07-OUTCOME_ACCEPTED-ATL-2027-04-accepted-transfer,atlas-meridian,0.0000,0.0000
1298.8800,1298.8800,8,CONTRACTUAL,CURRENT,0.0000,SYN-SPECIALIST-REFINER,2027-08-31,8,0.0000,0,INV-base-base-07-DOWNSTREAM_ACCEPTANCE-DEMOTTE-base-05,7,0.0000,0.0000,0.0000,base,base-07-DOWNSTREAM_ACCEPTANCE-DEMOTTE-base-05,project-cradle,0.0000,0.0000
99760.3200,99760.3200,8,CONTRACTUAL,CURRENT,0.0000,SYN-SPECIALIST-REFINER,2027-08-31,8,19952.0640,0.20,INV-base-base-07-DOWNSTREAM_ACCEPTANCE-STREAM17-base-06,7,0.0000,0.0000,0.0000,base,base-07-DOWNSTREAM_ACCEPTANCE-STREAM17-base-06,project-cradle,0.0000,0.0000
300000.0000,300000.0000,9,CONTRACTUAL,CURRENT,0.0000,SYN-CUSTOMER-008,2027-09-30,9,0.0000,0,INV-base-ATL-LIC-008-TERM-0,8,0.0000,0.0000,0.0000,base,ATL-LIC-008-TERM-0,atlas-meridian,0.0000,0.0000
96000.0000,96000.0000,9,CONTRACTUAL,CURRENT,0.0000,SYN-CUSTOMER-005,2027-09-30,9,0.0000,0,INV-base-base-08-VALUE_CERTIFIED-ADV-2027-05,8,0.0000,0.0000,0.0000,base,base-08-VALUE_CERTIFIED-ADV-2027-05,advisory,0.0000,0.0000
600000.0000,600000.0000,9,CONTRACTUAL,CURRENT,0.0000,SYN-CUSTOMER-015,2027-09-30,9,0.0000,0,INV-base-base-08-MATTER_ACCEPTANCE-ADV-2027-15,8,0.0000,0.0000,0.0000,base,base-08-MATTER_ACCEPTANCE-ADV-2027-15,advisory,0.0000,0.0000
396000.0000,396000.0000,9,CONTRACTUAL,CURRENT,0.0000,SYN-CUSTOMER-016,2027-09-30,9,0.0000,0,INV-base-base-08-MATTER_ACCEPTANCE-ADV-2027-16,8,0.0000,0.0000,0.0000,base,base-08-MATTER_ACCEPTANCE-ADV-2027-16,advisory,0.0000,0.0000
252000.0000,252000.0000,9,CONTRACTUAL,CURRENT,0.0000,SYN-ATLAS-PARTNER-05,2027-09-30,9,0.0000,0,INV-base-base-08-OUTCOME_ACCEPTED-ATL-2027-05-accepted-transfer,8,0.0000,0.0000,0.0000,base,base-08-OUTCOME_ACCEPTED-ATL-2027-05-accepted-transfer,atlas-meridian,0.0000,0.0000
1298.8800,1298.8800,9,CONTRACTUAL,CURRENT,0.0000,SYN-SPECIALIST-REFINER,2027-09-30,9,0.0000,0,INV-base-base-08-DOWNSTREAM_ACCEPTANCE-DEMOTTE-base-06,8,0.0000,0.0000,0.0000,base,base-08-DOWNSTREAM_ACCEPTANCE-DEMOTTE-base-06,project-cradle,0.0000,0.0000
99760.3200,99760.3200,9,CONTRACTUAL,CURRENT,0.0000,SYN-SPECIALIST-REFINER,2027-09-30,9,19952.0640,0.20,INV-base-base-08-DOWNSTREAM_ACCEPTANCE-STREAM17-base-07,8,0.0000,0.0000,0.0000,base,base-08-DOWNSTREAM_ACCEPTANCE-STREAM17-base-07,project-cradle,0.0000,0.0000
120000.0000,120000.0000,10,CONTRACTUAL,CURRENT,0.0000,SYN-CUSTOMER-037,2027-10-31,10,0.0000,0,INV-base-base-09-DEPLOYMENT_ACCEPTANCE-FF-037,9,0.0000,0.0000,0.0000,base,base-09-DEPLOYMENT_ACCEPTANCE-FF-037,foundry-field,0.0000,0.0000
