scenario,entity,year,month,journal_id,event_id,source_id,fact_state,record_origin,available_at,invoice_id,counterparty,amount_usd,invoice_date,revenue_account,source_contract_or_service,evidence_role
base,ARU_GROUP,2027,1,base-ARU_GROUP-2027-000019,EV-base-base-ARU_GROUP-2027-000019,SALE-base-202701-TRM-2025-016,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000019-1,ARU-C-016,127138,2027-01-31,4000,SALE-base-202701-TRM-2025-016,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,1,base-ARU_GROUP-2027-000020,EV-base-base-ARU_GROUP-2027-000020,SALE-base-202701-TRM-2025-017,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000020-1,ARU-C-017,121964,2027-01-31,4000,SALE-base-202701-TRM-2025-017,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,1,base-ARU_GROUP-2027-000021,EV-base-base-ARU_GROUP-2027-000021,SALE-base-202701-TRM-2025-018,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000021-1,ARU-C-018,118268,2027-01-31,4000,SALE-base-202701-TRM-2025-018,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,1,base-ARU_GROUP-2027-000022,EV-base-base-ARU_GROUP-2027-000022,SALE-base-202701-TRK-2025-004,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000022-1,ARU-C-004,106153,2027-01-31,4000,SALE-base-202701-TRK-2025-004,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,1,base-ARU_GROUP-2027-000023,EV-base-base-ARU_GROUP-2027-000023,SALE-base-202701-TRK-2025-019,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000023-1,ARU-C-019,120413,2027-01-31,4000,SALE-base-202701-TRK-2025-019,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,1,base-ARU_GROUP-2027-000024,EV-base-base-ARU_GROUP-2027-000024,SALE-base-202701-TRK-2025-020,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000024-1,ARU-C-020,115132,2027-01-31,4000,SALE-base-202701-TRK-2025-020,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,1,base-ARU_GROUP-2027-000025,EV-base-base-ARU_GROUP-2027-000025,SALE-base-202701-TRK-2025-021,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000025-1,ARU-C-021,109322,2027-01-31,4000,SALE-base-202701-TRK-2025-021,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,1,base-ARU_GROUP-2027-000026,EV-base-base-ARU_GROUP-2027-000026,SALE-base-202701-TRK-2025-022,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000026-1,ARU-C-022,103513,2027-01-31,4000,SALE-base-202701-TRK-2025-022,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,1,base-ARU_GROUP-2027-000027,EV-base-base-ARU_GROUP-2027-000027,SALE-base-202701-WHS-2025-005,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000027-1,ARU-C-005,179626,2027-01-31,4000,SALE-base-202701-WHS-2025-005,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,1,base-ARU_GROUP-2027-000028,EV-base-base-ARU_GROUP-2027-000028,SALE-base-202701-WHS-2025-023,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000028-1,ARU-C-023,95357,2027-01-31,4000,SALE-base-202701-WHS-2025-023,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,1,base-ARU_GROUP-2027-000029,EV-base-base-ARU_GROUP-2027-000029,SALE-base-202701-WHS-2025-024,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000029-1,ARU-C-024,88704,2027-01-31,4000,SALE-base-202701-WHS-2025-024,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,1,base-ARU_GROUP-2027-000030,EV-base-base-ARU_GROUP-2027-000030,SALE-base-202701-WHS-2025-025,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000030-1,ARU-C-025,79833,2027-01-31,4000,SALE-base-202701-WHS-2025-025,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,1,base-ARU_GROUP-2027-000067,EV-base-base-ARU_GROUP-2027-000067,IC-base-202701-acid-BST,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000067-1,RWH_PS,3876,2027-01-31,4100,IC-base-202701-acid-BST,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,1,base-ARU_GROUP-2027-000069,EV-base-base-ARU_GROUP-2027-000069,IC-base-202701-acid-TERMINALS,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000069-1,RWH_PS,2856,2027-01-31,4100,IC-base-202701-acid-TERMINALS,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,1,base-ARU_GROUP-2027-000071,EV-base-base-ARU_GROUP-2027-000071,IC-base-202701-acid-TRUCKING,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000071-1,RWH_PS,5549,2027-01-31,4100,IC-base-202701-acid-TRUCKING,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,1,base-ARU_GROUP-2027-000073,EV-base-base-ARU_GROUP-2027-000073,IC-base-202701-binder-BST,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000073-1,RWH_PS,4335,2027-01-31,4100,IC-base-202701-binder-BST,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,1,base-ARU_GROUP-2027-000075,EV-base-base-ARU_GROUP-2027-000075,IC-base-202701-binder-TERMINALS,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000075-1,RWH_PS,2040,2027-01-31,4100,IC-base-202701-binder-TERMINALS,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,1,base-ARU_GROUP-2027-000077,EV-base-base-ARU_GROUP-2027-000077,IC-base-202701-binder-TRUCKING,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000077-1,RWH_PS,5814,2027-01-31,4100,IC-base-202701-binder-TRUCKING,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,1,base-ARU_GROUP-2027-000079,EV-base-base-ARU_GROUP-2027-000079,IC-base-202701-lime-BST,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000079-1,RWH_PS,867,2027-01-31,4100,IC-base-202701-lime-BST,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,1,base-ARU_GROUP-2027-000081,EV-base-base-ARU_GROUP-2027-000081,IC-base-202701-lime-TERMINALS,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000081-1,RWH_PS,459,2027-01-31,4100,IC-base-202701-lime-TERMINALS,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,1,base-ARU_GROUP-2027-000083,EV-base-base-ARU_GROUP-2027-000083,IC-base-202701-lime-TRUCKING,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000083-1,RWH_PS,1224,2027-01-31,4100,IC-base-202701-lime-TRUCKING,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,1,base-ARU_GROUP-2027-000085,EV-base-base-ARU_GROUP-2027-000085,IC-base-202701-steel-BST,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000085-1,RWH_PS,1938,2027-01-31,4100,IC-base-202701-steel-BST,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,1,base-ARU_GROUP-2027-000087,EV-base-base-ARU_GROUP-2027-000087,IC-base-202701-steel-TERMINALS,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000087-1,RWH_PS,1326,2027-01-31,4100,IC-base-202701-steel-TERMINALS,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,1,base-ARU_GROUP-2027-000089,EV-base-base-ARU_GROUP-2027-000089,IC-base-202701-steel-TRUCKING,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000089-1,RWH_PS,2295,2027-01-31,4100,IC-base-202701-steel-TRUCKING,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,1,base-ARU_GROUP-2027-000091,EV-base-base-ARU_GROUP-2027-000091,IC-base-202701-mro-BST,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000091-1,RWH_PS,765,2027-01-31,4100,IC-base-202701-mro-BST,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,1,base-ARU_GROUP-2027-000093,EV-base-base-ARU_GROUP-2027-000093,IC-base-202701-mro-TERMINALS,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000093-1,RWH_PS,510,2027-01-31,4100,IC-base-202701-mro-TERMINALS,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,1,base-ARU_GROUP-2027-000095,EV-base-base-ARU_GROUP-2027-000095,IC-base-202701-mro-TRUCKING,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000095-1,RWH_PS,663,2027-01-31,4100,IC-base-202701-mro-TRUCKING,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,2,base-ARU_GROUP-2027-000154,EV-base-base-ARU_GROUP-2027-000154,SALE-base-202702-BST-2025-001,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000154-1,ARU-C-001,246974,2027-02-28,4000,SALE-base-202702-BST-2025-001,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,2,base-ARU_GROUP-2027-000155,EV-base-base-ARU_GROUP-2027-000155,SALE-base-202702-BST-2025-006,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000155-1,ARU-C-006,106674,2027-02-28,4000,SALE-base-202702-BST-2025-006,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,2,base-ARU_GROUP-2027-000156,EV-base-base-ARU_GROUP-2027-000156,SALE-base-202702-BST-2025-002,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000156-1,ARU-C-002,185420,2027-02-28,4000,SALE-base-202702-BST-2025-002,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,2,base-ARU_GROUP-2027-000157,EV-base-base-ARU_GROUP-2027-000157,SALE-base-202702-BST-2025-007,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000157-1,ARU-C-007,83534,2027-02-28,4000,SALE-base-202702-BST-2025-007,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,2,base-ARU_GROUP-2027-000158,EV-base-base-ARU_GROUP-2027-000158,SALE-base-202702-BST-2025-004,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000158-1,ARU-C-004,96011,2027-02-28,4000,SALE-base-202702-BST-2025-004,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,2,base-ARU_GROUP-2027-000159,EV-base-base-ARU_GROUP-2027-000159,SALE-base-202702-BST-2025-008,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000159-1,ARU-C-008,49111,2027-02-28,4000,SALE-base-202702-BST-2025-008,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,2,base-ARU_GROUP-2027-000160,EV-base-base-ARU_GROUP-2027-000160,SALE-base-202702-BST-2025-003,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000160-1,ARU-C-003,113434,2027-02-28,4000,SALE-base-202702-BST-2025-003,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,2,base-ARU_GROUP-2027-000161,EV-base-base-ARU_GROUP-2027-000161,SALE-base-202702-BST-2025-009,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000161-1,ARU-C-009,60837,2027-02-28,4000,SALE-base-202702-BST-2025-009,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,2,base-ARU_GROUP-2027-000162,EV-base-base-ARU_GROUP-2027-000162,SALE-base-202702-BST-2025-010,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000162-1,ARU-C-010,55395,2027-02-28,4000,SALE-base-202702-BST-2025-010,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,2,base-ARU_GROUP-2027-000163,EV-base-base-ARU_GROUP-2027-000163,SALE-base-202702-BST-2025-011,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000163-1,ARU-C-011,31043,2027-02-28,4000,SALE-base-202702-BST-2025-011,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,2,base-ARU_GROUP-2027-000164,EV-base-base-ARU_GROUP-2027-000164,SALE-base-202702-BST-2025-012,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000164-1,ARU-C-012,92252,2027-02-28,4000,SALE-base-202702-BST-2025-012,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,2,base-ARU_GROUP-2027-000165,EV-base-base-ARU_GROUP-2027-000165,SALE-base-202702-BST-2025-013,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000165-1,ARU-C-013,58413,2027-02-28,4000,SALE-base-202702-BST-2025-013,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,2,base-ARU_GROUP-2027-000166,EV-base-base-ARU_GROUP-2027-000166,SALE-base-202702-TRM-2025-001,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000166-1,ARU-C-001,99419,2027-02-28,4000,SALE-base-202702-TRM-2025-001,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,2,base-ARU_GROUP-2027-000167,EV-base-base-ARU_GROUP-2027-000167,SALE-base-202702-TRM-2025-002,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000167-1,ARU-C-002,96674,2027-02-28,4000,SALE-base-202702-TRM-2025-002,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,2,base-ARU_GROUP-2027-000168,EV-base-base-ARU_GROUP-2027-000168,SALE-base-202702-TRM-2025-003,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000168-1,ARU-C-003,133263,2027-02-28,4000,SALE-base-202702-TRM-2025-003,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,2,base-ARU_GROUP-2027-000169,EV-base-base-ARU_GROUP-2027-000169,SALE-base-202702-TRM-2025-014,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000169-1,ARU-C-014,133051,2027-02-28,4000,SALE-base-202702-TRM-2025-014,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,2,base-ARU_GROUP-2027-000170,EV-base-base-ARU_GROUP-2027-000170,SALE-base-202702-TRM-2025-015,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000170-1,ARU-C-015,131204,2027-02-28,4000,SALE-base-202702-TRM-2025-015,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
