allocation_basis,cash_flow,due_date,entity,funded_usd,invoice_id,journal_id,month,obligation_id,payable_id,period,request_kind,requested_usd,scenario,source_id,unit,unpaid_usd,year
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-02-28,SHI,113000.0000,,ENT-base-0000613,2,OB-base-ENT-base-0000613-2086,AP-base-1-ESS-FACILITY-VENDORS,2027-02-28,VENDOR_INVOICE,113000.0000,base,base-02-PAYMENT_REQUEST-AP-base-1-ESS-FACILITY-VENDORS,corporate,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-02-28,SHI,2400.0000,,ENT-base-0000614,2,OB-base-ENT-base-0000614-2088,AP-base-1-HOSTING-FF-001,2027-02-28,VENDOR_INVOICE,2400.0000,base,base-02-PAYMENT_REQUEST-AP-base-1-HOSTING-FF-001,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-02-28,SHI,3000.0000,,ENT-base-0000615,2,OB-base-ENT-base-0000615-2090,AP-base-1-HOSTING-FF-002,2027-02-28,VENDOR_INVOICE,3000.0000,base,base-02-PAYMENT_REQUEST-AP-base-1-HOSTING-FF-002,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-02-28,SHI,3600.0000,,ENT-base-0000616,2,OB-base-ENT-base-0000616-2092,AP-base-1-HOSTING-FF-003,2027-02-28,VENDOR_INVOICE,3600.0000,base,base-02-PAYMENT_REQUEST-AP-base-1-HOSTING-FF-003,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-02-28,SHI,1800.0000,,ENT-base-0000617,2,OB-base-ENT-base-0000617-2094,AP-base-1-HOSTING-FF-004,2027-02-28,VENDOR_INVOICE,1800.0000,base,base-02-PAYMENT_REQUEST-AP-base-1-HOSTING-FF-004,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-02-28,SHI,2400.0000,,ENT-base-0000618,2,OB-base-ENT-base-0000618-2096,AP-base-1-HOSTING-FF-005,2027-02-28,VENDOR_INVOICE,2400.0000,base,base-02-PAYMENT_REQUEST-AP-base-1-HOSTING-FF-005,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-02-28,SHI,3000.0000,,ENT-base-0000619,2,OB-base-ENT-base-0000619-2098,AP-base-1-HOSTING-FF-006,2027-02-28,VENDOR_INVOICE,3000.0000,base,base-02-PAYMENT_REQUEST-AP-base-1-HOSTING-FF-006,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-02-28,SHI,3600.0000,,ENT-base-0000620,2,OB-base-ENT-base-0000620-2100,AP-base-1-HOSTING-FF-007,2027-02-28,VENDOR_INVOICE,3600.0000,base,base-02-PAYMENT_REQUEST-AP-base-1-HOSTING-FF-007,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-02-28,SHI,1800.0000,,ENT-base-0000621,2,OB-base-ENT-base-0000621-2102,AP-base-1-HOSTING-FF-008,2027-02-28,VENDOR_INVOICE,1800.0000,base,base-02-PAYMENT_REQUEST-AP-base-1-HOSTING-FF-008,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-02-28,SHI,2400.0000,,ENT-base-0000622,2,OB-base-ENT-base-0000622-2104,AP-base-1-HOSTING-FF-009,2027-02-28,VENDOR_INVOICE,2400.0000,base,base-02-PAYMENT_REQUEST-AP-base-1-HOSTING-FF-009,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-02-28,SHI,3000.0000,,ENT-base-0000623,2,OB-base-ENT-base-0000623-2106,AP-base-1-HOSTING-FF-010,2027-02-28,VENDOR_INVOICE,3000.0000,base,base-02-PAYMENT_REQUEST-AP-base-1-HOSTING-FF-010,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-02-28,SHI,3600.0000,,ENT-base-0000624,2,OB-base-ENT-base-0000624-2108,AP-base-1-HOSTING-FF-011,2027-02-28,VENDOR_INVOICE,3600.0000,base,base-02-PAYMENT_REQUEST-AP-base-1-HOSTING-FF-011,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-02-28,SHI,1800.0000,,ENT-base-0000625,2,OB-base-ENT-base-0000625-2110,AP-base-1-HOSTING-FF-012,2027-02-28,VENDOR_INVOICE,1800.0000,base,base-02-PAYMENT_REQUEST-AP-base-1-HOSTING-FF-012,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-02-28,SHI,2400.0000,,ENT-base-0000626,2,OB-base-ENT-base-0000626-2112,AP-base-1-HOSTING-FF-013,2027-02-28,VENDOR_INVOICE,2400.0000,base,base-02-PAYMENT_REQUEST-AP-base-1-HOSTING-FF-013,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-02-28,SHI,3000.0000,,ENT-base-0000627,2,OB-base-ENT-base-0000627-2114,AP-base-1-HOSTING-FF-014,2027-02-28,VENDOR_INVOICE,3000.0000,base,base-02-PAYMENT_REQUEST-AP-base-1-HOSTING-FF-014,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-02-28,SHI,3600.0000,,ENT-base-0000628,2,OB-base-ENT-base-0000628-2116,AP-base-1-HOSTING-FF-015,2027-02-28,VENDOR_INVOICE,3600.0000,base,base-02-PAYMENT_REQUEST-AP-base-1-HOSTING-FF-015,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-02-28,SHI,1800.0000,,ENT-base-0000629,2,OB-base-ENT-base-0000629-2118,AP-base-1-HOSTING-FF-016,2027-02-28,VENDOR_INVOICE,1800.0000,base,base-02-PAYMENT_REQUEST-AP-base-1-HOSTING-FF-016,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-02-28,SHI,2400.0000,,ENT-base-0000630,2,OB-base-ENT-base-0000630-2120,AP-base-1-HOSTING-FF-017,2027-02-28,VENDOR_INVOICE,2400.0000,base,base-02-PAYMENT_REQUEST-AP-base-1-HOSTING-FF-017,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-02-28,SHI,3000.0000,,ENT-base-0000631,2,OB-base-ENT-base-0000631-2122,AP-base-1-HOSTING-FF-018,2027-02-28,VENDOR_INVOICE,3000.0000,base,base-02-PAYMENT_REQUEST-AP-base-1-HOSTING-FF-018,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-02-28,SHI,3600.0000,,ENT-base-0000632,2,OB-base-ENT-base-0000632-2124,AP-base-1-HOSTING-FF-019,2027-02-28,VENDOR_INVOICE,3600.0000,base,base-02-PAYMENT_REQUEST-AP-base-1-HOSTING-FF-019,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-02-28,SHI,1800.0000,,ENT-base-0000633,2,OB-base-ENT-base-0000633-2126,AP-base-1-HOSTING-FF-020,2027-02-28,VENDOR_INVOICE,1800.0000,base,base-02-PAYMENT_REQUEST-AP-base-1-HOSTING-FF-020,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-02-28,SHI,2400.0000,,ENT-base-0000634,2,OB-base-ENT-base-0000634-2128,AP-base-1-HOSTING-FF-021,2027-02-28,VENDOR_INVOICE,2400.0000,base,base-02-PAYMENT_REQUEST-AP-base-1-HOSTING-FF-021,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-02-28,SHI,3000.0000,,ENT-base-0000635,2,OB-base-ENT-base-0000635-2130,AP-base-1-HOSTING-FF-022,2027-02-28,VENDOR_INVOICE,3000.0000,base,base-02-PAYMENT_REQUEST-AP-base-1-HOSTING-FF-022,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-02-28,SHI,3600.0000,,ENT-base-0000636,2,OB-base-ENT-base-0000636-2132,AP-base-1-HOSTING-FF-023,2027-02-28,VENDOR_INVOICE,3600.0000,base,base-02-PAYMENT_REQUEST-AP-base-1-HOSTING-FF-023,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-02-28,SHI,1800.0000,,ENT-base-0000637,2,OB-base-ENT-base-0000637-2134,AP-base-1-HOSTING-FF-024,2027-02-28,VENDOR_INVOICE,1800.0000,base,base-02-PAYMENT_REQUEST-AP-base-1-HOSTING-FF-024,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-02-28,SHI,2400.0000,,ENT-base-0000638,2,OB-base-ENT-base-0000638-2136,AP-base-1-HOSTING-FF-025,2027-02-28,VENDOR_INVOICE,2400.0000,base,base-02-PAYMENT_REQUEST-AP-base-1-HOSTING-FF-025,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-02-28,SHI,3000.0000,,ENT-base-0000639,2,OB-base-ENT-base-0000639-2138,AP-base-1-HOSTING-FF-026,2027-02-28,VENDOR_INVOICE,3000.0000,base,base-02-PAYMENT_REQUEST-AP-base-1-HOSTING-FF-026,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-02-28,SHI,3600.0000,,ENT-base-0000640,2,OB-base-ENT-base-0000640-2140,AP-base-1-HOSTING-FF-027,2027-02-28,VENDOR_INVOICE,3600.0000,base,base-02-PAYMENT_REQUEST-AP-base-1-HOSTING-FF-027,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-02-28,SHI,1800.0000,,ENT-base-0000641,2,OB-base-ENT-base-0000641-2142,AP-base-1-HOSTING-FF-028,2027-02-28,VENDOR_INVOICE,1800.0000,base,base-02-PAYMENT_REQUEST-AP-base-1-HOSTING-FF-028,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-02-28,SHI,2400.0000,,ENT-base-0000642,2,OB-base-ENT-base-0000642-2144,AP-base-1-HOSTING-FF-029,2027-02-28,VENDOR_INVOICE,2400.0000,base,base-02-PAYMENT_REQUEST-AP-base-1-HOSTING-FF-029,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-02-28,SHI,3000.0000,,ENT-base-0000643,2,OB-base-ENT-base-0000643-2146,AP-base-1-HOSTING-FF-030,2027-02-28,VENDOR_INVOICE,3000.0000,base,base-02-PAYMENT_REQUEST-AP-base-1-HOSTING-FF-030,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-02-28,SHI,3600.0000,,ENT-base-0000644,2,OB-base-ENT-base-0000644-2148,AP-base-1-HOSTING-FF-031,2027-02-28,VENDOR_INVOICE,3600.0000,base,base-02-PAYMENT_REQUEST-AP-base-1-HOSTING-FF-031,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-02-28,SHI,1800.0000,,ENT-base-0000645,2,OB-base-ENT-base-0000645-2150,AP-base-1-HOSTING-FF-032,2027-02-28,VENDOR_INVOICE,1800.0000,base,base-02-PAYMENT_REQUEST-AP-base-1-HOSTING-FF-032,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-02-28,SHI,2400.0000,,ENT-base-0000646,2,OB-base-ENT-base-0000646-2152,AP-base-1-HOSTING-FF-033,2027-02-28,VENDOR_INVOICE,2400.0000,base,base-02-PAYMENT_REQUEST-AP-base-1-HOSTING-FF-033,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-02-28,SHI,3000.0000,,ENT-base-0000647,2,OB-base-ENT-base-0000647-2154,AP-base-1-HOSTING-FF-034,2027-02-28,VENDOR_INVOICE,3000.0000,base,base-02-PAYMENT_REQUEST-AP-base-1-HOSTING-FF-034,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-02-28,SHI,3600.0000,,ENT-base-0000648,2,OB-base-ENT-base-0000648-2156,AP-base-1-HOSTING-FF-035,2027-02-28,VENDOR_INVOICE,3600.0000,base,base-02-PAYMENT_REQUEST-AP-base-1-HOSTING-FF-035,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-02-28,SHI,1800.0000,,ENT-base-0000649,2,OB-base-ENT-base-0000649-2158,AP-base-1-HOSTING-FF-036,2027-02-28,VENDOR_INVOICE,1800.0000,base,base-02-PAYMENT_REQUEST-AP-base-1-HOSTING-FF-036,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-02-28,SHI,1400.0000,,ENT-base-0000650,2,OB-base-ENT-base-0000650-2160,AP-base-1-HOSTING-ATL-LIC-001,2027-02-28,VENDOR_INVOICE,1400.0000,base,base-02-PAYMENT_REQUEST-AP-base-1-HOSTING-ATL-LIC-001,atlas-meridian,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-02-28,SHI,1400.0000,,ENT-base-0000651,2,OB-base-ENT-base-0000651-2162,AP-base-1-HOSTING-ATL-LIC-013,2027-02-28,VENDOR_INVOICE,1400.0000,base,base-02-PAYMENT_REQUEST-AP-base-1-HOSTING-ATL-LIC-013,atlas-meridian,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-02-28,SHI,9000.0000,,ENT-base-0000652,2,OB-base-ENT-base-0000652-2164,AP-base-1-WIL-VIBRATION,2027-02-28,VENDOR_INVOICE,9000.0000,base,base-02-PAYMENT_REQUEST-AP-base-1-WIL-VIBRATION,willow,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-02-28,SHI,7000.0000,,ENT-base-0000653,2,OB-base-ENT-base-0000653-2166,AP-base-1-WIL-RF-FIELD,2027-02-28,VENDOR_INVOICE,7000.0000,base,base-02-PAYMENT_REQUEST-AP-base-1-WIL-RF-FIELD,willow,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-02-28,SHI,18000.0000,,ENT-base-0000654,2,OB-base-ENT-base-0000654-2168,AP-base-1-WIL-CHEMISTRY,2027-02-28,VENDOR_INVOICE,18000.0000,base,base-02-PAYMENT_REQUEST-AP-base-1-WIL-CHEMISTRY,willow,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-02-28,SHI,4500.0000,,ENT-base-0000655,2,OB-base-ENT-base-0000655-2170,AP-base-1-WIL-INTERFACE,2027-02-28,VENDOR_INVOICE,4500.0000,base,base-02-PAYMENT_REQUEST-AP-base-1-WIL-INTERFACE,willow,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-02-28,SHI,8580.0000,,ENT-base-0000656,2,OB-base-ENT-base-0000656-2172,AP-base-1-PROCESS-STREAM17-base-01,2027-02-28,VENDOR_INVOICE,8580.0000,base,base-02-PAYMENT_REQUEST-AP-base-1-PROCESS-STREAM17-base-01,project-cradle,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-02-28,SHI,18500.0000,,ENT-base-0000657,2,OB-base-ENT-base-0000657-2174,AP-base-1-PROCESS-DEMOTTE-base-01,2027-02-28,VENDOR_INVOICE,18500.0000,base,base-02-PAYMENT_REQUEST-AP-base-1-PROCESS-DEMOTTE-base-01,project-cradle,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-02-28,SHI,1933333.3280,,ENT-base-0000658,2,OB-base-ENT-base-0000658-2176,,2027-02-28,PAYROLL_BATCH,1933333.3280,base,base-02-PAYROLL_REQUEST-foundry-field,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-02-28,SHI,524999.9988,,ENT-base-0000659,2,OB-base-ENT-base-0000659-2178,,2027-02-28,PAYROLL_BATCH,524999.9988,base,base-02-PAYROLL_REQUEST-atlas-meridian,atlas-meridian,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-02-28,SHI,418333.3344,,ENT-base-0000660,2,OB-base-ENT-base-0000660-2180,,2027-02-28,PAYROLL_BATCH,418333.3344,base,base-02-PAYROLL_REQUEST-advisory,advisory,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-02-28,SHI,295000.0000,,ENT-base-0000661,2,OB-base-ENT-base-0000661-2182,,2027-02-28,PAYROLL_BATCH,295000.0000,base,base-02-PAYROLL_REQUEST-willow,willow,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-02-28,SHI,187500.0006,,ENT-base-0000662,2,OB-base-ENT-base-0000662-2184,,2027-02-28,PAYROLL_BATCH,187500.0006,base,base-02-PAYROLL_REQUEST-project-cradle,project-cradle,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-02-28,SHI,2834999.9956,,ENT-base-0000663,2,OB-base-ENT-base-0000663-2186,,2027-02-28,PAYROLL_BATCH,2834999.9956,base,base-02-PAYROLL_REQUEST-corporate,corporate,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-03-31,SHI,190125.0000,,ENT-base-0000801,3,OB-base-ENT-base-0000801-2513,,2027-03-31,OTHER_OPERATING_REQUEST,190125.0000,base,CORE-INTEREST,corporate,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-03-31,SHI,113000.0000,,ENT-base-0000809,3,OB-base-ENT-base-0000809-2529,AP-base-2-ESS-FACILITY-VENDORS,2027-03-31,VENDOR_INVOICE,113000.0000,base,base-03-PAYMENT_REQUEST-AP-base-2-ESS-FACILITY-VENDORS,corporate,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-03-31,SHI,2400.0000,,ENT-base-0000810,3,OB-base-ENT-base-0000810-2531,AP-base-2-HOSTING-FF-001,2027-03-31,VENDOR_INVOICE,2400.0000,base,base-03-PAYMENT_REQUEST-AP-base-2-HOSTING-FF-001,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-03-31,SHI,3000.0000,,ENT-base-0000811,3,OB-base-ENT-base-0000811-2533,AP-base-2-HOSTING-FF-002,2027-03-31,VENDOR_INVOICE,3000.0000,base,base-03-PAYMENT_REQUEST-AP-base-2-HOSTING-FF-002,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-03-31,SHI,3600.0000,,ENT-base-0000812,3,OB-base-ENT-base-0000812-2535,AP-base-2-HOSTING-FF-003,2027-03-31,VENDOR_INVOICE,3600.0000,base,base-03-PAYMENT_REQUEST-AP-base-2-HOSTING-FF-003,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-03-31,SHI,1800.0000,,ENT-base-0000813,3,OB-base-ENT-base-0000813-2537,AP-base-2-HOSTING-FF-004,2027-03-31,VENDOR_INVOICE,1800.0000,base,base-03-PAYMENT_REQUEST-AP-base-2-HOSTING-FF-004,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-03-31,SHI,2400.0000,,ENT-base-0000814,3,OB-base-ENT-base-0000814-2539,AP-base-2-HOSTING-FF-005,2027-03-31,VENDOR_INVOICE,2400.0000,base,base-03-PAYMENT_REQUEST-AP-base-2-HOSTING-FF-005,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-03-31,SHI,3000.0000,,ENT-base-0000815,3,OB-base-ENT-base-0000815-2541,AP-base-2-HOSTING-FF-006,2027-03-31,VENDOR_INVOICE,3000.0000,base,base-03-PAYMENT_REQUEST-AP-base-2-HOSTING-FF-006,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-03-31,SHI,3600.0000,,ENT-base-0000816,3,OB-base-ENT-base-0000816-2543,AP-base-2-HOSTING-FF-007,2027-03-31,VENDOR_INVOICE,3600.0000,base,base-03-PAYMENT_REQUEST-AP-base-2-HOSTING-FF-007,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-03-31,SHI,1800.0000,,ENT-base-0000817,3,OB-base-ENT-base-0000817-2545,AP-base-2-HOSTING-FF-008,2027-03-31,VENDOR_INVOICE,1800.0000,base,base-03-PAYMENT_REQUEST-AP-base-2-HOSTING-FF-008,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-03-31,SHI,2400.0000,,ENT-base-0000818,3,OB-base-ENT-base-0000818-2547,AP-base-2-HOSTING-FF-009,2027-03-31,VENDOR_INVOICE,2400.0000,base,base-03-PAYMENT_REQUEST-AP-base-2-HOSTING-FF-009,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-03-31,SHI,3000.0000,,ENT-base-0000819,3,OB-base-ENT-base-0000819-2549,AP-base-2-HOSTING-FF-010,2027-03-31,VENDOR_INVOICE,3000.0000,base,base-03-PAYMENT_REQUEST-AP-base-2-HOSTING-FF-010,foundry-field,0.0000,2027
