accrual_month,amount_usd,due_date,due_month,payable_id,remaining_usd,scenario,source_id,unit
1,1800.0000,2027-02-28,2,AP-base-1-HOSTING-FF-028,0.0000,base,base-01-COST-HOSTING-FF-028,foundry-field
1,2400.0000,2027-02-28,2,AP-base-1-HOSTING-FF-029,0.0000,base,base-01-COST-HOSTING-FF-029,foundry-field
1,3000.0000,2027-02-28,2,AP-base-1-HOSTING-FF-030,0.0000,base,base-01-COST-HOSTING-FF-030,foundry-field
1,3600.0000,2027-02-28,2,AP-base-1-HOSTING-FF-031,0.0000,base,base-01-COST-HOSTING-FF-031,foundry-field
1,1800.0000,2027-02-28,2,AP-base-1-HOSTING-FF-032,0.0000,base,base-01-COST-HOSTING-FF-032,foundry-field
1,2400.0000,2027-02-28,2,AP-base-1-HOSTING-FF-033,0.0000,base,base-01-COST-HOSTING-FF-033,foundry-field
1,3000.0000,2027-02-28,2,AP-base-1-HOSTING-FF-034,0.0000,base,base-01-COST-HOSTING-FF-034,foundry-field
1,3600.0000,2027-02-28,2,AP-base-1-HOSTING-FF-035,0.0000,base,base-01-COST-HOSTING-FF-035,foundry-field
1,1800.0000,2027-02-28,2,AP-base-1-HOSTING-FF-036,0.0000,base,base-01-COST-HOSTING-FF-036,foundry-field
1,1400.0000,2027-02-28,2,AP-base-1-HOSTING-ATL-LIC-001,0.0000,base,base-01-COST-HOSTING-ATL-LIC-001,atlas-meridian
1,1400.0000,2027-02-28,2,AP-base-1-HOSTING-ATL-LIC-013,0.0000,base,base-01-COST-HOSTING-ATL-LIC-013,atlas-meridian
1,9000.0000,2027-02-28,2,AP-base-1-WIL-VIBRATION,0.0000,base,base-01-COST-WIL-VIBRATION,willow
1,7000.0000,2027-02-28,2,AP-base-1-WIL-RF-FIELD,0.0000,base,base-01-COST-WIL-RF-FIELD,willow
1,18000.0000,2027-02-28,2,AP-base-1-WIL-CHEMISTRY,0.0000,base,base-01-COST-WIL-CHEMISTRY,willow
1,4500.0000,2027-02-28,2,AP-base-1-WIL-INTERFACE,0.0000,base,base-01-COST-WIL-INTERFACE,willow
1,8580.0000,2027-02-28,2,AP-base-1-PROCESS-STREAM17-base-01,0.0000,base,base-01-COST-PROCESS-STREAM17-base-01,project-cradle
1,18500.0000,2027-02-28,2,AP-base-1-PROCESS-DEMOTTE-base-01,0.0000,base,base-01-COST-PROCESS-DEMOTTE-base-01,project-cradle
2,113000.0000,2027-03-31,3,AP-base-2-ESS-FACILITY-VENDORS,0.0000,base,base-02-COST-ESS-FACILITY-VENDORS,corporate
2,2400.0000,2027-03-31,3,AP-base-2-HOSTING-FF-001,0.0000,base,base-02-COST-HOSTING-FF-001,foundry-field
2,3000.0000,2027-03-31,3,AP-base-2-HOSTING-FF-002,0.0000,base,base-02-COST-HOSTING-FF-002,foundry-field
2,3600.0000,2027-03-31,3,AP-base-2-HOSTING-FF-003,0.0000,base,base-02-COST-HOSTING-FF-003,foundry-field
2,1800.0000,2027-03-31,3,AP-base-2-HOSTING-FF-004,0.0000,base,base-02-COST-HOSTING-FF-004,foundry-field
2,2400.0000,2027-03-31,3,AP-base-2-HOSTING-FF-005,0.0000,base,base-02-COST-HOSTING-FF-005,foundry-field
2,3000.0000,2027-03-31,3,AP-base-2-HOSTING-FF-006,0.0000,base,base-02-COST-HOSTING-FF-006,foundry-field
2,3600.0000,2027-03-31,3,AP-base-2-HOSTING-FF-007,0.0000,base,base-02-COST-HOSTING-FF-007,foundry-field
2,1800.0000,2027-03-31,3,AP-base-2-HOSTING-FF-008,0.0000,base,base-02-COST-HOSTING-FF-008,foundry-field
2,2400.0000,2027-03-31,3,AP-base-2-HOSTING-FF-009,0.0000,base,base-02-COST-HOSTING-FF-009,foundry-field
2,3000.0000,2027-03-31,3,AP-base-2-HOSTING-FF-010,0.0000,base,base-02-COST-HOSTING-FF-010,foundry-field
2,3600.0000,2027-03-31,3,AP-base-2-HOSTING-FF-011,0.0000,base,base-02-COST-HOSTING-FF-011,foundry-field
2,1800.0000,2027-03-31,3,AP-base-2-HOSTING-FF-012,0.0000,base,base-02-COST-HOSTING-FF-012,foundry-field
2,2400.0000,2027-03-31,3,AP-base-2-HOSTING-FF-013,0.0000,base,base-02-COST-HOSTING-FF-013,foundry-field
2,3000.0000,2027-03-31,3,AP-base-2-HOSTING-FF-014,0.0000,base,base-02-COST-HOSTING-FF-014,foundry-field
2,3600.0000,2027-03-31,3,AP-base-2-HOSTING-FF-015,0.0000,base,base-02-COST-HOSTING-FF-015,foundry-field
2,1800.0000,2027-03-31,3,AP-base-2-HOSTING-FF-016,0.0000,base,base-02-COST-HOSTING-FF-016,foundry-field
2,2400.0000,2027-03-31,3,AP-base-2-HOSTING-FF-017,0.0000,base,base-02-COST-HOSTING-FF-017,foundry-field
2,3000.0000,2027-03-31,3,AP-base-2-HOSTING-FF-018,0.0000,base,base-02-COST-HOSTING-FF-018,foundry-field
2,3600.0000,2027-03-31,3,AP-base-2-HOSTING-FF-019,0.0000,base,base-02-COST-HOSTING-FF-019,foundry-field
2,1800.0000,2027-03-31,3,AP-base-2-HOSTING-FF-020,0.0000,base,base-02-COST-HOSTING-FF-020,foundry-field
2,2400.0000,2027-03-31,3,AP-base-2-HOSTING-FF-021,0.0000,base,base-02-COST-HOSTING-FF-021,foundry-field
2,3000.0000,2027-03-31,3,AP-base-2-HOSTING-FF-022,0.0000,base,base-02-COST-HOSTING-FF-022,foundry-field
2,3600.0000,2027-03-31,3,AP-base-2-HOSTING-FF-023,0.0000,base,base-02-COST-HOSTING-FF-023,foundry-field
2,1800.0000,2027-03-31,3,AP-base-2-HOSTING-FF-024,0.0000,base,base-02-COST-HOSTING-FF-024,foundry-field
2,2400.0000,2027-03-31,3,AP-base-2-HOSTING-FF-025,0.0000,base,base-02-COST-HOSTING-FF-025,foundry-field
2,3000.0000,2027-03-31,3,AP-base-2-HOSTING-FF-026,0.0000,base,base-02-COST-HOSTING-FF-026,foundry-field
2,3600.0000,2027-03-31,3,AP-base-2-HOSTING-FF-027,0.0000,base,base-02-COST-HOSTING-FF-027,foundry-field
2,1800.0000,2027-03-31,3,AP-base-2-HOSTING-FF-028,0.0000,base,base-02-COST-HOSTING-FF-028,foundry-field
2,2400.0000,2027-03-31,3,AP-base-2-HOSTING-FF-029,0.0000,base,base-02-COST-HOSTING-FF-029,foundry-field
2,3000.0000,2027-03-31,3,AP-base-2-HOSTING-FF-030,0.0000,base,base-02-COST-HOSTING-FF-030,foundry-field
2,3600.0000,2027-03-31,3,AP-base-2-HOSTING-FF-031,0.0000,base,base-02-COST-HOSTING-FF-031,foundry-field
2,1800.0000,2027-03-31,3,AP-base-2-HOSTING-FF-032,0.0000,base,base-02-COST-HOSTING-FF-032,foundry-field
2,2400.0000,2027-03-31,3,AP-base-2-HOSTING-FF-033,0.0000,base,base-02-COST-HOSTING-FF-033,foundry-field
2,3000.0000,2027-03-31,3,AP-base-2-HOSTING-FF-034,0.0000,base,base-02-COST-HOSTING-FF-034,foundry-field
2,3600.0000,2027-03-31,3,AP-base-2-HOSTING-FF-035,0.0000,base,base-02-COST-HOSTING-FF-035,foundry-field
2,1800.0000,2027-03-31,3,AP-base-2-HOSTING-FF-036,0.0000,base,base-02-COST-HOSTING-FF-036,foundry-field
2,1400.0000,2027-03-31,3,AP-base-2-HOSTING-ATL-LIC-001,0.0000,base,base-02-COST-HOSTING-ATL-LIC-001,atlas-meridian
2,1600.0000,2027-03-31,3,AP-base-2-HOSTING-ATL-LIC-002,0.0000,base,base-02-COST-HOSTING-ATL-LIC-002,atlas-meridian
2,1400.0000,2027-03-31,3,AP-base-2-HOSTING-ATL-LIC-013,0.0000,base,base-02-COST-HOSTING-ATL-LIC-013,atlas-meridian
2,1600.0000,2027-03-31,3,AP-base-2-HOSTING-ATL-LIC-014,0.0000,base,base-02-COST-HOSTING-ATL-LIC-014,atlas-meridian
2,2100.0000,2027-03-31,3,AP-base-2-TRAVEL-ADV-2027-01-scope-and-diagnosis,0.0000,base,base-02-COST-TRAVEL-ADV-2027-01-scope-and-diagnosis,advisory
2,8550.0000,2027-03-31,3,AP-base-2-COMPUTE-ATL-2027-01-evaluated-workflow,0.0000,base,base-02-COST-COMPUTE-ATL-2027-01-evaluated-workflow,atlas-meridian
2,9000.0000,2027-03-31,3,AP-base-2-WIL-VIBRATION,0.0000,base,base-02-COST-WIL-VIBRATION,willow
2,7000.0000,2027-03-31,3,AP-base-2-WIL-RF-FIELD,0.0000,base,base-02-COST-WIL-RF-FIELD,willow
2,18000.0000,2027-03-31,3,AP-base-2-WIL-CHEMISTRY,0.0000,base,base-02-COST-WIL-CHEMISTRY,willow
2,4500.0000,2027-03-31,3,AP-base-2-WIL-INTERFACE,0.0000,base,base-02-COST-WIL-INTERFACE,willow
2,8580.0000,2027-03-31,3,AP-base-2-PROCESS-STREAM17-base-02,0.0000,base,base-02-COST-PROCESS-STREAM17-base-02,project-cradle
2,18500.0000,2027-03-31,3,AP-base-2-PROCESS-DEMOTTE-base-02,0.0000,base,base-02-COST-PROCESS-DEMOTTE-base-02,project-cradle
2,3979.8000,2027-03-31,3,AP-base-2-FREIGHT-STREAM17-base-01,0.0000,base,base-02-COST-FREIGHT-STREAM17-base-01,project-cradle
3,113000.0000,2027-04-30,4,AP-base-3-ESS-FACILITY-VENDORS,0.0000,base,base-03-COST-ESS-FACILITY-VENDORS,corporate
3,2400.0000,2027-04-30,4,AP-base-3-HOSTING-FF-001,0.0000,base,base-03-COST-HOSTING-FF-001,foundry-field
3,3000.0000,2027-04-30,4,AP-base-3-HOSTING-FF-002,0.0000,base,base-03-COST-HOSTING-FF-002,foundry-field
3,3600.0000,2027-04-30,4,AP-base-3-HOSTING-FF-003,0.0000,base,base-03-COST-HOSTING-FF-003,foundry-field
3,1800.0000,2027-04-30,4,AP-base-3-HOSTING-FF-004,0.0000,base,base-03-COST-HOSTING-FF-004,foundry-field
3,2400.0000,2027-04-30,4,AP-base-3-HOSTING-FF-005,0.0000,base,base-03-COST-HOSTING-FF-005,foundry-field
3,3000.0000,2027-04-30,4,AP-base-3-HOSTING-FF-006,0.0000,base,base-03-COST-HOSTING-FF-006,foundry-field
3,3600.0000,2027-04-30,4,AP-base-3-HOSTING-FF-007,0.0000,base,base-03-COST-HOSTING-FF-007,foundry-field
3,1800.0000,2027-04-30,4,AP-base-3-HOSTING-FF-008,0.0000,base,base-03-COST-HOSTING-FF-008,foundry-field
3,2400.0000,2027-04-30,4,AP-base-3-HOSTING-FF-009,0.0000,base,base-03-COST-HOSTING-FF-009,foundry-field
3,3000.0000,2027-04-30,4,AP-base-3-HOSTING-FF-010,0.0000,base,base-03-COST-HOSTING-FF-010,foundry-field
3,3600.0000,2027-04-30,4,AP-base-3-HOSTING-FF-011,0.0000,base,base-03-COST-HOSTING-FF-011,foundry-field
3,1800.0000,2027-04-30,4,AP-base-3-HOSTING-FF-012,0.0000,base,base-03-COST-HOSTING-FF-012,foundry-field
3,2400.0000,2027-04-30,4,AP-base-3-HOSTING-FF-013,0.0000,base,base-03-COST-HOSTING-FF-013,foundry-field
3,3000.0000,2027-04-30,4,AP-base-3-HOSTING-FF-014,0.0000,base,base-03-COST-HOSTING-FF-014,foundry-field
3,3600.0000,2027-04-30,4,AP-base-3-HOSTING-FF-015,0.0000,base,base-03-COST-HOSTING-FF-015,foundry-field
3,1800.0000,2027-04-30,4,AP-base-3-HOSTING-FF-016,0.0000,base,base-03-COST-HOSTING-FF-016,foundry-field
3,2400.0000,2027-04-30,4,AP-base-3-HOSTING-FF-017,0.0000,base,base-03-COST-HOSTING-FF-017,foundry-field
3,3000.0000,2027-04-30,4,AP-base-3-HOSTING-FF-018,0.0000,base,base-03-COST-HOSTING-FF-018,foundry-field
3,3600.0000,2027-04-30,4,AP-base-3-HOSTING-FF-019,0.0000,base,base-03-COST-HOSTING-FF-019,foundry-field
3,1800.0000,2027-04-30,4,AP-base-3-HOSTING-FF-020,0.0000,base,base-03-COST-HOSTING-FF-020,foundry-field
3,2400.0000,2027-04-30,4,AP-base-3-HOSTING-FF-021,0.0000,base,base-03-COST-HOSTING-FF-021,foundry-field
3,3000.0000,2027-04-30,4,AP-base-3-HOSTING-FF-022,0.0000,base,base-03-COST-HOSTING-FF-022,foundry-field
3,3600.0000,2027-04-30,4,AP-base-3-HOSTING-FF-023,0.0000,base,base-03-COST-HOSTING-FF-023,foundry-field
3,1800.0000,2027-04-30,4,AP-base-3-HOSTING-FF-024,0.0000,base,base-03-COST-HOSTING-FF-024,foundry-field
3,2400.0000,2027-04-30,4,AP-base-3-HOSTING-FF-025,0.0000,base,base-03-COST-HOSTING-FF-025,foundry-field
3,3000.0000,2027-04-30,4,AP-base-3-HOSTING-FF-026,0.0000,base,base-03-COST-HOSTING-FF-026,foundry-field
3,3600.0000,2027-04-30,4,AP-base-3-HOSTING-FF-027,0.0000,base,base-03-COST-HOSTING-FF-027,foundry-field
3,1800.0000,2027-04-30,4,AP-base-3-HOSTING-FF-028,0.0000,base,base-03-COST-HOSTING-FF-028,foundry-field
3,2400.0000,2027-04-30,4,AP-base-3-HOSTING-FF-029,0.0000,base,base-03-COST-HOSTING-FF-029,foundry-field
3,3000.0000,2027-04-30,4,AP-base-3-HOSTING-FF-030,0.0000,base,base-03-COST-HOSTING-FF-030,foundry-field
3,3600.0000,2027-04-30,4,AP-base-3-HOSTING-FF-031,0.0000,base,base-03-COST-HOSTING-FF-031,foundry-field
3,1800.0000,2027-04-30,4,AP-base-3-HOSTING-FF-032,0.0000,base,base-03-COST-HOSTING-FF-032,foundry-field
3,2400.0000,2027-04-30,4,AP-base-3-HOSTING-FF-033,0.0000,base,base-03-COST-HOSTING-FF-033,foundry-field
3,3000.0000,2027-04-30,4,AP-base-3-HOSTING-FF-034,0.0000,base,base-03-COST-HOSTING-FF-034,foundry-field
3,3600.0000,2027-04-30,4,AP-base-3-HOSTING-FF-035,0.0000,base,base-03-COST-HOSTING-FF-035,foundry-field
3,1800.0000,2027-04-30,4,AP-base-3-HOSTING-FF-036,0.0000,base,base-03-COST-HOSTING-FF-036,foundry-field
3,1400.0000,2027-04-30,4,AP-base-3-HOSTING-ATL-LIC-001,0.0000,base,base-03-COST-HOSTING-ATL-LIC-001,atlas-meridian
3,1600.0000,2027-04-30,4,AP-base-3-HOSTING-ATL-LIC-002,0.0000,base,base-03-COST-HOSTING-ATL-LIC-002,atlas-meridian
3,1800.0000,2027-04-30,4,AP-base-3-HOSTING-ATL-LIC-003,0.0000,base,base-03-COST-HOSTING-ATL-LIC-003,atlas-meridian
3,1400.0000,2027-04-30,4,AP-base-3-HOSTING-ATL-LIC-013,0.0000,base,base-03-COST-HOSTING-ATL-LIC-013,atlas-meridian
3,1600.0000,2027-04-30,4,AP-base-3-HOSTING-ATL-LIC-014,0.0000,base,base-03-COST-HOSTING-ATL-LIC-014,atlas-meridian
3,1800.0000,2027-04-30,4,AP-base-3-HOSTING-ATL-LIC-015,0.0000,base,base-03-COST-HOSTING-ATL-LIC-015,atlas-meridian
3,4830.0000,2027-04-30,4,AP-base-3-TRAVEL-ADV-2027-01-workflow-acceptance,0.0000,base,base-03-COST-TRAVEL-ADV-2027-01-workflow-acceptance,advisory
3,2520.0000,2027-04-30,4,AP-base-3-TRAVEL-ADV-2027-02-scope-and-diagnosis,0.0000,base,base-03-COST-TRAVEL-ADV-2027-02-scope-and-diagnosis,advisory
3,5040.0000,2027-04-30,4,AP-base-3-TRAVEL-ADV-2027-02-workflow-acceptance,0.0000,base,base-03-COST-TRAVEL-ADV-2027-02-workflow-acceptance,advisory
3,2940.0000,2027-04-30,4,AP-base-3-TRAVEL-ADV-2027-03-scope-and-diagnosis,0.0000,base,base-03-COST-TRAVEL-ADV-2027-03-scope-and-diagnosis,advisory
3,3360.0000,2027-04-30,4,AP-base-3-TRAVEL-ADV-2027-04-scope-and-diagnosis,0.0000,base,base-03-COST-TRAVEL-ADV-2027-04-scope-and-diagnosis,advisory
3,8550.0000,2027-04-30,4,AP-base-3-COMPUTE-ATL-2027-02-evaluated-workflow,0.0000,base,base-03-COST-COMPUTE-ATL-2027-02-evaluated-workflow,atlas-meridian
3,9000.0000,2027-04-30,4,AP-base-3-WIL-VIBRATION,0.0000,base,base-03-COST-WIL-VIBRATION,willow
3,7000.0000,2027-04-30,4,AP-base-3-WIL-RF-FIELD,0.0000,base,base-03-COST-WIL-RF-FIELD,willow
3,18000.0000,2027-04-30,4,AP-base-3-WIL-CHEMISTRY,0.0000,base,base-03-COST-WIL-CHEMISTRY,willow
3,4500.0000,2027-04-30,4,AP-base-3-WIL-INTERFACE,0.0000,base,base-03-COST-WIL-INTERFACE,willow
3,8580.0000,2027-04-30,4,AP-base-3-PROCESS-STREAM17-base-03,0.0000,base,base-03-COST-PROCESS-STREAM17-base-03,project-cradle
3,4625.0000,2027-04-30,4,AP-base-3-PROCESS-DEMOTTE-base-03,0.0000,base,base-03-COST-PROCESS-DEMOTTE-base-03,project-cradle
3,3979.8000,2027-04-30,4,AP-base-3-FREIGHT-STREAM17-base-02,0.0000,base,base-03-COST-FREIGHT-STREAM17-base-02,project-cradle
4,113000.0000,2027-05-31,5,AP-base-4-ESS-FACILITY-VENDORS,0.0000,base,base-04-COST-ESS-FACILITY-VENDORS,corporate
4,2400.0000,2027-05-31,5,AP-base-4-HOSTING-FF-001,0.0000,base,base-04-COST-HOSTING-FF-001,foundry-field
4,3000.0000,2027-05-31,5,AP-base-4-HOSTING-FF-002,0.0000,base,base-04-COST-HOSTING-FF-002,foundry-field
4,3600.0000,2027-05-31,5,AP-base-4-HOSTING-FF-003,0.0000,base,base-04-COST-HOSTING-FF-003,foundry-field
4,1800.0000,2027-05-31,5,AP-base-4-HOSTING-FF-004,0.0000,base,base-04-COST-HOSTING-FF-004,foundry-field
4,2400.0000,2027-05-31,5,AP-base-4-HOSTING-FF-005,0.0000,base,base-04-COST-HOSTING-FF-005,foundry-field
4,3000.0000,2027-05-31,5,AP-base-4-HOSTING-FF-006,0.0000,base,base-04-COST-HOSTING-FF-006,foundry-field
4,3600.0000,2027-05-31,5,AP-base-4-HOSTING-FF-007,0.0000,base,base-04-COST-HOSTING-FF-007,foundry-field
4,1800.0000,2027-05-31,5,AP-base-4-HOSTING-FF-008,0.0000,base,base-04-COST-HOSTING-FF-008,foundry-field
4,2400.0000,2027-05-31,5,AP-base-4-HOSTING-FF-009,0.0000,base,base-04-COST-HOSTING-FF-009,foundry-field
4,3000.0000,2027-05-31,5,AP-base-4-HOSTING-FF-010,0.0000,base,base-04-COST-HOSTING-FF-010,foundry-field
4,3600.0000,2027-05-31,5,AP-base-4-HOSTING-FF-011,0.0000,base,base-04-COST-HOSTING-FF-011,foundry-field
4,1800.0000,2027-05-31,5,AP-base-4-HOSTING-FF-012,0.0000,base,base-04-COST-HOSTING-FF-012,foundry-field
4,2400.0000,2027-05-31,5,AP-base-4-HOSTING-FF-013,0.0000,base,base-04-COST-HOSTING-FF-013,foundry-field
4,3000.0000,2027-05-31,5,AP-base-4-HOSTING-FF-014,0.0000,base,base-04-COST-HOSTING-FF-014,foundry-field
4,3600.0000,2027-05-31,5,AP-base-4-HOSTING-FF-015,0.0000,base,base-04-COST-HOSTING-FF-015,foundry-field
4,1800.0000,2027-05-31,5,AP-base-4-HOSTING-FF-016,0.0000,base,base-04-COST-HOSTING-FF-016,foundry-field
4,2400.0000,2027-05-31,5,AP-base-4-HOSTING-FF-017,0.0000,base,base-04-COST-HOSTING-FF-017,foundry-field
4,3000.0000,2027-05-31,5,AP-base-4-HOSTING-FF-018,0.0000,base,base-04-COST-HOSTING-FF-018,foundry-field
4,3600.0000,2027-05-31,5,AP-base-4-HOSTING-FF-019,0.0000,base,base-04-COST-HOSTING-FF-019,foundry-field
4,1800.0000,2027-05-31,5,AP-base-4-HOSTING-FF-020,0.0000,base,base-04-COST-HOSTING-FF-020,foundry-field
4,2400.0000,2027-05-31,5,AP-base-4-HOSTING-FF-021,0.0000,base,base-04-COST-HOSTING-FF-021,foundry-field
4,3000.0000,2027-05-31,5,AP-base-4-HOSTING-FF-022,0.0000,base,base-04-COST-HOSTING-FF-022,foundry-field
4,3600.0000,2027-05-31,5,AP-base-4-HOSTING-FF-023,0.0000,base,base-04-COST-HOSTING-FF-023,foundry-field
4,1800.0000,2027-05-31,5,AP-base-4-HOSTING-FF-024,0.0000,base,base-04-COST-HOSTING-FF-024,foundry-field
4,2400.0000,2027-05-31,5,AP-base-4-HOSTING-FF-025,0.0000,base,base-04-COST-HOSTING-FF-025,foundry-field
4,3000.0000,2027-05-31,5,AP-base-4-HOSTING-FF-026,0.0000,base,base-04-COST-HOSTING-FF-026,foundry-field
4,3600.0000,2027-05-31,5,AP-base-4-HOSTING-FF-027,0.0000,base,base-04-COST-HOSTING-FF-027,foundry-field
4,1800.0000,2027-05-31,5,AP-base-4-HOSTING-FF-028,0.0000,base,base-04-COST-HOSTING-FF-028,foundry-field
4,2400.0000,2027-05-31,5,AP-base-4-HOSTING-FF-029,0.0000,base,base-04-COST-HOSTING-FF-029,foundry-field
4,3000.0000,2027-05-31,5,AP-base-4-HOSTING-FF-030,0.0000,base,base-04-COST-HOSTING-FF-030,foundry-field
4,3600.0000,2027-05-31,5,AP-base-4-HOSTING-FF-031,0.0000,base,base-04-COST-HOSTING-FF-031,foundry-field
4,1800.0000,2027-05-31,5,AP-base-4-HOSTING-FF-032,0.0000,base,base-04-COST-HOSTING-FF-032,foundry-field
4,2400.0000,2027-05-31,5,AP-base-4-HOSTING-FF-033,0.0000,base,base-04-COST-HOSTING-FF-033,foundry-field
4,3000.0000,2027-05-31,5,AP-base-4-HOSTING-FF-034,0.0000,base,base-04-COST-HOSTING-FF-034,foundry-field
4,3600.0000,2027-05-31,5,AP-base-4-HOSTING-FF-035,0.0000,base,base-04-COST-HOSTING-FF-035,foundry-field
4,1800.0000,2027-05-31,5,AP-base-4-HOSTING-FF-036,0.0000,base,base-04-COST-HOSTING-FF-036,foundry-field
4,1400.0000,2027-05-31,5,AP-base-4-HOSTING-ATL-LIC-001,0.0000,base,base-04-COST-HOSTING-ATL-LIC-001,atlas-meridian
4,1600.0000,2027-05-31,5,AP-base-4-HOSTING-ATL-LIC-002,0.0000,base,base-04-COST-HOSTING-ATL-LIC-002,atlas-meridian
4,1800.0000,2027-05-31,5,AP-base-4-HOSTING-ATL-LIC-003,0.0000,base,base-04-COST-HOSTING-ATL-LIC-003,atlas-meridian
4,1200.0000,2027-05-31,5,AP-base-4-HOSTING-ATL-LIC-004,0.0000,base,base-04-COST-HOSTING-ATL-LIC-004,atlas-meridian
4,1400.0000,2027-05-31,5,AP-base-4-HOSTING-ATL-LIC-013,0.0000,base,base-04-COST-HOSTING-ATL-LIC-013,atlas-meridian
4,1600.0000,2027-05-31,5,AP-base-4-HOSTING-ATL-LIC-014,0.0000,base,base-04-COST-HOSTING-ATL-LIC-014,atlas-meridian
4,1800.0000,2027-05-31,5,AP-base-4-HOSTING-ATL-LIC-015,0.0000,base,base-04-COST-HOSTING-ATL-LIC-015,atlas-meridian
4,2100.0000,2027-05-31,5,AP-base-4-TRAVEL-ADV-2027-01-transfer-and-handover,0.0000,base,base-04-COST-TRAVEL-ADV-2027-01-transfer-and-handover,advisory
4,2520.0000,2027-05-31,5,AP-base-4-TRAVEL-ADV-2027-02-transfer-and-handover,0.0000,base,base-04-COST-TRAVEL-ADV-2027-02-transfer-and-handover,advisory
4,2100.0000,2027-05-31,5,AP-base-4-TRAVEL-ADV-2027-05-scope-and-diagnosis,0.0000,base,base-04-COST-TRAVEL-ADV-2027-05-scope-and-diagnosis,advisory
4,8550.0000,2027-05-31,5,AP-base-4-COMPUTE-ATL-2027-01-accepted-transfer,0.0000,base,base-04-COST-COMPUTE-ATL-2027-01-accepted-transfer,atlas-meridian
4,8550.0000,2027-05-31,5,AP-base-4-COMPUTE-ATL-2027-03-evaluated-workflow,0.0000,base,base-04-COST-COMPUTE-ATL-2027-03-evaluated-workflow,atlas-meridian
