site_id,building_id,floor_id,room_id,name,area_m2,access,geometry_role,assigned_desks,shared_desks,touchdown_seats,training_seats,meeting_seats,dining_seats,resident_beds,special_use_capacity,source
SH-SITE-0001,SH-SITE-0001-A,SH-SITE-0001-A-L03,SH-SITE-0001-A-L03-R02,Calls west,30.100584959999996,staff,partitioned_room,0,0,0,0,0,0,0,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-A,SH-SITE-0001-A-L03,SH-SITE-0001-A-L03-R03,Focus east,40.134113279999994,staff,partitioned_room,0,0,0,0,4,0,0,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-A,SH-SITE-0001-A-L03,SH-SITE-0001-A-L03-R04,Calls east,30.100584959999996,staff,partitioned_room,0,0,0,0,0,0,0,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-A,SH-SITE-0001-A-L03,SH-SITE-0001-A-L03-R05,Huddle 1,26.75607552,staff,partitioned_room,0,0,0,0,4,0,0,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-A,SH-SITE-0001-A-L03,SH-SITE-0001-A-L03-R06,Huddle 2,26.75607552,staff,partitioned_room,0,0,0,0,4,0,0,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-A,SH-SITE-0001-A-L03,SH-SITE-0001-A-L03-R07,Huddle 3,26.75607552,staff,partitioned_room,0,0,0,0,4,0,0,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-A,SH-SITE-0001-A-L03,SH-SITE-0001-A-L03-R08,Huddle 4,26.75607552,staff,partitioned_room,0,0,0,0,4,0,0,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-A,SH-SITE-0001-A-L03,SH-SITE-0001-A-L03-R09,Shared project room 1,59.4579456,staff,partitioned_room,0,0,0,0,8,0,0,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-A,SH-SITE-0001-A-L03,SH-SITE-0001-A-L03-R10,Shared project room 2,59.4579456,staff,partitioned_room,0,0,0,0,8,0,0,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-A,SH-SITE-0001-A-L03,SH-SITE-0001-A-L03-R11,Shared project room 3,59.4579456,staff,partitioned_room,0,0,0,0,8,0,0,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-A,SH-SITE-0001-A-L03,SH-SITE-0001-A-L03-R12,Shared project room 4,59.4579456,staff,partitioned_room,0,0,0,0,8,0,0,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-A,SH-SITE-0001-A-L03,SH-SITE-0001-A-L03-R13,Finance,80.26822655999999,staff,partitioned_room,0,8,0,0,0,0,0,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-A,SH-SITE-0001-A-L03,SH-SITE-0001-A-L03-R14,People and Culture,80.26822655999999,staff,partitioned_room,0,6,0,0,0,0,0,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-A,SH-SITE-0001-A-L03,SH-SITE-0001-A-L03-R15,Legal / Compliance / Risk,80.26822655999999,staff,partitioned_room,0,6,0,0,0,0,0,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-A,SH-SITE-0001-A-L03,SH-SITE-0001-A-L03-R16,Procurement / Facilities / Quality,80.26822655999999,staff,partitioned_room,0,4,0,0,0,0,0,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-A,SH-SITE-0001-A-L03,SH-SITE-0001-A-L03-R17,Corporate officers and executive operations,321.07290623999995,staff,partitioned_room,8,0,0,0,0,0,0,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-A,SH-SITE-0001-A-L03,SH-SITE-0001-A-L03-R18,Independent Internal Audit suite,160.53645311999998,audit,partitioned_room,8,0,0,0,0,0,0,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-A,SH-SITE-0001-A-L03,SH-SITE-0001-A-L03-R19,Technology / Security / Resilience,160.53645311999998,staff,partitioned_room,0,8,0,0,0,0,0,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-B,SH-SITE-0001-B-L01,SH-SITE-0001-B-L01-R01,Case room 1,25.64123904,restricted,partitioned_room,0,0,0,0,4,0,0,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-B,SH-SITE-0001-B-L01,SH-SITE-0001-B-L01-R02,Case room 2,25.64123904,restricted,partitioned_room,0,0,0,0,4,0,0,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-B,SH-SITE-0001-B-L01,SH-SITE-0001-B-L01-R03,Case room 3,25.64123904,restricted,partitioned_room,0,0,0,0,4,0,0,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-B,SH-SITE-0001-B-L01,SH-SITE-0001-B-L01-R04,Case room 4,25.64123904,restricted,partitioned_room,0,0,0,0,4,0,0,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-B,SH-SITE-0001-B-L01,SH-SITE-0001-B-L01-R05,Head of Contact / Mara Hammer,33.4450944,restricted,partitioned_room,1,0,0,0,0,0,0,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-B,SH-SITE-0001-B-L01,SH-SITE-0001-B-L01-R06,Deputy Head of Contact,33.4450944,restricted,partitioned_room,1,0,0,0,0,0,0,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-B,SH-SITE-0001-B-L01,SH-SITE-0001-B-L01-R07,Contact west studio,307.69486847999997,restricted,partitioned_room,0,22,0,0,0,0,0,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-B,SH-SITE-0001-B-L01,SH-SITE-0001-B-L01-R08,Contact east studio,307.69486847999997,restricted,partitioned_room,0,24,0,0,0,0,0,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-B,SH-SITE-0001-B-L01,SH-SITE-0001-B-L01-R09,Methods room,33.4450944,restricted,partitioned_room,0,0,0,0,4,0,0,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-B,SH-SITE-0001-B-L01,SH-SITE-0001-B-L01-R10,Kit preparation / store,33.4450944,staff,partitioned_room,0,0,0,0,0,0,0,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-B,SH-SITE-0001-B-L01,SH-SITE-0001-B-L01-R11,Junction Advisory Group,307.69486847999997,restricted,partitioned_room,0,0,12,0,0,0,0,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-B,SH-SITE-0001-B-L01,SH-SITE-0001-B-L01-R12,J2 reception / headquarters support,73.57920768,public,partitioned_room,2,0,0,0,0,0,0,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-B,SH-SITE-0001-B-L01,SH-SITE-0001-B-L01-R13,Interview01,80.26822655999999,visitor,partitioned_room,0,0,0,0,6,0,0,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-B,SH-SITE-0001-B-L01,SH-SITE-0001-B-L01-R14,Interview02,80.26822655999999,visitor,partitioned_room,0,0,0,0,6,0,0,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-B,SH-SITE-0001-B-L01,SH-SITE-0001-B-L01-R15,Visitor waiting,93.64626431999999,visitor,partitioned_room,0,0,0,0,0,0,0,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-B,SH-SITE-0001-B-L02,SH-SITE-0001-B-L02-R01,Case room 1,25.64123904,restricted,partitioned_room,0,0,0,0,4,0,0,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-B,SH-SITE-0001-B-L02,SH-SITE-0001-B-L02-R02,Case room 2,25.64123904,restricted,partitioned_room,0,0,0,0,4,0,0,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-B,SH-SITE-0001-B-L02,SH-SITE-0001-B-L02-R03,Case room 3,25.64123904,restricted,partitioned_room,0,0,0,0,4,0,0,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-B,SH-SITE-0001-B-L02,SH-SITE-0001-B-L02-R04,Case room 4,25.64123904,restricted,partitioned_room,0,0,0,0,4,0,0,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-B,SH-SITE-0001-B-L02,SH-SITE-0001-B-L02-R05,Head of Judgment / Anika Trish,33.4450944,restricted,partitioned_room,1,0,0,0,0,0,0,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-B,SH-SITE-0001-B-L02,SH-SITE-0001-B-L02-R06,Deputy Head of Judgment,33.4450944,restricted,partitioned_room,1,0,0,0,0,0,0,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-B,SH-SITE-0001-B-L02,SH-SITE-0001-B-L02-R07,Judgment studio,307.69486847999997,restricted,partitioned_room,0,28,0,0,0,0,0,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-B,SH-SITE-0001-B-L02,SH-SITE-0001-B-L02-R08,Orientation studio / Grant Kohrs,307.69486847999997,restricted,partitioned_room,16,0,0,0,0,0,0,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-B,SH-SITE-0001-B-L02,SH-SITE-0001-B-L02-R09,Orientation case room,33.4450944,restricted,partitioned_room,0,0,0,0,4,0,0,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-B,SH-SITE-0001-B-L02,SH-SITE-0001-B-L02-R10,Controlled records,33.4450944,staff,partitioned_room,0,0,0,0,0,0,0,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-B,SH-SITE-0001-B-L02,SH-SITE-0001-B-L02-R11,J2 headquarters / Jonathan Goldstryker / Amanda Chenahot,307.69486847999997,restricted,partitioned_room,20,0,0,0,0,0,0,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-B,SH-SITE-0001-B-L02,SH-SITE-0001-B-L02-R12,Headquarters coordination,73.57920768,restricted,partitioned_room,2,0,0,0,0,0,0,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-B,SH-SITE-0001-B-L02,SH-SITE-0001-B-L02-R13,Leadership working room,80.26822655999999,restricted,partitioned_room,0,0,0,0,6,0,0,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-B,SH-SITE-0001-B-L02,SH-SITE-0001-B-L02-R14,Professional review room,80.26822655999999,restricted,partitioned_room,0,0,0,0,6,0,0,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-B,SH-SITE-0001-B-L02,SH-SITE-0001-B-L02-R15,Controlled waiting / reading,93.64626431999999,restricted,partitioned_room,0,0,0,0,0,0,0,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-C,SH-SITE-0001-C-L01,SH-SITE-0001-C-L01-R01,Convening hall,267.5607552,public,partitioned_room,0,0,0,120,0,0,0,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-C,SH-SITE-0001-C-L01,SH-SITE-0001-C-L01-R02,Classroom01,104.0514048,staff,partitioned_room,0,0,0,24,0,0,0,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-C,SH-SITE-0001-C-L01,SH-SITE-0001-C-L01-R03,Classroom02,104.0514048,staff,partitioned_room,0,0,0,24,0,0,0,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-C,SH-SITE-0001-C-L01,SH-SITE-0001-C-L01-R04,Education reception,208.1028096,public,partitioned_room,4,0,0,0,0,0,0,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-C,SH-SITE-0001-C-L01,SH-SITE-0001-C-L01-R05,Campus dining,193.2383232,public,partitioned_room,0,0,0,0,0,80,0,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-C,SH-SITE-0001-C-L01,SH-SITE-0001-C-L01-R06,Shared production kitchen,104.0514048,service,partitioned_room,0,0,0,0,0,0,0,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-C,SH-SITE-0001-C-L02,SH-SITE-0001-C-L02-R01,Faculty / Brett Calder,133.7803776,staff,partitioned_room,12,0,0,0,0,0,0,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-C,SH-SITE-0001-C-L02,SH-SITE-0001-C-L02-R02,Case design and learning development,133.7803776,staff,partitioned_room,0,8,0,0,0,0,0,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-C,SH-SITE-0001-C-L02,SH-SITE-0001-C-L02-R03,Executive / Board simulation,104.0514048,staff,partitioned_room,0,0,0,24,0,0,0,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-C,SH-SITE-0001-C-L02,SH-SITE-0001-C-L02-R04,Facilitated breakout,104.0514048,staff,partitioned_room,0,0,0,24,0,0,0,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-C,SH-SITE-0001-C-L02,SH-SITE-0001-C-L02-R05,Learning operations,104.0514048,staff,partitioned_room,6,0,0,0,0,0,0,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-C,SH-SITE-0001-C-L02,SH-SITE-0001-C-L02-R06,Visiting practitioner work,104.0514048,staff,partitioned_room,0,0,2,0,0,0,0,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-C,SH-SITE-0001-C-L02,SH-SITE-0001-C-L02-R07,Seminar and faculty room,96.6191616,staff,partitioned_room,0,0,0,0,12,0,0,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-C,SH-SITE-0001-C-L02,SH-SITE-0001-C-L02-R08,Small-group case review,96.6191616,staff,partitioned_room,0,0,0,0,12,0,0,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-C,SH-SITE-0001-C-L02,SH-SITE-0001-C-L02-R09,Case archive / AV / teaching stores,104.0514048,staff,partitioned_room,0,0,0,0,0,0,0,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-D,SH-SITE-0001-D-L01,SH-SITE-0001-D-L01-R01,Room101 / cohort,28.98574848,resident,partitioned_room,0,0,0,0,0,0,1,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-D,SH-SITE-0001-D-L01,SH-SITE-0001-D-L01-R02,Room102 / cohort,28.98574848,resident,partitioned_room,0,0,0,0,0,0,1,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-D,SH-SITE-0001-D-L01,SH-SITE-0001-D-L01-R03,Room103 / cohort,28.98574848,resident,partitioned_room,0,0,0,0,0,0,1,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-D,SH-SITE-0001-D-L01,SH-SITE-0001-D-L01-R04,Room104 / cohort,28.98574848,resident,partitioned_room,0,0,0,0,0,0,1,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-D,SH-SITE-0001-D-L01,SH-SITE-0001-D-L01-R05,Room105 / cohort,28.98574848,resident,partitioned_room,0,0,0,0,0,0,1,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-D,SH-SITE-0001-D-L01,SH-SITE-0001-D-L01-R06,Room106 / cohort,28.98574848,resident,partitioned_room,0,0,0,0,0,0,1,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-D,SH-SITE-0001-D-L01,SH-SITE-0001-D-L01-R07,Room107 / cohort,28.98574848,resident,partitioned_room,0,0,0,0,0,0,1,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-D,SH-SITE-0001-D-L01,SH-SITE-0001-D-L01-R08,Room108 / cohort,28.98574848,resident,partitioned_room,0,0,0,0,0,0,1,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-D,SH-SITE-0001-D-L01,SH-SITE-0001-D-L01-R09,Room109 / cohort,28.98574848,resident,partitioned_room,0,0,0,0,0,0,1,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-D,SH-SITE-0001-D-L01,SH-SITE-0001-D-L01-R10,Room110 / cohort,28.98574848,resident,partitioned_room,0,0,0,0,0,0,1,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-D,SH-SITE-0001-D-L01,SH-SITE-0001-D-L01-R11,Room111 / cohort,30.918131712,resident,partitioned_room,0,0,0,0,0,0,1,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-D,SH-SITE-0001-D-L01,SH-SITE-0001-D-L01-R12,Room112 / cohort,30.918131712,resident,partitioned_room,0,0,0,0,0,0,1,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-D,SH-SITE-0001-D-L01,SH-SITE-0001-D-L01-R13,Room113 / cohort,30.918131712,resident,partitioned_room,0,0,0,0,0,0,1,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-D,SH-SITE-0001-D-L01,SH-SITE-0001-D-L01-R14,Room114 / cohort,30.918131712,resident,partitioned_room,0,0,0,0,0,0,1,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-D,SH-SITE-0001-D-L01,SH-SITE-0001-D-L01-R15,Room115 / cohort,30.918131712,resident,partitioned_room,0,0,0,0,0,0,1,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-D,SH-SITE-0001-D-L01,SH-SITE-0001-D-L01-R16,Room116 / cohort,30.918131712,resident,partitioned_room,0,0,0,0,0,0,1,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-D,SH-SITE-0001-D-L01,SH-SITE-0001-D-L01-R17,Room117 / faculty / visitor,30.918131712,resident,partitioned_room,0,0,0,0,0,0,1,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-D,SH-SITE-0001-D-L01,SH-SITE-0001-D-L01-R18,Room118 / faculty / visitor,30.918131712,resident,partitioned_room,0,0,0,0,0,0,1,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-D,SH-SITE-0001-D-L01,SH-SITE-0001-D-L01-R19,Room119 / faculty / visitor,30.918131712,resident,partitioned_room,0,0,0,0,0,0,1,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-D,SH-SITE-0001-D-L01,SH-SITE-0001-D-L01-R20,Room120 / faculty / visitor,30.918131712,resident,partitioned_room,0,0,0,0,0,0,1,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-D,SH-SITE-0001-D-L02,SH-SITE-0001-D-L02-R01,Room201 / cohort,28.98574848,resident,partitioned_room,0,0,0,0,0,0,1,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-D,SH-SITE-0001-D-L02,SH-SITE-0001-D-L02-R02,Room202 / cohort,28.98574848,resident,partitioned_room,0,0,0,0,0,0,1,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-D,SH-SITE-0001-D-L02,SH-SITE-0001-D-L02-R03,Room203 / cohort,28.98574848,resident,partitioned_room,0,0,0,0,0,0,1,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-D,SH-SITE-0001-D-L02,SH-SITE-0001-D-L02-R04,Room204 / cohort,28.98574848,resident,partitioned_room,0,0,0,0,0,0,1,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-D,SH-SITE-0001-D-L02,SH-SITE-0001-D-L02-R05,Room205 / cohort,28.98574848,resident,partitioned_room,0,0,0,0,0,0,1,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-D,SH-SITE-0001-D-L02,SH-SITE-0001-D-L02-R06,Room206 / cohort,28.98574848,resident,partitioned_room,0,0,0,0,0,0,1,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-D,SH-SITE-0001-D-L02,SH-SITE-0001-D-L02-R07,Room207 / cohort,28.98574848,resident,partitioned_room,0,0,0,0,0,0,1,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-D,SH-SITE-0001-D-L02,SH-SITE-0001-D-L02-R08,Room208 / cohort,28.98574848,resident,partitioned_room,0,0,0,0,0,0,1,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-D,SH-SITE-0001-D-L02,SH-SITE-0001-D-L02-R09,Room209 / cohort,28.98574848,resident,partitioned_room,0,0,0,0,0,0,1,,geospatial/facilities/source/campus.json
